time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,1.37566,+0.0094E-06NADC,267.54,267.94
2.888388156890869,1.375663,+0.0004E-06NADC,267.53,267.92
3.90779447555542,1.375669,+0.0003E-06NADC,267.53,267.9
4.927535533905029,1.375666,+0.0003E-06NADC,267.53,267.89
5.946762323379517,1.375669,+0.0002E-06NADC,267.52,267.88
6.56591010093689,1.375669,-0.0065E-06NADC,267.52,267.86
7.1854376792907715,1.375669,-0.0048E-06NADC,267.53,267.85
7.805637359619141,1.375669,-0.0001E-06NADC,267.53,267.84
8.425597190856934,1.375666,+0.0002E-06NADC,267.53,267.83
9.04381799697876,1.375674,+0.0000E-06NADC,267.54,267.82
9.665047645568848,1.375674,+0.0096E-06NADC,267.54,267.81
10.303893089294434,1.375677,+0.0013E-06NADC,267.55,267.8
10.923259735107422,1.375677,+0.0000E-06NADC,267.55,267.79
11.544151782989502,1.37568,+0.0005E-06NADC,267.56,267.78
12.163066148757935,1.37568,+0.0001E-06NADC,267.57,267.77
12.783379554748535,1.375686,-0.0093E-06NADC,267.58,267.76
13.402320623397827,1.375686,+0.0001E-06NADC,267.59,267.75
14.023313760757446,1.375686,+0.0001E-06NADC,267.6,267.74
14.641774415969849,1.375683,+0.0003E-06NADC,267.6,267.73
15.261900424957275,1.375692,+0.0002E-06NADC,267.61,267.72
15.881851196289062,1.375689,+0.0097E-06NADC,267.63,267.71
16.500921487808228,1.375692,+0.0003E-06NADC,267.64,267.7
17.12070083618164,1.375689,+0.0001E-06NADC,267.65,267.69
17.741316556930542,1.375686,+0.0000E-06NADC,267.66,267.68
18.36127519607544,1.375695,+0.0001E-06NADC,267.67,267.67
18.980156421661377,1.375692,-0.0093E-06NADC,267.68,267.66
19.599560737609863,1.375695,+0.0002E-06NADC,267.69,267.65
20.219244718551636,1.375695,+0.0001E-06NADC,267.7,267.64
20.83984112739563,1.375695,+0.0002E-06NADC,267.71,267.63
21.460073947906494,1.375698,+0.0002E-06NADC,267.72,267.62
22.07880735397339,1.375695,+0.0096E-06NADC,267.74,267.61
22.699893474578857,1.375703,+0.0002E-06NADC,267.75,267.6
23.31860375404358,1.375703,+0.0002E-06NADC,267.76,267.59
23.938312292099,1.375703,+0.0002E-06NADC,267.76,267.58
24.558228731155396,1.3757,+0.0001E-06NADC,267.77,267.56
25.177541494369507,1.375703,-0.0091E-06NADC,267.78,267.55
25.79804015159607,1.375703,+0.0001E-06NADC,267.79,267.54
26.41674256324768,1.375706,+0.0000E-06NADC,267.8,267.53
27.03768229484558,1.375709,+0.0001E-06NADC,267.8,267.52
27.65761971473694,1.375712,+0.0002E-06NADC,267.81,267.51
28.278656244277954,1.375715,+0.0092E-06NADC,267.82,267.5
28.89683699607849,1.375718,+0.0011E-06NADC,267.82,267.49
29.51524519920349,1.375715,+0.0003E-06NADC,267.83,267.48
30.135560512542725,1.375715,+0.0002E-06NADC,267.83,267.47
30.75547432899475,1.375718,+0.0001E-06NADC,267.83,267.46
31.377930879592896,1.375724,+0.0001E-06NADC,267.83,267.44
32.47977042198181,1.375724,+0.0003E-06NADC,267.84,267.43
33.09578537940979,1.375727,+0.0099E-06NADC,267.84,267.42
33.714215993881226,1.375718,+0.0002E-06NADC,267.84,267.41
34.33431386947632,1.375721,+0.0001E-06NADC,267.83,267.4
35.01613521575928,1.375724,+0.0000E-06NADC,267.83,267.39
35.700650691986084,1.375724,-0.0095E-06NADC,267.83,267.38
