time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+3.40115200E+00,+1.604677E-03,284.4,274.69,284.39
0.633087158203125,+3.40114900E+00,+1.604665E-03,284.4,274.69,284.39
1.2794337272644043,+3.40115200E+00,+1.604673E-03,284.4,274.68,284.39
1.9121026992797852,+3.40114100E+00,+1.604672E-03,284.4,274.68,284.39
2.5515127182006836,+3.40113800E+00,+1.604680E-03,284.4,274.68,284.39
3.181419849395752,+3.40113800E+00,+1.604669E-03,284.4,274.68,284.39
3.811656951904297,+3.40113500E+00,+1.604666E-03,284.39,274.68,284.39
4.432359218597412,+3.40112900E+00,+1.604666E-03,284.39,274.68,284.39
5.052262783050537,+3.40112300E+00,+1.604664E-03,284.39,274.68,284.38
5.691637277603149,+3.40112300E+00,+1.604662E-03,284.39,274.68,284.38
6.311974763870239,+3.40111700E+00,+1.604662E-03,284.39,274.68,284.38
6.951242923736572,+3.40111200E+00,+1.604670E-03,284.39,274.68,284.38
7.57967209815979,+3.40111400E+00,+1.604658E-03,284.39,274.68,284.38
8.210583925247192,+3.40110900E+00,+1.604656E-03,284.39,274.67,284.38
8.830154657363892,+3.40110900E+00,+1.604655E-03,284.39,274.67,284.38
9.450413465499878,+3.40110300E+00,+1.604644E-03,284.38,274.67,284.38
10.07872486114502,+3.40110000E+00,+1.604651E-03,284.38,274.67,284.38
10.7102370262146,+3.40109400E+00,+1.604649E-03,284.38,274.67,284.37
11.337416172027588,+3.40109100E+00,+1.604658E-03,284.38,274.67,284.37
11.98035216331482,+3.40108500E+00,+1.604647E-03,284.38,274.67,284.37
12.609364986419678,+3.40109100E+00,+1.604645E-03,284.38,274.67,284.37
13.230167388916016,+3.40108500E+00,+1.604643E-03,284.38,274.67,284.37
13.849835634231567,+3.40108000E+00,+1.604632E-03,284.38,274.67,284.37
14.479373931884766,+3.40106800E+00,+1.604640E-03,284.38,274.66,284.37
15.109261512756348,+3.40107400E+00,+1.604639E-03,284.38,274.66,284.37
15.729841947555542,+3.40106500E+00,+1.604637E-03,284.38,274.66,284.37
16.349254369735718,+3.40106500E+00,+1.604642E-03,284.37,274.66,284.37
16.980501651763916,+3.40106200E+00,+1.604634E-03,284.37,274.66,284.36
17.60978674888611,+3.40105300E+00,+1.604633E-03,284.37,274.66,284.36
18.232897758483887,+3.40104800E+00,+1.604629E-03,284.37,274.66,284.36
18.87716031074524,+3.40104800E+00,+1.604628E-03,284.37,274.66,284.36
19.508390426635742,+3.40105100E+00,+1.604625E-03,284.37,274.66,284.36
20.127864837646484,+3.40104500E+00,+1.604624E-03,284.37,274.66,284.36
20.74815535545349,+3.40104200E+00,+1.604623E-03,284.37,274.65,284.36
21.376270055770874,+3.40103600E+00,+1.604621E-03,284.37,274.65,284.36
22.00708270072937,+3.40103000E+00,+1.604619E-03,284.37,274.65,284.36
22.626588582992554,+3.40103000E+00,+1.604618E-03,284.36,274.65,284.35
23.275676250457764,+3.40102400E+00,+1.604617E-03,284.36,274.65,284.35
23.906511068344116,+3.40102400E+00,+1.604615E-03,284.36,274.65,284.35
24.52700161933899,+3.40101900E+00,+1.604613E-03,284.36,274.65,284.35
25.147001028060913,+3.40101300E+00,+1.604611E-03,284.36,274.65,284.35
25.77544617652893,+3.40101300E+00,+1.604610E-03,284.36,274.65,284.35
26.40669870376587,+3.40100400E+00,+1.604608E-03,284.36,274.65,284.35
27.025840759277344,+3.40100700E+00,+1.604608E-03,284.36,274.65,284.35
27.64683508872986,+3.40100400E+00,+1.604606E-03,284.36,274.64,284.35
28.275243759155273,+3.40100400E+00,+1.604605E-03,284.36,274.64,284.35
28.968876123428345,+3.40100100E+00,+1.604613E-03,284.36,274.64,284.34
29.584855556488037,+3.40098900E+00,+1.604600E-03,284.35,274.64,284.34
30.20542287826538,+3.40098700E+00,+1.604598E-03,284.35,274.64,284.34
