time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+4.36781600E+00,+2.16734E-03,299.19,259.12,299.17
2.6742141246795654,+4.36778700E+00,+2.16733E-03,299.18,259.12,299.16
5.316995143890381,+4.36776000E+00,+2.16732E-03,299.17,259.11,299.15
7.956358432769775,+4.36774000E+00,+2.16731E-03,299.16,259.1,299.14
10.58036756515503,+4.36770200E+00,+2.16730E-03,299.15,259.1,299.13
13.86218523979187,+4.36767000E+00,+2.16728E-03,299.15,259.09,299.12
16.927180528640747,+4.36764400E+00,+2.16726E-03,299.14,259.08,299.11
19.535019159317017,+4.36761800E+00,+2.16726E-03,299.13,259.08,299.1
22.138954639434814,+4.36758900E+00,+2.16723E-03,299.12,259.07,299.09
25.055954456329346,+4.36756000E+00,+2.16722E-03,299.11,259.06,299.08
27.660152912139893,+4.36753700E+00,+2.16720E-03,299.1,259.05,299.07
31.176111936569214,+4.36749900E+00,+2.16719E-03,299.09,259.05,299.06
34.239428758621216,+4.36747000E+00,+2.16719E-03,299.08,259.04,299.05
37.33099722862244,+4.36743800E+00,+2.16716E-03,299.07,259.03,299.04
39.94825291633606,+4.36742000E+00,+2.16714E-03,299.06,259.03,299.03
42.57019257545471,+4.36738800E+00,+2.16714E-03,299.05,259.02,299.03
45.23753309249878,+4.36735900E+00,+2.16713E-03,299.04,259.02,299.02
47.848631858825684,+4.36733300E+00,+2.16712E-03,299.03,259.01,299.01
50.466408491134644,+4.36730400E+00,+2.16710E-03,299.02,259.0,299.0
53.63349175453186,+4.36727800E+00,+2.16709E-03,299.01,259.0,298.99
56.24733018875122,+4.36725200E+00,+2.16709E-03,299.0,258.99,298.98
58.879271507263184,+4.36721700E+00,+2.16705E-03,298.99,258.98,298.97
61.786203384399414,+4.36719600E+00,+2.16703E-03,298.98,258.98,298.96
64.41661262512207,+4.36716400E+00,+2.16701E-03,298.97,258.97,298.95
67.03920340538025,+4.36713200E+00,+2.16702E-03,298.96,258.96,298.94
69.95371866226196,+4.36711500E+00,+2.16700E-03,298.95,258.96,298.93
72.57970666885376,+4.36707100E+00,+2.16698E-03,298.94,258.95,298.92
76.06106686592102,+4.36704800E+00,+2.16696E-03,298.93,258.94,298.91
79.13578057289124,+4.36702200E+00,+2.16696E-03,298.92,258.94,298.9
81.7426745891571,+4.36698100E+00,+2.16693E-03,298.91,258.93,298.89
85.24248051643372,+4.36695200E+00,+2.16692E-03,298.9,258.92,298.88
88.30555272102356,+4.36692300E+00,+2.16691E-03,298.9,258.92,298.87
90.93042659759521,+4.36689700E+00,+2.16690E-03,298.89,258.91,298.86
93.54391717910767,+4.36687100E+00,+2.16688E-03,298.88,258.9,298.85
96.4573769569397,+4.36683900E+00,+2.16686E-03,298.87,258.9,298.84
99.5336377620697,+4.36681200E+00,+2.16684E-03,298.86,258.89,298.84
102.14282464981079,+4.36677200E+00,+2.16683E-03,298.85,258.88,298.82
105.63952898979187,+4.36674800E+00,+2.16682E-03,298.84,258.87,298.81
108.70900678634644,+4.36671400E+00,+2.16680E-03,298.83,258.87,298.81
111.3253972530365,+4.36668700E+00,+2.16679E-03,298.82,258.86,298.79
114.83229804039001,+4.36666400E+00,+2.16677E-03,298.81,258.85,298.78
117.45136380195618,+4.36662900E+00,+2.16675E-03,298.8,258.85,298.78
120.07004308700562,+4.36660300E+00,+2.16674E-03,298.79,258.84,298.77
122.69476580619812,+4.36657100E+00,+2.16673E-03,298.78,258.83,298.76
125.35319757461548,+4.36654200E+00,+2.16671E-03,298.77,258.83,298.75
127.97647857666016,+4.36652200E+00,+2.16671E-03,298.76,258.82,298.74
130.77342772483826,+4.36649500E+00,+2.16668E-03,298.75,258.82,298.73
133.39971113204956,+4.36646600E+00,+2.16668E-03,298.74,258.81,298.72
136.11801600456238,+4.36643400E+00,+2.16667E-03,298.73,258.8,298.71
139.31221652030945,+4.36639700E+00,+2.16666E-03,298.72,258.8,298.7
141.92060685157776,+4.36636800E+00,+2.16664E-03,298.71,258.79,298.69
145.44641590118408,+4.36634100E+00,+2.16663E-03,298.7,258.78,298.68
148.1249816417694,+4.36630600E+00,+2.16661E-03,298.69,258.77,298.67
151.55006980895996,+4.36627400E+00,+2.16659E-03,298.68,258.77,298.66
154.16269755363464,+4.36624500E+00,+2.16657E-03,298.67,258.76,298.65
157.65304112434387,+4.36621600E+00,+2.16656E-03,298.66,258.75,298.64
160.2593011856079,+4.36618400E+00,+2.16654E-03,298.65,258.74,298.63
163.78511023521423,+4.36615500E+00,+2.16652E-03,298.64,258.74,298.62
166.3966999053955,+4.36612000E+00,+2.16650E-03,298.63,258.73,298.61
170.0320315361023,+4.36608500E+00,+2.16650E-03,298.62,258.72,298.6
172.64259147644043,+4.36605100E+00,+2.16648E-03,298.61,258.72,298.59
176.17652773857117,+4.36602100E+00,+2.16647E-03,298.6,258.71,298.58
179.07951498031616,+4.36599200E+00,+2.16645E-03,298.59,258.7,298.57
182.1322841644287,+4.36596300E+00,+2.16643E-03,298.58,258.7,298.56
184.735356092453,+4.36592300E+00,+2.16641E-03,298.57,258.69,298.55
188.25743341445923,+4.36589600E+00,+2.16641E-03,298.56,258.68,298.54
191.33487796783447,+4.36587000E+00,+2.16639E-03,298.55,258.67,298.53
193.93390703201294,+4.36583500E+00,+2.16637E-03,298.54,258.67,298.52
196.53915429115295,+4.36580900E+00,+2.16634E-03,298.53,258.66,298.51
199.4762463569641,+4.36578300E+00,+2.16634E-03,298.52,258.65,298.5
202.08514165878296,+4.36575700E+00,+2.16633E-03,298.52,258.65,298.49
204.6982946395874,+4.36572800E+00,+2.16632E-03,298.51,258.64,298.48
207.6401948928833,+4.36568700E+00,+2.16630E-03,298.5,258.63,298.47
210.72024846076965,+4.36566400E+00,+2.16629E-03,298.49,258.63,298.46
213.76727652549744,+4.36563500E+00,+2.16626E-03,298.48,258.62,298.46
216.38172674179077,+4.36560000E+00,+2.16626E-03,298.47,258.61,298.44
219.89415764808655,+4.36556800E+00,+2.16623E-03,298.46,258.61,298.43
222.94112157821655,+4.36553600E+00,+2.16622E-03,298.45,258.6,298.42
225.99849343299866,+4.36550700E+00,+2.16620E-03,298.44,258.59,298.41
229.0611743927002,+4.36546600E+00,+2.16618E-03,298.42,258.58,298.4
232.15166211128235,+4.36544300E+00,+2.16616E-03,298.42,258.58,298.39
234.76364493370056,+4.36542000E+00,+2.16616E-03,298.41,258.57,298.39
237.39111757278442,+4.36538500E+00,+2.16615E-03,298.4,258.57,298.38
240.0110342502594,+4.36535300E+00,+2.16613E-03,298.38,258.56,298.37
243.33691382408142,+4.36532100E+00,+2.16612E-03,298.37,258.55,298.36
246.40718746185303,+4.36530000E+00,+2.16611E-03,298.36,258.55,298.35
249.0334610939026,+4.36526000E+00,+2.16608E-03,298.35,258.54,298.33
252.53364872932434,+4.36522500E+00,+2.16606E-03,298.34,258.53,298.32
255.59581804275513,+4.36519300E+00,+2.16605E-03,298.33,258.52,298.31
258.6400525569916,+4.36516400E+00,+2.16603E-03,298.32,258.52,298.3
261.69853138923645,+4.36513200E+00,+2.16603E-03,298.31,258.51,298.29
264.758145570755,+4.36510000E+00,+2.16600E-03,298.3,258.5,298.28
267.8242130279541,+4.36507600E+00,+2.16599E-03,298.29,258.5,298.27
270.44648146629333,+4.36504400E+00,+2.16597E-03,298.29,258.49,298.27
273.0586471557617,+4.36501500E+00,+2.16597E-03,298.28,258.48,298.26
275.9787554740906,+4.36498600E+00,+2.16595E-03,298.27,258.48,298.25
279.0495238304138,+4.36495700E+00,+2.16593E-03,298.26,258.47,298.24
281.6646513938904,+4.36492800E+00,+2.16592E-03,298.25,258.46,298.23
284.27748131752014,+4.36490800E+00,+2.16590E-03,298.24,258.46,298.22
287.208824634552,+4.36486400E+00,+2.16589E-03,298.23,258.45,298.21
290.26933908462524,+4.36484100E+00,+2.16588E-03,298.22,258.44,298.2
292.89112424850464,+4.36481200E+00,+2.16586E-03,298.21,258.44,298.19
295.5014855861664,+4.36478800E+00,+2.16584E-03,298.2,258.43,298.18
298.1293635368347,+4.36475100E+00,+2.16583E-03,298.19,258.43,298.17
300.809228181839,+4.36472500E+00,+2.16583E-03,298.18,258.42,298.16
303.53280997276306,+4.36469300E+00,+2.16579E-03,298.17,258.41,298.15
306.5795829296112,+4.36466300E+00,+2.16578E-03,298.16,258.4,298.14
309.7368757724762,+4.36462900E+00,+2.16577E-03,298.15,258.4,298.13
312.6967945098877,+4.36459700E+00,+2.16575E-03,298.14,258.39,298.12
315.7579884529114,+4.36456200E+00,+2.16575E-03,298.13,258.38,298.11
318.81894850730896,+4.36453800E+00,+2.16570E-03,298.12,258.38,298.1
321.8801369667053,+4.36450600E+00,+2.16571E-03,298.11,258.37,298.09
324.9644396305084,+4.36446000E+00,+2.16571E-03,298.1,258.36,298.08
327.58665347099304,+4.36444500E+00,+2.16568E-03,298.1,258.36,298.08
330.2056438922882,+4.36441300E+00,+2.16567E-03,298.09,258.35,298.07
332.8230311870575,+4.36438700E+00,+2.16565E-03,298.08,258.34,298.06
335.4329447746277,+4.36435800E+00,+2.16563E-03,298.07,258.34,298.05
338.19999289512634,+4.36433200E+00,+2.16561E-03,298.06,258.33,298.04
341.25547337532043,+4.36429400E+00,+2.16562E-03,298.05,258.32,298.03
344.32187938690186,+4.36426500E+00,+2.16560E-03,298.04,258.32,298.02
346.92916083335876,+4.36424500E+00,+2.16558E-03,298.03,258.31,298.01
349.5301215648651,+4.36421000E+00,+2.16556E-03,298.02,258.31,298.0
352.14140152931213,+4.36418400E+00,+2.16555E-03,298.02,258.3,297.99
354.7523956298828,+4.36415500E+00,+2.16554E-03,298.01,258.29,297.98
357.5654311180115,+4.36412500E+00,+2.16552E-03,298.0,258.29,297.98
360.1726019382477,+4.36409100E+00,+2.16549E-03,297.99,258.28,297.96
363.6854841709137,+4.36406100E+00,+2.16548E-03,297.98,258.27,297.96
366.28673028945923,+4.36403200E+00,+2.16549E-03,297.97,258.27,297.95
368.88947439193726,+4.36400900E+00,+2.16546E-03,297.96,258.26,297.94
371.4935345649719,+4.36396800E+00,+2.16544E-03,297.95,258.25,297.93
374.9226040840149,+4.36394500E+00,+2.16541E-03,297.94,258.25,297.92
377.55556869506836,+4.36390200E+00,+2.16541E-03,297.93,258.24,297.91
381.05281710624695,+4.36387200E+00,+2.16538E-03,297.92,258.23,297.9
384.1104748249054,+4.36384000E+00,+2.16537E-03,297.91,258.22,297.89
387.1712110042572,+4.36380900E+00,+2.16536E-03,297.9,258.22,297.88
389.7809269428253,+4.36378500E+00,+2.16535E-03,297.89,258.21,297.87
392.402446269989,+4.36375300E+00,+2.16532E-03,297.88,258.21,297.86
395.3268983364105,+4.36372700E+00,+2.16532E-03,297.87,258.2,297.85
397.93874621391296,+4.36368100E+00,+2.16529E-03,297.86,258.19,297.84
401.446896314621,+4.36366300E+00,+2.16529E-03,297.85,258.19,297.83
404.0627233982086,+4.36363100E+00,+2.16527E-03,297.84,258.18,297.82
406.67713689804077,+4.36359900E+00,+2.16526E-03,297.83,258.17,297.81
409.5938882827759,+4.36356400E+00,+2.16525E-03,297.82,258.17,297.8
412.6509621143341,+4.36352900E+00,+2.16523E-03,297.81,258.16,297.79
415.725129365921,+4.36350600E+00,+2.16522E-03,297.8,258.15,297.78
