time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+3.40096300E+00,+1.604587E-03,284.35,274.63,284.34
0.6324131488800049,+3.40095700E+00,+1.604586E-03,284.35,274.63,284.34
1.252096176147461,+3.40096000E+00,+1.604585E-03,284.34,274.63,284.34
1.8723232746124268,+3.40095700E+00,+1.604583E-03,284.34,274.63,284.34
2.500891923904419,+3.40095500E+00,+1.604580E-03,284.34,274.63,284.33
3.132507562637329,+3.40094900E+00,+1.604580E-03,284.34,274.63,284.33
3.7519617080688477,+3.40094600E+00,+1.604579E-03,284.34,274.63,284.33
4.372726678848267,+3.40093400E+00,+1.604577E-03,284.34,274.63,284.33
4.999765157699585,+3.40093100E+00,+1.604574E-03,284.34,274.63,284.33
5.632030963897705,+3.40092800E+00,+1.604574E-03,284.34,274.62,284.33
6.251603841781616,+3.40092800E+00,+1.604570E-03,284.34,274.62,284.33
6.872622489929199,+3.40092500E+00,+1.604579E-03,284.34,274.62,284.33
7.523312568664551,+3.40092500E+00,+1.604567E-03,284.34,274.62,284.33
8.172458171844482,+3.40092000E+00,+1.604567E-03,284.33,274.62,284.33
8.803322076797485,+3.40092000E+00,+1.604565E-03,284.33,274.62,284.32
9.433489561080933,+3.40091400E+00,+1.604563E-03,284.33,274.62,284.32
10.051349401473999,+3.40090800E+00,+1.604560E-03,284.33,274.62,284.32
10.672403812408447,+3.40090200E+00,+1.604559E-03,284.33,274.62,284.32
11.302071571350098,+3.40090500E+00,+1.604559E-03,284.33,274.62,284.32
11.932248592376709,+3.40089900E+00,+1.604555E-03,284.33,274.62,284.32
12.552161931991577,+3.40089600E+00,+1.604556E-03,284.33,274.61,284.32
13.201201915740967,+3.40089100E+00,+1.604554E-03,284.33,274.61,284.32
13.83184027671814,+3.40089100E+00,+1.604551E-03,284.33,274.61,284.32
14.552903890609741,+3.40087600E+00,+1.604550E-03,284.32,274.61,284.31
15.173968315124512,+3.40088500E+00,+1.604549E-03,284.32,274.61,284.31
15.802680969238281,+3.40088200E+00,+1.604546E-03,284.32,274.61,284.31
16.4333713054657,+3.40087600E+00,+1.604546E-03,284.32,274.61,284.31
17.054056406021118,+3.40087300E+00,+1.604544E-03,284.32,274.61,284.31
17.67279887199402,+3.40086400E+00,+1.604542E-03,284.32,274.61,284.31
18.305417776107788,+3.40086400E+00,+1.604540E-03,284.32,274.61,284.31
18.93716812133789,+3.40086100E+00,+1.604539E-03,284.32,274.6,284.31
19.564734935760498,+3.40086100E+00,+1.604529E-03,284.32,274.6,284.31
20.220460653305054,+3.40085300E+00,+1.604536E-03,284.32,274.6,284.31
20.861042261123657,+3.40085300E+00,+1.604533E-03,284.32,274.6,284.3
21.509681940078735,+3.40085000E+00,+1.604531E-03,284.31,274.6,284.3
22.140873670578003,+3.40084400E+00,+1.604531E-03,284.31,274.6,284.3
