time [s],voltage [V],current [...],temperature_A [K],temperature_B [K],setpoint [K]
0.0,"+4.34768700E-02
",+14.3984E-06,210.0,217.14,210.0
0.48868846893310547,"+4.34760900E-02
",+14.3887E-06,210.0,217.14,210.0
0.9871211051940918,"+4.34761200E-02
",+14.3938E-06,210.0,217.14,210.0
1.4671037197113037,"+4.34761200E-02
",+14.3933E-06,210.0,217.14,210.0
1.9672091007232666,"+4.34756200E-02
",+14.3932E-06,210.0,217.14,210.0
2.4667959213256836,"+4.34751900E-02
",+14.3931E-06,210.0,217.14,210.0
2.9662985801696777,"+4.34751000E-02
",+14.3930E-06,210.0,217.14,210.0
3.4672226905822754,"+4.34743200E-02
",+14.3930E-06,210.0,217.14,210.0
3.9662346839904785,"+4.34742000E-02
",+14.3927E-06,210.0,217.14,210.0
4.466855049133301,"+4.34745500E-02
",+14.3928E-06,210.0,217.14,210.0
4.96521782875061,"+4.34739100E-02
",+14.3927E-06,210.0,217.14,210.0
5.46620774269104,"+4.34736500E-02
",+14.3926E-06,210.0,217.14,210.0
5.965852737426758,"+4.34730700E-02
",+14.3923E-06,210.0,217.14,210.0
6.468719720840454,"+4.34726600E-02
",+14.3924E-06,210.0,217.14,210.0
6.965216875076294,"+4.34727500E-02
",+14.3922E-06,210.0,217.14,210.0
7.46522068977356,"+4.34724000E-02
",+14.3923E-06,210.0,217.14,210.0
7.96500301361084,"+4.34722800E-02
",+14.3924E-06,210.0,217.14,210.0
8.465169668197632,"+4.34722500E-02
",+14.3924E-06,210.0,217.14,210.0
8.964185237884521,"+4.34715300E-02
",+14.3921E-06,210.0,217.14,210.0
9.463878631591797,"+4.34714100E-02
",+14.3921E-06,210.0,217.14,210.0
9.964706420898438,"+4.34714400E-02
",+14.3920E-06,210.0,217.14,210.0
10.464282751083374,"+4.34715800E-02
",+14.3921E-06,210.0,217.14,210.0
10.963937997817993,"+4.34715000E-02
",+14.3921E-06,210.0,217.14,210.0
11.46393632888794,"+4.34712400E-02
",+14.3920E-06,210.0,217.14,210.0
11.968115091323853,"+4.34713800E-02
",+14.3920E-06,210.0,217.14,210.0
12.463835000991821,"+4.34708600E-02
",+14.3917E-06,210.0,217.14,210.0
12.963676452636719,"+4.34708000E-02
",+14.3918E-06,210.0,217.14,210.0
13.463250875473022,"+4.34703600E-02
",+14.3918E-06,210.0,217.14,210.0
13.963037967681885,"+4.34706800E-02
",+14.3917E-06,210.0,217.14,210.0
14.462719678878784,"+4.34703300E-02
",+14.3917E-06,210.0,217.14,210.0
15.001410007476807,"+4.34703300E-02
",+14.3917E-06,210.0,217.14,210.0
15.500977039337158,"+4.34703900E-02
",+14.3870E-06,210.0,217.14,210.0
15.981140375137329,"+4.34697200E-02
",+14.3963E-06,210.0,217.14,210.0
16.48104500770569,"+4.34696100E-02
",+14.3871E-06,210.0,217.14,210.0
16.980907440185547,"+4.34696900E-02
",+14.3962E-06,210.0,217.14,210.0
17.481040239334106,"+4.34691400E-02
",+14.3871E-06,210.0,217.14,210.0
17.98071789741516,"+4.34694000E-02
",+14.3916E-06,210.0,217.14,210.0
