time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,+9.33578500E-0,+0.441555E-03,285.55,240.91,295.0
0.5755975246429443,+9.39566900E-0,+0.444373E-03,285.77,241.0,295.0
1.1479997634887695,+9.45519300E-0,+0.447162E-03,285.99,241.1,295.0
1.727802038192749,+9.51425100E-0,+0.449948E-03,286.21,241.2,295.0
2.30763840675354,+9.57284700E-0,+0.452702E-03,286.43,241.3,295.0
2.8872737884521484,+9.63092800E-0,+0.455434E-03,286.61,241.38,295.0
3.4773731231689453,+9.68925000E-0,+0.458146E-03,286.83,241.48,295.0
4.046234130859375,+9.74586100E-0,+0.460842E-03,287.04,241.57,295.0
4.626607656478882,+9.80259500E-0,+0.463499E-03,287.26,241.67,295.0
5.206945180892944,+9.85882600E-0,+0.466139E-03,287.47,241.77,295.0
5.786429166793823,+9.98502100E-0,+0.472068E-03,287.93,241.98,295.0
7.1197285652160645,+1.00397530E+0,+0.474628E-03,288.15,242.08,295.0
7.702398061752319,+1.00953750E+0,+0.477254E-03,288.36,242.18,295.0
8.286623239517212,+1.01489330E+0,+0.479767E-03,288.53,242.26,295.0
8.86457872390747,+1.02019830E+0,+0.482255E-03,288.74,242.35,295.0
9.4450523853302,+1.02543650E+0,+0.484729E-03,288.95,242.45,295.0
10.024144887924194,+1.03063160E+0,+0.487160E-03,289.16,242.55,295.0
10.604316711425781,+1.03582440E+0,+0.489575E-03,289.36,242.65,295.0
11.18515157699585,+1.04085980E+0,+0.491963E-03,289.54,242.73,295.0
11.763923406600952,+1.04589000E+0,+0.494327E-03,289.74,242.83,295.0
12.344189643859863,+1.05087710E+0,+0.496656E-03,289.95,242.92,295.0
12.924632549285889,+1.05580630E+0,+0.498979E-03,290.15,243.02,295.0
13.508508682250977,+1.06068150E+0,+0.501267E-03,290.35,243.12,295.0
14.086071729660034,+1.06533550E+0,+0.503452E-03,290.52,243.2,295.0
14.643845796585083,+1.07010300E+0,+0.505699E-03,290.72,243.3,295.0
15.223867893218994,+1.07481600E+0,+0.507904E-03,290.92,243.39,295.0
15.811517715454102,+1.08675710E+0,+0.513516E-03,291.42,243.63,295.0
17.302788019180298,+1.09468910E+0,+0.517220E-03,291.75,243.79,295.0
18.32298731803894,+1.10244140E+0,+0.520865E-03,292.07,243.95,295.0
19.342852115631104,+1.10675820E+0,+0.522887E-03,292.27,244.05,295.0
19.92196559906006,+1.11103380E+0,+0.524901E-03,292.46,244.15,295.0
20.502216815948486,+1.11525520E+0,+0.526882E-03,292.65,244.24,295.0
21.08730411529541,+1.11942080E+0,+0.528839E-03,292.81,244.32,295.0
21.661524295806885,+1.12353600E+0,+0.530768E-03,293.01,244.41,295.0
22.242003679275513,+1.12759220E+0,+0.532684E-03,293.2,244.51,295.0
22.821697473526,+1.13160650E+0,+0.534554E-03,293.39,244.6,295.0
23.4009211063385,+1.13555370E+0,+0.536408E-03,293.58,244.7,295.0
23.985658645629883,+1.14540770E+0,+0.541034E-03,294.02,244.91,295.0
25.46095061302185,+1.15201550E+0,+0.544122E-03,294.36,245.08,295.0
26.486408233642578,+1.15843950E+0,+0.547137E-03,294.67,245.24,295.0
27.507739782333374,+1.16469550E+0,+0.550120E-03,294.98,245.39,295.0
28.543143033981323,+1.16830690E+0,+0.551763E-03,295.16,245.48,295.0
29.119813442230225,+1.17162190E+0,+0.553321E-03,295.34,245.57,295.0
29.687665224075317,+1.17501130E+0,+0.554910E-03,295.49,245.64,295.0
30.263806343078613,+1.17834980E+0,+0.556484E-03,295.67,245.73,295.0
30.83953046798706,+1.18152660E+0,+0.557963E-03,295.86,245.82,295.0
31.40178871154785,+1.18476500E+0,+0.559485E-03,296.03,245.91,295.0
31.985360145568848,+1.18796300E+0,+0.560980E-03,296.18,245.99,295.0
32.55868744850159,+1.19100420E+0,+0.562407E-03,296.36,246.07,295.0
33.119925022125244,+1.19400410E+0,+0.563812E-03,296.54,246.16,295.0
33.68576765060425,+1.19705840E+0,+0.565247E-03,296.68,246.23,295.0
34.2593150138855,+1.20094200E+0,+0.567045E-03,296.91,246.35,295.0
34.99807262420654,+1.20409200E+0,+0.568526E-03,297.08,246.44,295.0
35.618810415267944,+1.20718900E+0,+0.569996E-03,297.25,246.52,295.0
36.237927198410034,+1.21026500E+0,+0.571424E-03,297.41,246.61,295.0
36.858065605163574,+1.21328100E+0,+0.572839E-03,297.6,246.71,295.0
37.48668956756592,+1.21634900E+0,+0.574278E-03,297.76,246.79,295.0
38.118213176727295,+1.21927400E+0,+0.575645E-03,297.91,246.88,295.0
38.741955280303955,+1.22225800E+0,+0.577053E-03,298.07,246.97,295.0
39.40880036354065,+1.22529400E+0,+0.578559E-03,298.3,247.14,295.0
40.60111689567566,+1.23061000E+0,+0.580966E-03,298.47,247.22,295.0
41.216763973236084,+1.23335200E+0,+0.582258E-03,298.59,247.3,295.0
41.83740782737732,+1.23603000E+0,+0.583516E-03,298.71,247.38,295.0
42.45844292640686,+1.23868500E+0,+0.584761E-03,298.83,247.47,295.0
43.08611702919006,+1.24138700E+0,+0.586032E-03,298.93,247.55,295.0
43.717100858688354,+1.24397800E+0,+0.587236E-03,299.02,247.62,295.0
44.34301257133484,+1.24660900E+0,+0.588479E-03,299.11,247.71,295.0
44.987473011016846,+1.24920300E+0,+0.589695E-03,299.19,247.79,295.0
45.61750364303589,+1.25166600E+0,+0.590864E-03,299.25,247.94,295.0
46.23669481277466,+1.25410300E+0,+0.591995E-03,299.31,247.97,295.0
46.856539487838745,+1.25649100E+0,+0.593115E-03,299.36,248.03,295.0
47.48557257652283,+1.25891300E+0,+0.594249E-03,299.41,248.09,295.0
48.11612272262573,+1.26121900E+0,+0.595318E-03,299.44,248.15,295.0
48.736863136291504,+1.26347600E+0,+0.596388E-03,299.46,248.21,295.0
49.35632061958313,+1.26569400E+0,+0.597426E-03,299.48,248.29,295.0
49.9826078414917,+1.26793100E+0,+0.598477E-03,299.49,248.35,295.0
50.61547827720642,+1.27005900E+0,+0.599480E-03,299.49,248.41,295.0
51.234925985336304,+1.27214100E+0,+0.600442E-03,299.48,248.47,295.0
51.85484576225281,+1.27417400E+0,+0.601456E-03,299.47,248.54,295.0
52.516674757003784,+1.27629400E+0,+0.602371E-03,299.44,248.59,295.0
53.13532018661499,+1.27821900E+0,+0.603288E-03,299.41,248.65,295.0
53.753968715667725,+1.28012400E+0,+0.604173E-03,299.37,248.71,295.0
54.38295578956604,+1.28202600E+0,+0.605067E-03,299.32,248.76,295.0
