time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,1.362475,-0.0002E-06NADC,263.59,265
0.618635892868042,1.362501,-0.0002E-06NADC,263.59,260
1.2393333911895752,1.362524,-0.0002E-06NADC,263.58,260
1.8603110313415527,1.362548,+0.0090E-06NADC,263.57,260
2.4807069301605225,1.362568,-0.0002E-06NADC,263.56,260
3.1008660793304443,1.362603,-0.0001E-06NADC,263.56,260
3.7224440574645996,1.362623,-0.0001E-06NADC,263.55,260
4.343397378921509,1.362641,-0.0001E-06NADC,263.54,260
4.963778734207153,1.36267,-0.0096E-06NADC,263.54,260
5.584662914276123,1.362696,-0.0002E-06NADC,263.53,260
6.204140663146973,1.362711,-0.0003E-06NADC,263.52,260
6.825843811035156,1.362734,-0.0002E-06NADC,263.52,260
7.446564674377441,1.36276,+0.0005E-06NADC,263.51,260
8.067073583602905,1.362783,+0.0062E-06NADC,263.51,260
8.687216758728027,1.362809,-0.0000E-06NADC,263.5,260
9.328156471252441,1.362836,+0.0007E-06NADC,263.5,260
9.948436260223389,1.36285,-0.0061E-06NADC,263.49,260
10.567527532577515,1.362876,-0.0023E-06NADC,263.49,260
11.189396381378174,1.362902,-0.0001E-06NADC,263.49,260
11.83049750328064,1.362914,+0.0000E-06NADC,263.48,260
12.45143985748291,1.362943,+0.0093E-06NADC,263.48,260
13.070420742034912,1.362966,+0.0017E-06NADC,263.47,260
13.69045877456665,1.362981,+0.0003E-06NADC,263.47,260
14.331815958023071,1.363007,-0.0005E-06NADC,263.47,260
14.953059911727905,1.363033,-0.0089E-06NADC,263.46,260
15.572768688201904,1.363054,-0.0005E-06NADC,263.46,260
16.20279335975647,1.363077,-0.0000E-06NADC,263.45,260
16.81374979019165,1.363094,-0.0000E-06NADC,263.45,260
17.41391682624817,1.363121,-0.0005E-06NADC,263.45,260
18.034623384475708,1.363135,-0.0000E-06NADC,263.44,260
18.655702114105225,1.363158,+0.0086E-06NADC,263.44,260
19.275081872940063,1.363179,+0.0001E-06NADC,263.44,260
19.901739597320557,1.363199,+0.0001E-06NADC,263.43,260
20.515267848968506,1.363217,-0.1202E-06NADC,263.43,260
21.134390115737915,1.363243,+0.0000E-06NADC,263.42,260
21.755863189697266,1.36326,-0.0086E-06NADC,263.42,260
22.376322031021118,1.36328,-0.0002E-06NADC,263.41,260
23.001097440719604,1.363301,+0.0000E-06NADC,263.41,260
23.616623878479004,1.363318,-0.0000E-06NADC,263.41,260
24.23766040802002,1.363342,-0.0002E-06NADC,263.4,260
24.8576602935791,1.363356,+0.0083E-06NADC,263.4,260
25.477317094802856,1.363379,+0.0003E-06NADC,263.39,260
26.101569414138794,1.363394,+0.0002E-06NADC,263.39,260
26.717381715774536,1.363417,+0.0001E-06NADC,263.38,260
27.337726831436157,1.363464,+0.0002E-06NADC,263.37,260
28.701784133911133,1.363478,+0.0001E-06NADC,263.36,260
29.301718950271606,1.363496,-0.0000E-06NADC,263.35,260
29.919411659240723,1.36351,+0.0001E-06NADC,263.35,260
30.538930416107178,1.363533,-0.0001E-06NADC,263.34,260
31.159857273101807,1.363557,+0.0107E-06NADC,263.33,260
31.80105495452881,1.363571,-0.0006E-06NADC,263.32,260
32.42036461830139,1.363592,-0.0000E-06NADC,263.32,260
33.04061150550842,1.363609,-0.0001E-06NADC,263.31,260
33.65986895561218,1.363629,+0.0073E-06NADC,263.3,260
34.28069996833801,1.363644,+0.0026E-06NADC,263.29,260
34.9017448425293,1.363661,-0.0001E-06NADC,263.28,260
35.52121543884277,1.363682,-0.0001E-06NADC,263.27,260
36.14199376106262,1.363702,-0.0001E-06NADC,263.26,260
36.762540340423584,1.363717,-0.0083E-06NADC,263.25,260
37.38167715072632,1.363737,-0.0008E-06NADC,263.24,260
38.00319981575012,1.363752,-0.0000E-06NADC,263.23,260
38.62427854537964,1.363769,-0.0003E-06NADC,263.21,260
39.243287563323975,1.363784,-0.0000E-06NADC,263.2,260
39.8639018535614,1.363807,+0.0077E-06NADC,263.19,260
40.48366904258728,1.363821,+0.0000E-06NADC,263.18,260
41.104979038238525,1.363836,-0.0014E-06NADC,263.16,260
41.72379755973816,1.363862,-0.0002E-06NADC,263.15,260
42.34414601325989,1.363871,+0.0001E-06NADC,263.13,260
42.96538853645325,1.363891,-0.0090E-06NADC,263.12,260
43.585044860839844,1.363909,+0.0001E-06NADC,263.1,260
44.205705881118774,1.363926,+0.0009E-06NADC,263.09,260
44.82694411277771,1.363941,+0.0002E-06NADC,263.07,260
45.446306467056274,1.363961,+0.0101E-06NADC,263.06,260
46.08548545837402,1.363976,+0.0001E-06NADC,263.04,260
46.70594382286072,1.363987,-0.0004E-06NADC,263.02,260
47.326356172561646,1.364007,+0.0005E-06NADC,263.01,260
47.94699954986572,1.364025,+0.0008E-06NADC,262.99,260
48.56771993637085,1.364034,-0.0092E-06NADC,262.98,260
49.187769174575806,1.364057,-0.0005E-06NADC,262.96,260
49.8284547328949,1.364069,-0.0005E-06NADC,262.94,260
50.44770836830139,1.364086,-0.0000E-06NADC,262.92,260
51.06890535354614,1.364101,+0.0090E-06NADC,262.9,260
51.68827795982361,1.364118,-0.0000E-06NADC,262.88,260
52.329882860183716,1.364135,-0.0000E-06NADC,262.87,260
52.94998049736023,1.364156,+0.0001E-06NADC,262.85,260
53.56921076774597,1.364165,-0.0093E-06NADC,262.83,260
54.189640045166016,1.364182,-0.0000E-06NADC,262.81,260
54.830313205718994,1.364202,-0.0000E-06NADC,262.79,260
55.45125365257263,1.364217,-0.0000E-06NADC,262.77,260
