time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+1.05270000E-03,-2.19152E-03,299.64,294.99,300.0
2.5219838619232178,+1.03840000E-03,-2.19152E-03,299.64,295.0,300.0
5.014662504196167,+1.07520000E-03,-2.19151E-03,299.64,294.99,300.0
7.48243260383606,+1.06206000E-03,-2.19151E-03,299.65,294.98,300.0
9.96784257888794,+1.06538000E-03,-2.19148E-03,299.65,294.97,300.0
12.465596675872803,+1.06747000E-03,-2.19150E-03,299.65,294.95,300.0
14.952028751373291,+1.07078000E-03,-2.19149E-03,299.65,294.94,300.0
17.430790185928345,+1.07311000E-03,-2.19147E-03,299.66,294.95,300.0
19.898446798324585,+1.03639000E-03,-2.19148E-03,299.66,294.95,300.0
22.371556997299194,+1.04756000E-03,-2.19147E-03,299.66,294.94,300.0
24.831953287124634,+1.05468000E-03,-2.19146E-03,299.67,294.95,300.0
27.301136255264282,+1.04950000E-03,-2.19146E-03,299.67,294.96,300.0
29.803211212158203,+1.28183000E-03,-2.19145E-03,299.67,294.97,300.0
32.28345584869385,+6.15290000E-04,-2.19139E-03,299.68,294.99,300.0
34.75911998748779,+9.91890000E-04,-2.19139E-03,299.68,294.99,300.0
37.24226212501526,+1.03171000E-03,-2.19139E-03,299.68,294.99,300.0
39.71796751022339,+1.00773000E-03,-2.19138E-03,299.68,295.0,300.0
42.218692779541016,+1.06686000E-03,-2.19138E-03,299.69,295.0,300.0
44.715094804763794,+1.05817000E-03,-2.19139E-03,299.69,295.0,300.0
47.19489502906799,+1.06692000E-03,-2.19136E-03,299.69,295.0,300.0
49.695969581604004,+1.06387000E-03,-2.19139E-03,299.7,295.0,300.0
52.19661211967468,+1.07189000E-03,-2.19137E-03,299.7,295.01,300.0
54.68232226371765,+1.06561000E-03,-2.19137E-03,299.7,295.0,300.0
57.168025970458984,+1.06988000E-03,-2.19136E-03,299.71,294.94,300.0
59.62725043296814,+1.07567000E-03,-2.19135E-03,299.71,295.21,300.0
