time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,1.360468,+0.0000E-06NADC,239.87,235
0.6189694404602051,1.360707,+0.0000E-06NADC,239.88,230
4.458616018295288,1.360736,-0.0088E-06NADC,239.88,230
5.07890772819519,1.360771,-0.0000E-06NADC,239.88,230
5.701634407043457,1.360809,+0.0000E-06NADC,239.89,230
6.319504499435425,1.360838,-0.0000E-06NADC,239.89,230
6.9391090869903564,1.36087,+0.0000E-06NADC,239.89,230
7.559538841247559,1.36091,+0.0090E-06NADC,239.89,230
8.178756952285767,1.360945,+0.0008E-06NADC,239.9,230
8.800975799560547,1.360977,+0.0001E-06NADC,239.9,230
9.419044494628906,1.361012,-0.0000E-06NADC,239.9,230
10.038774490356445,1.361041,-0.0001E-06NADC,239.9,230
10.659317255020142,1.361076,-0.0084E-06NADC,239.9,230
11.279276371002197,1.361105,-0.0011E-06NADC,239.9,230
11.901514768600464,1.36114,-0.0000E-06NADC,239.91,230
12.520019054412842,1.361175,-0.0000E-06NADC,239.9,230
13.1399986743927,1.361204,+0.0000E-06NADC,239.9,230
13.760436773300171,1.361233,+0.0074E-06NADC,239.9,230
14.379363536834717,1.361271,+0.0023E-06NADC,239.9,230
15.000983953475952,1.361294,+0.0004E-06NADC,239.9,230
15.62022089958191,1.361326,+0.0008E-06NADC,239.89,230
16.239778757095337,1.361358,+0.0001E-06NADC,239.89,230
16.859574556350708,1.361382,-0.0048E-06NADC,239.88,230
17.479981899261475,1.361414,-0.0045E-06NADC,239.87,230
18.10212540626526,1.361437,-0.0000E-06NADC,239.86,230
18.72107982635498,1.361472,-0.0000E-06NADC,239.85,230
19.34168553352356,1.361501,-0.0000E-06NADC,239.84,230
19.961626768112183,1.361527,+0.0015E-06NADC,239.83,230
20.580326318740845,1.361556,+0.0088E-06NADC,239.82,230
21.200477361679077,1.361591,+0.0000E-06NADC,239.8,230
21.841389894485474,1.361611,+0.0001E-06NADC,239.79,230
22.461017370224,1.36164,-0.0000E-06NADC,239.77,230
23.08164119720459,1.361669,-0.0091E-06NADC,239.75,230
23.70142960548401,1.36169,+0.0000E-06NADC,239.73,230
24.322184801101685,1.361722,+0.0000E-06NADC,239.71,230
24.94149422645569,1.361748,-0.0001E-06NADC,239.69,230
25.561695098876953,1.361768,+0.0000E-06NADC,239.67,230
26.181628942489624,1.3618,+0.0091E-06NADC,239.65,230
26.80082130432129,1.361827,+0.0002E-06NADC,239.62,230
27.42122745513916,1.361853,+0.0000E-06NADC,239.6,230
28.041447639465332,1.361879,+0.0001E-06NADC,239.57,230
28.661661624908447,1.361905,+0.0003E-06NADC,239.54,230
29.28111505508423,1.361922,-0.0090E-06NADC,239.51,230
29.900638103485107,1.361949,+0.0000E-06NADC,239.48,230
