time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,1.375285,+0.0002E-06NADC,270.35,270.33
32.32932376861572,1.375285,+0.0002E-06NADC,270.34,270.32
32.9295380115509,1.375288,+0.0002E-06NADC,270.33,270.31
33.52869462966919,1.37529,-0.0093E-06NADC,270.33,270.3
34.148871183395386,1.375293,+0.0001E-06NADC,270.32,270.29
34.768107652664185,1.375293,+0.0001E-06NADC,270.31,270.28
35.38856601715088,1.375293,+0.0002E-06NADC,270.3,270.27
36.008533000946045,1.37529,+0.0001E-06NADC,270.3,270.26
36.627657413482666,1.375293,+0.0094E-06NADC,270.29,270.25
37.246771812438965,1.375299,+0.0003E-06NADC,270.28,270.24
37.86810827255249,1.375299,+0.0002E-06NADC,270.28,270.23
38.48810362815857,1.375299,+0.0003E-06NADC,270.27,270.22
39.1077356338501,1.375299,+0.0003E-06NADC,270.26,270.21
39.726603269577026,1.375305,-0.0091E-06NADC,270.25,270.2
40.34623432159424,1.375305,-0.0001E-06NADC,270.25,270.19
40.967252254486084,1.375305,+0.0000E-06NADC,270.24,270.18
41.58723831176758,1.375311,+0.0008E-06NADC,270.23,270.16
42.20626139640808,1.375308,+0.0005E-06NADC,270.23,270.15
42.82646465301514,1.375308,+0.0089E-06NADC,270.22,270.14
43.44563055038452,1.375314,+0.0027E-06NADC,270.21,270.13
44.06510400772095,1.375305,+0.0004E-06NADC,270.21,270.12
44.68632674217224,1.375311,+0.0006E-06NADC,270.2,270.11
45.306007385253906,1.375317,+0.0004E-06NADC,270.19,270.1
45.92573618888855,1.37532,-0.0022E-06NADC,270.18,270.09
46.54535436630249,1.37532,+0.0002E-06NADC,270.18,270.07
47.62615132331848,1.375325,+0.0001E-06NADC,270.16,270.06
48.645673513412476,1.375325,+0.0099E-06NADC,270.15,270.05
49.26498198509216,1.375328,+0.0002E-06NADC,270.14,270.04
49.88448214530945,1.375325,+0.0002E-06NADC,270.14,270.03
50.5046226978302,1.375325,+0.0001E-06NADC,270.13,270.02
51.12457036972046,1.375325,+0.0002E-06NADC,270.12,270.01
51.74502468109131,1.375331,-0.0091E-06NADC,270.11,270.0
52.364157915115356,1.375325,+0.0000E-06NADC,270.1,269.99
52.98499393463135,1.375325,+0.0002E-06NADC,270.1,269.97
53.60403895378113,1.375328,+0.0001E-06NADC,270.09,269.96
54.22383379936218,1.375334,+0.0003E-06NADC,270.08,269.95
54.84361934661865,1.375334,+0.0098E-06NADC,270.07,269.94
55.46292567253113,1.375337,+0.0002E-06NADC,270.06,269.93
56.08314847946167,1.375337,+0.0001E-06NADC,270.05,269.92
56.70264434814453,1.375343,+0.0001E-06NADC,270.04,269.91
57.32236361503601,1.37534,+0.0004E-06NADC,270.03,269.9
57.94238066673279,1.375337,-0.0096E-06NADC,270.02,269.89
58.56202721595764,1.375343,+0.0036E-06NADC,270.01,269.88
59.18094253540039,1.375337,+0.0005E-06NADC,270.0,269.87
59.82186317443848,1.37534,+0.0019E-06NADC,269.99,269.86
60.44066786766052,1.375352,-0.0016E-06NADC,269.98,269.85
61.040414571762085,1.375349,+0.0105E-06NADC,269.97,269.84
61.659762144088745,1.375352,+0.0105E-06NADC,269.96,269.83
62.25942921638489,1.375354,+0.0087E-06NADC,269.95,269.82
62.859219551086426,1.375357,+0.0116E-06NADC,269.94,269.81
63.4579815864563,1.375352,-0.0003E-06NADC,269.93,269.8
64.08003854751587,1.375357,+0.0002E-06NADC,269.92,269.79
64.70007371902466,1.37536,+0.0020E-06NADC,269.91,269.78
65.31807494163513,1.375354,-0.0013E-06NADC,269.9,269.77
65.9380099773407,1.37536,-0.0091E-06NADC,269.89,269.76
66.55760717391968,1.375357,+0.0014E-06NADC,269.88,269.75
67.17783331871033,1.375363,-0.0010E-06NADC,269.87,269.74
67.79896640777588,1.375363,+0.0004E-06NADC,269.86,269.73
68.41769862174988,1.375366,+0.0001E-06NADC,269.85,269.72
69.03691601753235,1.375363,+0.0080E-06NADC,269.83,269.71
69.65660881996155,1.375366,+0.0026E-06NADC,269.82,269.7
70.27587008476257,1.375369,+0.0002E-06NADC,269.81,269.69
70.89972186088562,1.375372,+0.0017E-06NADC,269.8,269.68
71.51575183868408,1.375372,-0.0016E-06NADC,269.79,269.67
72.15551972389221,1.375375,-0.0110E-06NADC,269.77,269.66
72.77467370033264,1.375369,-0.0005E-06NADC,269.76,269.64
73.39943265914917,1.375372,-0.0004E-06NADC,269.75,269.63
74.01493453979492,1.375378,+0.0011E-06NADC,269.74,269.62
74.63424444198608,1.375378,+0.0012E-06NADC,269.73,269.61
75.2535469532013,1.375378,+0.0110E-06NADC,269.71,269.6
75.8723361492157,1.375384,+0.0004E-06NADC,269.7,269.59
76.50104451179504,1.375389,+0.0013E-06NADC,269.69,269.58
77.13270545005798,1.375386,-0.0002E-06NADC,269.68,269.57
77.75292491912842,1.375386,-0.0093E-06NADC,269.66,269.56
78.37304854393005,1.375386,+0.0021E-06NADC,269.65,269.55
78.99947094917297,1.375392,-0.0001E-06NADC,269.64,269.54
79.61200499534607,1.375389,+0.0010E-06NADC,269.62,269.53
80.23186659812927,1.375392,+0.0002E-06NADC,269.61,269.52
80.85157346725464,1.375392,+0.0100E-06NADC,269.6,269.51
81.47142314910889,1.375395,-0.0000E-06NADC,269.59,269.5
82.09992170333862,1.375389,-0.0003E-06NADC,269.57,269.49
82.71210646629333,1.375392,+0.0006E-06NADC,269.56,269.48
83.33094525337219,1.375401,+0.0000E-06NADC,269.55,269.47
83.9516875743866,1.375401,-0.0094E-06NADC,269.54,269.46
84.57102560997009,1.375401,+0.0000E-06NADC,269.52,269.45
85.19772577285767,1.375398,-0.0001E-06NADC,269.51,269.44
85.8115599155426,1.375401,-0.0002E-06NADC,269.5,269.43
86.43007946014404,1.375404,+0.0004E-06NADC,269.48,269.42
87.04994034767151,1.375407,+0.0094E-06NADC,269.47,269.41
87.6707820892334,1.37541,-0.0004E-06NADC,269.46,269.4
88.28982019424438,1.375404,+0.0010E-06NADC,269.45,269.39
88.90919709205627,1.375413,+0.0000E-06NADC,269.43,269.38
89.53030943870544,1.375413,-0.0000E-06NADC,269.42,269.37
90.14997267723083,1.375416,-0.0097E-06NADC,269.41,269.36
90.76961493492126,1.375416,-0.0003E-06NADC,269.4,269.35
91.38992190361023,1.375416,+0.0013E-06NADC,269.38,269.33
92.00889921188354,1.375416,-0.0001E-06NADC,269.37,269.32
92.62912464141846,1.375418,+0.0004E-06NADC,269.36,269.31
93.24896216392517,1.375418,+0.0091E-06NADC,269.35,269.3
93.86837530136108,1.375418,+0.0010E-06NADC,269.34,269.29
94.48822593688965,1.375421,+0.0007E-06NADC,269.32,269.28
95.10858035087585,1.375424,+0.0006E-06NADC,269.31,269.27
95.72950673103333,1.375427,+0.0002E-06NADC,269.3,269.26
96.34874510765076,1.375424,-0.0096E-06NADC,269.29,269.25
96.96810746192932,1.375433,-0.0007E-06NADC,269.28,269.24
97.58868670463562,1.375433,-0.0000E-06NADC,269.26,269.23
98.20870018005371,1.37543,-0.0001E-06NADC,269.25,269.22
98.82896256446838,1.37543,-0.0000E-06NADC,269.24,269.21
99.44994926452637,1.375436,+0.0078E-06NADC,269.23,269.2
100.06814408302307,1.37543,+0.0002E-06NADC,269.22,269.19
100.70673823356628,1.375433,-0.0002E-06NADC,269.21,269.18
101.3280930519104,1.375439,+0.0001E-06NADC,269.2,269.17
101.9474880695343,1.375439,-0.0025E-06NADC,269.19,269.16
102.56758069992065,1.375436,-0.0085E-06NADC,269.18,269.15
103.18715786933899,1.375442,+0.0000E-06NADC,269.17,269.14
103.80843567848206,1.375442,+0.0001E-06NADC,269.15,269.13
104.42707347869873,1.375445,+0.0001E-06NADC,269.14,269.12
105.04744744300842,1.375445,+0.0001E-06NADC,269.13,269.11
105.66768407821655,1.375445,+0.0095E-06NADC,269.12,269.1
106.28745698928833,1.37545,+0.0001E-06NADC,269.11,269.09
106.90664482116699,1.375453,+0.0002E-06NADC,269.1,269.08
107.52751016616821,1.37545,+0.0000E-06NADC,269.09,269.07
108.14765930175781,1.375453,-0.0000E-06NADC,269.08,269.06
108.76731395721436,1.37545,-0.0095E-06NADC,269.07,269.05
109.38744401931763,1.375453,+0.0000E-06NADC,269.06,269.03
110.0082516670227,1.375459,+0.0001E-06NADC,269.05,269.02
110.62853288650513,1.375456,+0.0000E-06NADC,269.04,269.01
111.2480480670929,1.375459,+0.0000E-06NADC,269.03,269.0
111.86750626564026,1.375462,+0.0097E-06NADC,269.03,268.99
112.48756337165833,1.375468,+0.0003E-06NADC,269.02,268.98
113.10786366462708,1.375468,+0.0003E-06NADC,269.01,268.97
113.7287118434906,1.375465,+0.0002E-06NADC,269.0,268.96
114.34877157211304,1.375468,-0.0094E-06NADC,268.99,268.95
114.98835110664368,1.375468,-0.0000E-06NADC,268.98,268.94
115.60937452316284,1.375468,-0.0003E-06NADC,268.97,268.93
116.22893857955933,1.375474,+0.0001E-06NADC,268.96,268.92
116.84756326675415,1.375471,-0.0000E-06NADC,268.95,268.91
117.46837306022644,1.375471,+0.0096E-06NADC,268.94,268.9
118.08777856826782,1.375477,+0.0000E-06NADC,268.93,268.89
118.7088029384613,1.375477,+0.0001E-06NADC,268.92,268.88
119.34860491752625,1.375477,+0.0001E-06NADC,268.92,268.87
119.96782183647156,1.375482,-0.0094E-06NADC,268.91,268.86
120.58876371383667,1.375477,-0.0000E-06NADC,268.9,268.85
121.20887660980225,1.375479,+0.0001E-06NADC,268.89,268.84
121.82825803756714,1.375479,+0.0000E-06NADC,268.88,268.83
