time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.008841991424560547,1.371054,+1.224564E-03NADC,275.97,275.8
0.615544319152832,1.371048,+1.224563E-03NADC,275.96,275.79
1.2159724235534668,1.371048,+1.224572E-03NADC,275.96,275.78
1.836181640625,1.371048,+1.224564E-03NADC,275.95,275.77
2.457062005996704,1.371045,+1.224563E-03NADC,275.94,275.76
3.0767688751220703,1.371051,+1.224563E-03NADC,275.94,275.75
3.6969449520111084,1.371045,+1.224560E-03NADC,275.93,275.74
4.317230463027954,1.371045,+1.224553E-03NADC,275.92,275.73
4.936799049377441,1.371045,+1.224560E-03NADC,275.91,275.72
5.557479381561279,1.371045,+1.224560E-03NADC,275.9,275.71
6.1779093742370605,1.371045,+1.224559E-03NADC,275.89,275.7
6.7781994342803955,1.371045,+1.224560E-03NADC,275.88,275.69
7.3983776569366455,1.371042,+1.224560E-03NADC,275.87,275.68
7.998409986495972,1.371045,+1.224560E-03NADC,275.86,275.67
8.618837833404541,1.371045,+1.224561E-03NADC,275.85,275.66
9.219412803649902,1.371045,+1.224568E-03NADC,275.84,275.65
9.839020490646362,1.371048,+1.224568E-03NADC,275.83,275.64
10.439816951751709,1.371036,+1.224559E-03NADC,275.82,275.63
11.06223201751709,1.371045,+1.224558E-03NADC,275.81,275.62
11.680024147033691,1.371039,+1.224558E-03NADC,275.79,275.61
12.299721240997314,1.371039,+1.224557E-03NADC,275.78,275.6
12.90014910697937,1.371036,+1.224558E-03NADC,275.77,275.59
13.50009036064148,1.371045,+1.224557E-03NADC,275.76,275.58
14.100219488143921,1.371036,+1.224554E-03NADC,275.74,275.57
14.70009446144104,1.371042,+1.224558E-03NADC,275.73,275.55
15.32032585144043,1.371036,+1.224556E-03NADC,275.71,275.55
15.921188354492188,1.371039,+1.224547E-03NADC,275.7,275.54
16.53972601890564,1.371036,+1.224545E-03NADC,275.69,275.53
17.140472650527954,1.371039,+1.224544E-03NADC,275.67,275.52
17.740995168685913,1.371039,+1.224554E-03NADC,275.66,275.5
18.361152410507202,1.371042,+1.224554E-03NADC,275.64,275.49
18.981634378433228,1.371033,+1.224553E-03NADC,275.63,275.48
19.60937738418579,1.371039,+1.224554E-03NADC,275.61,275.47
20.22188663482666,1.371036,+1.224562E-03NADC,275.59,275.46
20.841541051864624,1.371039,+1.224552E-03NADC,275.58,275.45
21.462275743484497,1.371042,+1.224552E-03NADC,275.56,275.44
22.081400394439697,1.371039,+1.224552E-03NADC,275.55,275.43
22.709864616394043,1.371036,+1.224552E-03NADC,275.53,275.42
23.32160520553589,1.371039,+1.224542E-03NADC,275.51,275.41
23.942194938659668,1.37103,+1.224551E-03NADC,275.49,275.4
24.562313556671143,1.371039,+1.224551E-03NADC,275.48,275.39
25.181937217712402,1.371033,+1.224551E-03NADC,275.46,275.38
25.8096764087677,1.371036,+1.224549E-03NADC,275.44,275.37
26.42253088951111,1.371036,+1.224558E-03NADC,275.43,275.36
27.042407274246216,1.371033,+1.224548E-03NADC,275.41,275.35
27.66273331642151,1.371033,+1.224548E-03NADC,275.39,275.34
28.283051013946533,1.371033,+1.224547E-03NADC,275.38,275.33
28.91010618209839,1.37103,+1.224549E-03NADC,275.36,275.32
29.52379274368286,1.37103,+1.224540E-03NADC,275.34,275.31
30.14290475845337,1.371033,+1.224547E-03NADC,275.32,275.3
30.763103246688843,1.371033,+1.224547E-03NADC,275.31,275.29
31.382258892059326,1.371033,+1.224548E-03NADC,275.29,275.28
32.009389877319336,1.371033,+1.224546E-03NADC,275.27,275.27
32.6238489151001,1.371036,+1.224546E-03NADC,275.25,275.26
33.2631151676178,1.371027,+1.224547E-03NADC,275.24,275.25
33.88301396369934,1.37103,+1.224547E-03NADC,275.22,275.24
34.51084923744202,1.371027,+1.224546E-03NADC,275.2,275.23
35.12264156341553,1.37103,+1.224537E-03NADC,275.19,275.22
35.74202561378479,1.371033,+1.224545E-03NADC,275.17,275.2
36.363497495651245,1.37103,+1.224545E-03NADC,275.15,275.2
36.98340177536011,1.371024,+1.224545E-03NADC,275.14,275.18
37.61069941520691,1.37103,+1.224544E-03NADC,275.12,275.17
38.22255873680115,1.37103,+1.224551E-03NADC,275.11,275.16
38.8424117565155,1.371027,+1.224547E-03NADC,275.09,275.15
39.46337080001831,1.371027,+1.224546E-03NADC,275.08,275.14
40.083622455596924,1.371033,+1.224544E-03NADC,275.06,275.13
40.71161150932312,1.371033,+1.224544E-03NADC,275.04,275.12
41.32346701622009,1.371027,+1.224542E-03NADC,275.03,275.11
41.94337844848633,1.37103,+1.224537E-03NADC,275.02,275.1
42.56333947181702,1.371024,+1.224543E-03NADC,275.0,275.09
43.182960987091064,1.371024,+1.224545E-03NADC,274.99,275.08
43.808794260025024,1.371022,+1.224543E-03NADC,274.97,275.07
44.422112703323364,1.371019,+1.224542E-03NADC,274.96,275.06
45.04201030731201,1.371024,+1.224552E-03NADC,274.95,275.05
45.66462302207947,1.371024,+1.224543E-03NADC,274.93,275.04
46.28223967552185,1.371027,+1.224542E-03NADC,274.92,275.03
47.0371515750885,1.371022,+1.224541E-03NADC,274.91,275.02
47.64384460449219,1.371024,+1.224550E-03NADC,274.89,275.01
48.26327157020569,1.371024,+1.224540E-03NADC,274.88,275.0
48.883225440979004,1.371024,+1.224540E-03NADC,274.87,274.99
49.514643907547,1.371024,+1.224541E-03NADC,274.86,274.98
50.12436318397522,1.371022,+1.224540E-03NADC,274.85,274.97
50.74067735671997,1.371022,+1.224530E-03NADC,274.84,274.95
51.36105704307556,1.371022,+1.224539E-03NADC,274.83,274.95
51.981404542922974,1.371019,+1.224539E-03NADC,274.82,274.93
52.608856201171875,1.371024,+1.224539E-03NADC,274.81,274.92
53.242035150527954,1.371013,+1.224548E-03NADC,274.8,274.91
53.86081576347351,1.371022,+1.224538E-03NADC,274.79,274.9
54.48128795623779,1.371024,+1.224539E-03NADC,274.78,274.89
55.10977339744568,1.371019,+1.224539E-03NADC,274.77,274.88
55.721312284469604,1.371022,+1.224539E-03NADC,274.76,274.87
56.34173536300659,1.371019,+1.224530E-03NADC,274.75,274.86
56.96121954917908,1.371022,+1.224538E-03NADC,274.75,274.85
57.5813250541687,1.371022,+1.224539E-03NADC,274.74,274.84
58.20943546295166,1.371019,+1.224539E-03NADC,274.73,274.83
58.8209388256073,1.371013,+1.224538E-03NADC,274.72,274.82
59.441391944885254,1.371013,+1.224546E-03NADC,274.72,274.81
60.061158418655396,1.371019,+1.224538E-03NADC,274.71,274.8
60.68059253692627,1.371022,+1.224537E-03NADC,274.7,274.79
61.301220417022705,1.371016,+1.224536E-03NADC,274.7,274.78
61.9207181930542,1.371016,+1.224536E-03NADC,274.69,274.77
62.54150414466858,1.371019,+1.224528E-03NADC,274.68,274.76
63.16149091720581,1.371013,+1.224534E-03NADC,274.68,274.75
63.78063368797302,1.371016,+1.224535E-03NADC,274.67,274.74
64.4003393650055,1.371016,+1.224536E-03NADC,274.67,274.73
65.01943612098694,1.371019,+1.224534E-03NADC,274.66,274.72
65.61964154243469,1.371019,+1.224536E-03NADC,274.65,274.71
66.22030735015869,1.371016,+1.224534E-03NADC,274.65,274.7
66.83908748626709,1.371016,+1.224533E-03NADC,274.64,274.69
67.43971300125122,1.371013,+1.224544E-03NADC,274.64,274.68
68.0592360496521,1.371013,+1.224544E-03NADC,274.63,274.67
68.6590211391449,1.371013,+1.224545E-03NADC,274.63,274.66
69.2592225074768,1.371013,+1.224544E-03NADC,274.62,274.65
69.85885071754456,1.371013,+1.224535E-03NADC,274.62,274.64
70.47867560386658,1.37101,+1.224532E-03NADC,274.61,274.63
71.07928490638733,1.371013,+1.224533E-03NADC,274.61,274.62
71.67888140678406,1.371013,+1.224533E-03NADC,274.6,274.61
72.27778816223145,1.37101,+1.224532E-03NADC,274.6,274.6
72.87850022315979,1.371019,+1.224532E-03NADC,274.59,274.59
73.47824788093567,1.37101,+1.224533E-03NADC,274.59,274.58
74.07814192771912,1.371016,+1.224534E-03NADC,274.58,274.57
74.67879629135132,1.371013,+1.224534E-03NADC,274.58,274.56
75.29849290847778,1.37101,+1.224533E-03NADC,274.57,274.55
75.91809272766113,1.371013,+1.224532E-03NADC,274.57,274.54
76.53756594657898,1.371013,+1.224531E-03NADC,274.56,274.53
77.13749265670776,1.371007,+1.224531E-03NADC,274.56,274.52
77.73687314987183,1.37101,+1.224532E-03NADC,274.55,274.5
78.3370771408081,1.371013,+1.224530E-03NADC,274.55,274.49
78.9566855430603,1.371013,+1.224521E-03NADC,274.54,274.48
79.57727694511414,1.371007,+1.224521E-03NADC,274.53,274.48
80.17689919471741,1.371007,+1.224521E-03NADC,274.53,274.47
80.7768144607544,1.371007,+1.224530E-03NADC,274.52,274.45
81.39731001853943,1.371016,+1.224528E-03NADC,274.52,274.44
82.01699161529541,1.37101,+1.224527E-03NADC,274.51,274.43
82.63665294647217,1.37101,+1.224528E-03NADC,274.5,274.42
83.25626993179321,1.371007,+1.224537E-03NADC,274.5,274.41
83.87665605545044,1.371004,+1.224537E-03NADC,274.49,274.4
84.47725510597229,1.37101,+1.224528E-03NADC,274.48,274.39
85.09739303588867,1.37101,+1.224526E-03NADC,274.48,274.38
85.71680021286011,1.37101,+1.224527E-03NADC,274.47,274.37
86.33638000488281,1.371004,+1.224526E-03NADC,274.46,274.36
86.9562976360321,1.371007,+1.224517E-03NADC,274.45,274.35
87.57604026794434,1.371001,+1.224518E-03NADC,274.44,274.34
88.1759729385376,1.371004,+1.224518E-03NADC,274.44,274.33
88.77663207054138,1.371004,+1.224517E-03NADC,274.43,274.32
89.37692761421204,1.371004,+1.224524E-03NADC,274.42,274.31
89.99663734436035,1.371004,+1.224525E-03NADC,274.41,274.3
90.59721231460571,1.370998,+1.224525E-03NADC,274.4,274.29
91.21641278266907,1.37101,+1.224525E-03NADC,274.39,274.28
91.83588361740112,1.370998,+1.224523E-03NADC,274.38,274.27
92.43597388267517,1.371004,+1.224523E-03NADC,274.37,274.26
93.05666923522949,1.370998,+1.224524E-03NADC,274.36,274.25
93.6573965549469,1.371007,+1.224531E-03NADC,274.35,274.24
94.27643156051636,1.371001,+1.224531E-03NADC,274.34,274.23
94.87664723396301,1.371001,+1.224522E-03NADC,274.33,274.22
95.49743366241455,1.371001,+1.224521E-03NADC,274.32,274.21
96.11653566360474,1.371007,+1.224522E-03NADC,274.31,274.2
96.71775245666504,1.371004,+1.224521E-03NADC,274.3,274.19
97.31683850288391,1.371001,+1.224519E-03NADC,274.29,274.18
97.93662333488464,1.370998,+1.224520E-03NADC,274.28,274.17
98.53715419769287,1.370995,+1.224521E-03NADC,274.27,274.16
99.15769290924072,1.371001,+1.224510E-03NADC,274.26,274.15
99.7782289981842,1.370995,+1.224519E-03NADC,274.25,274.14
100.39855408668518,1.370998,+1.224518E-03NADC,274.24,274.13
100.99652218818665,1.370998,+1.224519E-03NADC,274.22,274.12
101.59704184532166,1.371001,+1.224518E-03NADC,274.21,274.11
102.21689343452454,1.370998,+1.224519E-03NADC,274.2,274.1
102.83731079101562,1.370998,+1.224519E-03NADC,274.19,274.09
103.43880987167358,1.371001,+1.224518E-03NADC,274.17,274.08
104.03838753700256,1.370998,+1.224518E-03NADC,274.16,274.07
104.65824389457703,1.370995,+1.224519E-03NADC,274.15,274.06
105.25962114334106,1.370995,+1.224527E-03NADC,274.14,274.05
105.87749695777893,1.370998,+1.224517E-03NADC,274.12,274.04
106.49667429924011,1.370998,+1.224517E-03NADC,274.11,274.03
107.09694123268127,1.370998,+1.224518E-03NADC,274.1,274.02
107.71680045127869,1.370995,+1.224517E-03NADC,274.08,274.0
108.33640146255493,1.370998,+1.224516E-03NADC,274.07,273.99
108.95616722106934,1.370995,+1.224517E-03NADC,274.06,273.98
109.55688905715942,1.370995,+1.224517E-03NADC,274.04,273.98
110.1566812992096,1.370992,+1.224507E-03NADC,274.03,273.97
110.7755184173584,1.371001,+1.224508E-03NADC,274.02,273.96
111.37591648101807,1.370998,+1.224514E-03NADC,274.01,273.95
111.99608492851257,1.370995,+1.224516E-03NADC,273.99,273.93
112.59741806983948,1.370998,+1.224517E-03NADC,273.98,273.92
113.21659398078918,1.370981,+1.224517E-03NADC,273.96,273.91
113.85674142837524,1.37099,+1.224517E-03NADC,273.96,273.9
114.45688915252686,1.370992,+1.224541E-03NADC,273.94,273.89
115.05649423599243,1.370987,+1.224532E-03NADC,273.93,273.88
115.6572995185852,1.37096,+1.224516E-03NADC,273.91,273.87
116.25698685646057,1.37099,+1.224518E-03NADC,273.96,273.86
116.857102394104,1.370987,+1.224514E-03NADC,273.91,273.85
117.45658659934998,1.370987,+1.224514E-03NADC,273.88,273.84
118.05699801445007,1.37099,+1.224514E-03NADC,273.86,273.83
118.65796899795532,1.370992,+1.224513E-03NADC,273.84,273.82
119.25731897354126,1.37099,+1.224514E-03NADC,273.83,273.81
119.85718393325806,1.370981,+1.224513E-03NADC,273.81,273.8
120.45803260803223,1.370995,+1.224513E-03NADC,273.8,273.79
121.05829906463623,1.370992,+1.224515E-03NADC,273.79,273.78
121.65810918807983,1.37099,+1.224522E-03NADC,273.77,273.77
122.27740383148193,1.370992,+1.224520E-03NADC,273.76,273.76
122.87821364402771,1.370981,+1.224518E-03NADC,273.75,273.75
123.478764295578,1.37099,+1.224519E-03NADC,273.73,273.74
124.07897973060608,1.370992,+1.224520E-03NADC,273.72,273.73
124.67918992042542,1.370992,+1.224513E-03NADC,273.71,273.72
125.29925441741943,1.370987,+1.224512E-03NADC,273.69,273.71
125.91890478134155,1.37099,+1.224511E-03NADC,273.68,273.7
126.51945114135742,1.370987,+1.224511E-03NADC,273.67,273.69
