time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,1.376372,+0.0001E-06NADC,262.66,260
29.913846492767334,1.376369,-0.0000E-06NADC,262.68,260
30.933621168136597,1.376375,+0.0095E-06NADC,262.71,260
31.95362162590027,1.376378,+0.0001E-06NADC,262.73,260
32.592724084854126,1.376381,+0.0001E-06NADC,262.75,260
33.21321082115173,1.376378,+0.0001E-06NADC,262.77,260
33.832826137542725,1.376378,-0.0092E-06NADC,262.79,260
34.45298886299133,1.376384,+0.0001E-06NADC,262.81,260
35.0721869468689,1.376375,+0.0002E-06NADC,262.84,260
35.69150948524475,1.376387,+0.0000E-06NADC,262.87,260
36.31254506111145,1.376381,+0.0007E-06NADC,262.89,260
36.932000398635864,1.376384,-0.0000E-06NADC,262.92,260
37.61196827888489,1.376381,+0.0004E-06NADC,262.95,260
