time [s],voltage [V],current [...],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+4.34932100E-02,+14.4038E-06,210.0,217.14,210.0
0.48919129371643066,+4.34929200E-02,+14.3945E-06,210.0,217.14,210.0
0.9885544776916504,+4.34923400E-02,+14.3990E-06,210.0,217.14,210.0
1.477386474609375,+4.34917300E-02,+14.3987E-06,210.0,217.14,210.0
1.976869821548462,+4.34915000E-02,+14.3987E-06,210.0,217.14,210.0
2.4758455753326416,+4.34911500E-02,+14.3987E-06,210.0,217.14,210.0
2.975578784942627,+4.34915300E-02,+14.3985E-06,210.0,217.14,210.0
3.475982666015625,+4.34904800E-02,+14.3985E-06,210.0,217.14,210.0
3.966932773590088,+4.34906000E-02,+14.3984E-06,210.0,217.14,210.0
4.466764211654663,+4.34904200E-02,+14.3985E-06,210.0,217.14,210.0
4.96596622467041,+4.34899300E-02,+14.3983E-06,210.0,217.14,210.0
5.446011543273926,+4.34908300E-02,+14.3982E-06,210.0,217.14,210.0
5.925952911376953,+4.34897200E-02,+14.3934E-06,210.0,217.14,210.0
6.40671706199646,+4.34893200E-02,+14.3980E-06,210.0,217.14,210.0
6.887702703475952,+4.34893500E-02,+14.3981E-06,210.0,217.14,210.0
7.385866641998291,+4.34889700E-02,+14.3979E-06,210.0,217.14,210.0
7.86506986618042,+4.34887600E-02,+14.3980E-06,210.0,217.14,210.0
8.344758987426758,+4.34874300E-02,+14.3979E-06,210.0,217.14,210.0
8.823821544647217,+4.34883600E-02,+14.4026E-06,210.0,217.14,210.0
9.304310321807861,+4.34880700E-02,+14.3978E-06,210.0,217.14,210.0
9.786101818084717,+4.34879800E-02,+14.3978E-06,210.0,217.14,210.0
10.26302695274353,+4.34880700E-02,+14.3978E-06,210.0,217.14,210.0
10.743107080459595,+4.34869000E-02,+14.3975E-06,210.0,217.14,210.0
11.222989320755005,+4.34874000E-02,+14.4021E-06,210.0,217.14,210.0
11.702866792678833,+4.34871100E-02,+14.3975E-06,210.0,217.14,210.0
12.187286853790283,+4.34871900E-02,+14.3973E-06,210.0,217.14,210.0
12.66191816329956,+4.34877800E-02,+14.3974E-06,210.0,217.14,210.0
13.141903638839722,+4.34858300E-02,+14.3972E-06,210.0,217.14,210.0
13.621690034866333,+4.34864100E-02,+14.3973E-06,210.0,217.14,210.0
14.087444305419922,+4.34853900E-02,+14.3972E-06,210.0,217.14,210.0
14.561217784881592,+4.34849000E-02,+14.3968E-06,210.0,217.14,210.0
15.041118144989014,+4.34866700E-02,+14.3970E-06,210.0,217.14,210.0
15.520626783370972,+4.34847500E-02,+14.3922E-06,210.0,217.14,210.0
16.000690460205078,+4.34851000E-02,+14.3967E-06,210.0,217.14,210.0
16.48769450187683,+4.34851900E-02,+14.3969E-06,210.0,217.14,210.0
16.96077060699463,+4.34834400E-02,+14.3960E-06,210.0,217.14,210.0
17.460721254348755,+4.34852800E-02,+14.3965E-06,210.0,217.14,210.0
17.93959140777588,+4.34833000E-02,+14.3966E-06,210.0,217.14,210.0
18.42375898361206,+4.34842300E-02,+14.4012E-06,210.0,217.14,210.0
18.897838592529297,+4.34835900E-02,+14.3966E-06,210.0,217.14,210.0
19.386878728866577,+4.34836500E-02,+14.3958E-06,210.0,217.14,210.0
19.8867928981781,+4.34830700E-02,+14.3964E-06,210.0,217.14,210.0
20.358630657196045,+4.34820200E-02,+14.3961E-06,210.0,217.14,210.0
20.85204291343689,+4.34835600E-02,+14.3960E-06,210.0,217.14,210.0
21.338931560516357,+4.34815500E-02,+14.3959E-06,210.0,217.14,210.0
21.831650733947754,+4.34830100E-02,+14.3963E-06,210.0,217.14,210.0
22.317655563354492,+4.34822800E-02,+14.3912E-06,210.0,217.14,210.0
22.796952724456787,+4.34820800E-02,+14.3997E-06,210.0,217.14,210.0
23.29694700241089,+4.34811200E-02,+14.3956E-06,210.0,217.14,210.0
