time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,0.08495203,+28.1690E-06NADC,225.24,221.38,200.0
0.4667031764984131,0.08518302,+28.2411E-06NADC,225.32,221.41,200.0
0.9477057456970215,0.08541692,+28.3214E-06NADC,225.4,221.45,200.0
1.4476239681243896,0.08566366,+28.4038E-06NADC,225.47,221.48,200.0
1.9482090473175049,0.08591532,+28.4877E-06NADC,225.54,221.51,200.0
2.4485411643981934,0.08617052,+28.5725E-06NADC,225.59,221.55,200.0
2.949451208114624,0.08642832,+28.6586E-06NADC,225.64,221.58,200.0
3.448808431625366,0.08669035,+28.7459E-06NADC,225.69,221.61,200.0
3.948728322982788,0.08695454,+28.8338E-06NADC,225.72,221.64,200.0
4.448731899261475,0.08722329,+28.9228E-06NADC,225.75,221.67,200.0
4.949382066726685,0.08749318,+29.0130E-06NADC,225.77,221.7,200.0
5.449540615081787,0.08776684,+29.1038E-06NADC,225.79,221.72,200.0
5.950122833251953,0.08804277,+29.1954E-06NADC,225.8,221.75,200.0
6.449893236160278,0.08832112,+29.2880E-06NADC,225.8,221.77,200.0
6.950289011001587,0.08860181,+29.3816E-06NADC,225.8,221.8,200.0
7.449461936950684,0.08888568,+29.4757E-06NADC,225.8,221.82,200.0
7.9514665603637695,0.08917068,+29.5702E-06NADC,225.79,221.85,200.0
8.450220108032227,0.08945912,+29.6660E-06NADC,225.77,221.87,200.0
8.95133090019226,0.08974749,+29.7620E-06NADC,225.75,221.89,200.0
9.447931051254272,0.09003897,+29.8588E-06NADC,225.73,221.91,200.0
9.947947263717651,0.09033182,+29.9560E-06NADC,225.7,221.92,200.0
10.447476863861084,0.09062621,+30.0533E-06NADC,225.67,221.94,200.0
10.94858169555664,0.09092215,+30.1515E-06NADC,225.63,221.96,200.0
11.44753360748291,0.09122005,+30.2501E-06NADC,225.59,221.98,200.0
11.94714641571045,0.09151776,+30.3490E-06NADC,225.55,222.0,200.0
12.445806980133057,0.09181802,+30.4485E-06NADC,225.5,222.01,200.0
12.946950197219849,0.09211538,+30.5441E-06NADC,225.45,222.03,200.0
13.417968034744263,0.09239663,+30.6405E-06NADC,225.4,222.04,200.0
13.925747156143188,0.09270843,+30.7439E-06NADC,225.34,222.06,200.0
14.417439937591553,0.09300096,+30.8404E-06NADC,225.28,222.07,200.0
14.89762544631958,0.09329192,+30.9319E-06NADC,225.21,222.08,200.0
15.37753701210022,0.09358364,+31.0336E-06NADC,225.14,222.1,200.0
15.86717963218689,0.09390963,+31.1506E-06NADC,225.07,222.11,200.0
16.443787813186646,0.09424094,+31.2510E-06NADC,224.99,222.12,200.0
