time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+4.40785000E+00,+2.18739E-03,320.51,272.12,320.0
2.6553750038146973,+4.40784400E+00,+2.18739E-03,320.65,272.15,319.99
6.070342540740967,+4.40784100E+00,+2.18738E-03,320.75,272.17,319.98
8.68193006515503,+4.40783800E+00,+2.18738E-03,320.82,272.18,319.97
11.295439004898071,+4.40783500E+00,+2.18737E-03,320.88,272.21,319.96
14.244043588638306,+4.40782700E+00,+2.18737E-03,320.91,272.23,319.95
16.85369873046875,+4.40783500E+00,+2.18737E-03,320.9,272.25,319.94
20.358412504196167,+4.40782400E+00,+2.18736E-03,320.87,272.27,319.93
23.42306923866272,+4.40782100E+00,+2.18737E-03,320.81,272.29,319.92
26.049017190933228,+4.40781500E+00,+2.18737E-03,320.73,272.31,319.91
28.65683913230896,+4.40781500E+00,+2.18736E-03,320.63,272.33,319.9
31.587035655975342,+4.40781800E+00,+2.18735E-03,320.54,272.34,319.89
34.19595289230347,+4.40780600E+00,+2.18736E-03,320.4,272.36,319.88
37.699262857437134,+4.40780900E+00,+2.18737E-03,320.27,272.38,319.87
40.75548982620239,+4.40779800E+00,+2.18736E-03,320.16,272.4,319.86
43.81890416145325,+4.40779500E+00,+2.18734E-03,320.06,272.41,319.85
46.88464283943176,+4.40779200E+00,+2.18736E-03,319.98,272.43,319.84
49.501039266586304,+4.40778600E+00,+2.18735E-03,319.93,272.44,319.83
52.1283745765686,+4.40778000E+00,+2.18734E-03,319.88,272.45,319.82
55.06010150909424,+4.40777700E+00,+2.18735E-03,319.86,272.46,319.81
58.10387682914734,+4.40777100E+00,+2.18734E-03,319.86,272.48,319.8
60.724143505096436,+4.40775700E+00,+2.18733E-03,319.88,272.49,319.79
64.2270941734314,+4.40775700E+00,+2.18733E-03,319.92,272.5,319.78
67.26726508140564,+4.40774500E+00,+2.18733E-03,319.96,272.51,319.77
69.88299775123596,+4.40774500E+00,+2.18732E-03,320.01,272.53,319.77
72.49307084083557,+4.40773700E+00,+2.18732E-03,320.06,272.54,319.76
75.42438888549805,+4.40773100E+00,+2.18732E-03,320.12,272.55,319.74
78.49462151527405,+4.40772800E+00,+2.18731E-03,320.17,272.56,319.73
81.55525207519531,+4.40772200E+00,+2.18732E-03,320.21,272.58,319.72
84.61920404434204,+4.40770500E+00,+2.18730E-03,320.24,272.59,319.71
87.67117691040039,+4.40770200E+00,+2.18731E-03,320.25,272.6,319.7
90.73569083213806,+4.40769900E+00,+2.18729E-03,320.25,272.62,319.69
93.80028772354126,+4.40769300E+00,+2.18730E-03,320.24,272.63,319.69
96.4119324684143,+4.40769000E+00,+2.18729E-03,320.2,272.64,319.67
99.92040014266968,+4.40768400E+00,+2.18730E-03,320.16,272.65,319.66
102.54479312896729,+4.40767500E+00,+2.18728E-03,320.12,272.66,319.66
105.15542578697205,+4.40766400E+00,+2.18728E-03,320.06,272.67,319.65
108.07441782951355,+4.40766400E+00,+2.18728E-03,320.0,272.68,319.64
111.14169406890869,+4.40765500E+00,+2.18728E-03,319.94,272.69,319.63
113.75304102897644,+4.40765200E+00,+2.18727E-03,319.87,272.7,319.62
117.25625085830688,+4.40764100E+00,+2.18727E-03,319.82,272.71,319.61
120.31196022033691,+4.40762600E+00,+2.18727E-03,319.77,272.72,319.6
123.37962484359741,+4.40762600E+00,+2.18727E-03,319.73,272.73,319.59
126.00211548805237,+4.40761700E+00,+2.18726E-03,319.71,272.74,319.58
128.61122870445251,+4.40761100E+00,+2.18724E-03,319.68,272.74,319.57
131.54413223266602,+4.40759400E+00,+2.18725E-03,319.67,272.75,319.56
134.15742707252502,+4.40759400E+00,+2.18724E-03,319.67,272.76,319.55
137.65107083320618,+4.40758200E+00,+2.18723E-03,319.68,272.77,319.54
140.71492981910706,+4.40757400E+00,+2.18722E-03,319.69,272.77,319.53
143.77832102775574,+4.40755900E+00,+2.18722E-03,319.71,272.78,319.52
146.84307265281677,+4.40755300E+00,+2.18723E-03,319.73,272.79,319.51
149.4513659477234,+4.40755000E+00,+2.18722E-03,319.75,272.8,319.5
152.95060658454895,+4.40753300E+00,+2.18721E-03,319.77,272.8,319.49
156.01911449432373,+4.40753000E+00,+2.18720E-03,319.78,272.81,319.48
158.64616560935974,+4.40752100E+00,+2.18721E-03,319.79,272.81,319.47
161.2568838596344,+4.40751600E+00,+2.18720E-03,319.79,272.82,319.46
164.17238855361938,+4.40751300E+00,+2.18720E-03,319.79,272.83,319.45
167.23924803733826,+4.40749500E+00,+2.18719E-03,319.78,272.83,319.44
169.8629138469696,+4.40749500E+00,+2.18720E-03,319.76,272.84,319.43
172.47335362434387,+4.40747800E+00,+2.18720E-03,319.74,272.85,319.42
175.4047532081604,+4.40747500E+00,+2.18718E-03,319.72,272.85,319.41
178.01954627037048,+4.40746300E+00,+2.18718E-03,319.69,272.86,319.4
180.65413427352905,+4.40746000E+00,+2.18716E-03,319.65,272.86,319.39
183.56703305244446,+4.40744600E+00,+2.18716E-03,319.62,272.87,319.39
186.17176914215088,+4.40744300E+00,+2.18717E-03,319.58,272.87,319.37
189.68387746810913,+4.40742800E+00,+2.18717E-03,319.55,272.88,319.37
192.29415345191956,+4.40742000E+00,+2.18715E-03,319.51,272.88,319.35
195.80358600616455,+4.40740800E+00,+2.18715E-03,319.49,272.88,319.35
198.42099404335022,+4.40740800E+00,+2.18714E-03,319.47,272.89,319.34
201.08252882957458,+4.40739000E+00,+2.18714E-03,319.45,272.89,319.33
203.70415449142456,+4.40738200E+00,+2.18714E-03,319.44,272.89,319.32
206.32307052612305,+4.40737600E+00,+2.18714E-03,319.43,272.9,319.31
208.9494230747223,+4.40736400E+00,+2.18713E-03,319.42,272.9,319.3
212.11903858184814,+4.40735600E+00,+2.18712E-03,319.42,272.9,319.29
214.7468113899231,+4.40734700E+00,+2.18712E-03,319.42,272.91,319.28
217.35438346862793,+4.40734100E+00,+2.18712E-03,319.43,272.91,319.27
220.27114295959473,+4.40732900E+00,+2.18710E-03,319.43,272.91,319.26
223.34307503700256,+4.40732400E+00,+2.18710E-03,319.44,272.92,319.25
225.96080541610718,+4.40731500E+00,+2.18710E-03,319.44,272.92,319.24
228.58012866973877,+4.40730000E+00,+2.18709E-03,319.44,272.92,319.24
231.2070336341858,+4.40728600E+00,+2.18709E-03,319.44,272.92,319.22
234.55612564086914,+4.40728000E+00,+2.18708E-03,319.44,272.93,319.22
237.17965841293335,+4.40727400E+00,+2.18707E-03,319.43,272.93,319.21
239.79113173484802,+4.40726300E+00,+2.18707E-03,319.42,272.93,319.2
242.71855974197388,+4.40725400E+00,+2.18705E-03,319.41,272.93,319.19
245.37400317192078,+4.40724200E+00,+2.18706E-03,319.39,272.94,319.18
248.8479025363922,+4.40723100E+00,+2.18707E-03,319.37,272.94,319.17
251.90466284751892,+4.40722800E+00,+2.18705E-03,319.36,272.94,319.16
254.514821767807,+4.40721000E+00,+2.18705E-03,319.33,272.94,319.15
258.02328538894653,+4.40719900E+00,+2.18703E-03,319.31,272.94,319.14
