time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+1.02732420E+00,+0.483705E-03,200.0,196.03,200.0
0.5778563022613525,+1.02711540E+00,+0.483632E-03,200.0,196.03,200.0
1.1479763984680176,+1.02698040E+00,+0.483556E-03,200.0,196.03,200.0
1.7512528896331787,+1.02683840E+00,+0.483516E-03,200.0,196.03,200.0
2.3283629417419434,+1.02671830E+00,+0.483430E-03,200.0,196.03,200.0
2.911076307296753,+1.02659840E+00,+0.483387E-03,200.0,196.03,199.99
3.488849639892578,+1.02648610E+00,+0.483359E-03,200.0,196.03,199.99
4.076830148696899,+1.02638140E+00,+0.483290E-03,200.0,196.03,199.99
4.648918390274048,+1.02627060E+00,+0.483278E-03,200.0,196.03,199.99
5.228052139282227,+1.02617690E+00,+0.483184E-03,200.0,196.03,199.99
5.809078931808472,+1.02606260E+00,+0.483124E-03,200.0,196.03,199.99
6.388912677764893,+1.02595670E+00,+0.483089E-03,200.0,196.03,199.99
6.979160308837891,+1.02585430E+00,+0.483023E-03,200.0,196.02,199.99
7.549914598464966,+1.02575210E+00,+0.483000E-03,200.0,196.02,199.99
8.128769159317017,+1.02565320E+00,+0.482935E-03,200.0,196.02,199.99
8.71016526222229,+1.02554970E+00,+0.482910E-03,200.0,196.02,199.98
9.289578676223755,+1.02545570E+00,+0.482821E-03,200.0,196.02,199.98
9.879373788833618,+1.02533880E+00,+0.482772E-03,200.0,196.02,199.98
10.450183391571045,+1.02523430E+00,+0.482764E-03,200.0,196.02,199.98
11.030208587646484,+1.02514560E+00,+0.482699E-03,200.0,196.02,199.98
11.610536813735962,+1.02504380E+00,+0.482655E-03,200.0,196.02,199.98
12.189934253692627,+1.02494110E+00,+0.482591E-03,200.0,196.02,199.98
12.778861045837402,+1.02483550E+00,+0.482533E-03,200.0,196.02,199.98
13.350528240203857,+1.02473370E+00,+0.482486E-03,200.0,196.02,199.98
13.929654121398926,+1.02463420E+00,+0.482431E-03,200.0,196.02,199.98
14.51077914237976,+1.02453440E+00,+0.482418E-03,200.0,196.02,199.97
15.091010808944702,+1.02444280E+00,+0.482341E-03,200.0,196.02,199.97
15.677913188934326,+1.02433890E+00,+0.482344E-03,200.0,196.02,199.97
16.250137329101562,+1.02433050E+00,+0.482281E-03,199.99,196.02,199.97
17.011671781539917,+1.02414690E+00,+0.482205E-03,199.99,196.02,199.97
17.59146285057068,+1.02402970E+00,+0.482143E-03,199.99,196.02,199.97
18.179134130477905,+1.02392320E+00,+0.482106E-03,199.99,196.02,199.97
18.751131772994995,+1.02380620E+00,+0.482067E-03,199.99,196.02,199.97
19.311519384384155,+1.02380830E+00,+0.482018E-03,199.99,196.02,199.97
20.079002380371094,+1.02361980E+00,+0.481952E-03,199.99,196.02,199.97
20.652037620544434,+1.02350080E+00,+0.481916E-03,199.99,196.02,199.96
21.231822729110718,+1.02340300E+00,+0.482114E-03,199.99,196.02,199.96
21.79564929008484,+1.02339260E+00,+0.481851E-03,199.99,196.02,199.96
22.394872665405273,+1.02325260E+00,+0.481779E-03,199.99,196.02,199.96
22.979065895080566,+1.02312320E+00,+0.481708E-03,199.99,196.01,199.96
23.55188298225403,+1.02301150E+00,+0.481664E-03,199.99,196.01,199.96
24.132211685180664,+1.02290820E+00,+0.481923E-03,199.99,196.01,199.96
24.692315578460693,+1.02290880E+00,+0.481878E-03,199.99,196.01,199.96
25.252745151519775,+1.02284190E+00,+0.481552E-03,199.99,196.01,199.96
25.832913637161255,+1.02266440E+00,+0.481493E-03,199.99,196.01,199.96
26.412619590759277,+1.02254600E+00,+0.481444E-03,199.99,196.01,199.96
26.993227005004883,+1.02243920E+00,+0.481692E-03,199.99,196.01,199.95
27.552875518798828,+1.02243840E+00,+0.481649E-03,199.98,196.01,199.95
28.113205194473267,+1.02237120E+00,+0.481607E-03,199.98,196.01,199.95
28.681151866912842,+1.02228880E+00,+0.481330E-03,199.98,196.01,199.95
29.253917455673218,+1.02211600E+00,+0.481476E-03,199.98,196.01,199.95
29.812890768051147,+1.02207730E+00,+0.481483E-03,199.98,196.01,199.95
30.383090019226074,+1.02200960E+00,+0.481224E-03,199.98,196.01,199.95
30.953939199447632,+1.02185190E+00,+0.481357E-03,199.98,196.01,199.95
31.514285802841187,+1.02180500E+00,+0.481347E-03,199.98,196.01,199.95
32.08214569091797,+1.02172910E+00,+0.481286E-03,199.98,196.01,199.95
32.633953332901,+1.02163980E+00,+0.481234E-03,199.98,196.01,199.94
33.19404745101929,+1.02155140E+00,+0.481221E-03,199.98,196.01,199.94
33.75471615791321,+1.02147050E+00,+0.481189E-03,199.97,196.01,199.94
34.31392788887024,+1.02138060E+00,+0.481117E-03,199.97,196.01,199.94
34.882840394973755,+1.02128400E+00,+0.481101E-03,199.97,196.01,199.94
35.43458938598633,+1.02119620E+00,+0.481032E-03,199.97,196.01,199.94
35.99494528770447,+1.02110190E+00,+0.480974E-03,199.97,196.01,199.94
36.554691791534424,+1.02101030E+00,+0.480948E-03,199.97,196.01,199.94
37.11531352996826,+1.02091920E+00,+0.480891E-03,199.97,196.01,199.94
37.6828498840332,+1.02082550E+00,+0.480863E-03,199.97,196.0,199.94
38.235111474990845,+1.02073330E+00,+0.480808E-03,199.96,196.0,199.94
38.79462766647339,+1.02064260E+00,+0.480770E-03,199.96,196.0,199.93
39.355268239974976,+1.02055000E+00,+0.480699E-03,199.96,196.0,199.93
39.914875507354736,+1.02045930E+00,+0.480721E-03,199.96,196.0,199.93
40.49506163597107,+1.02037230E+00,+0.480624E-03,199.96,196.0,199.93
41.05492353439331,+1.02026500E+00,+0.480565E-03,199.96,196.0,199.93
41.61531209945679,+1.02016810E+00,+0.480549E-03,199.96,196.0,199.93
42.183666944503784,+1.02008310E+00,+0.480471E-03,199.96,196.0,199.93
42.735047817230225,+1.01998450E+00,+0.480466E-03,199.95,196.0,199.93
43.2959623336792,+1.01989840E+00,+0.480394E-03,199.95,196.0,199.93
43.85593366622925,+1.01979860E+00,+0.480373E-03,199.95,196.0,199.93
44.415327310562134,+1.01970960E+00,+0.480305E-03,199.95,196.0,199.93
44.98346424102783,+1.01961240E+00,+0.480258E-03,199.95,196.0,199.92
45.5351996421814,+1.01952050E+00,+0.480244E-03,199.95,196.0,199.92
46.0951189994812,+1.01943090E+00,+0.480189E-03,199.95,196.0,199.92
46.655967473983765,+1.01933430E+00,+0.480161E-03,199.94,196.0,199.92
47.215981245040894,+1.01925080E+00,+0.480088E-03,199.94,196.0,199.92
47.78485035896301,+1.01915160E+00,+0.480038E-03,199.94,196.0,199.92
48.337315797805786,+1.01905710E+00,+0.479990E-03,199.94,196.0,199.92
48.89666390419006,+1.01896340E+00,+0.479940E-03,199.94,196.0,199.92
49.456284046173096,+1.01886570E+00,+0.479917E-03,199.94,196.0,199.92
50.01638960838318,+1.01877550E+00,+0.479875E-03,199.94,196.0,199.92
50.58588194847107,+1.01869370E+00,+0.479811E-03,199.93,196.0,199.91
51.15611982345581,+1.01858610E+00,+0.479760E-03,199.93,195.99,199.91
51.716790437698364,+1.01848600E+00,+0.479716E-03,199.93,195.99,199.91
52.28588652610779,+1.01839990E+00,+0.479694E-03,199.93,195.99,199.91
52.85694217681885,+1.01829950E+00,+0.479649E-03,199.93,195.99,199.91
53.418121099472046,+1.01820970E+00,+0.479603E-03,199.93,195.99,199.91
53.99104118347168,+1.01812730E+00,+0.479542E-03,199.93,195.99,199.91
54.55723452568054,+1.01802060E+00,+0.479486E-03,199.92,195.99,199.91
55.11800765991211,+1.01792110E+00,+0.479448E-03,199.92,195.99,199.91
55.686824321746826,+1.01783470E+00,+0.479428E-03,199.92,195.99,199.91
56.25791335105896,+1.01773400E+00,+0.479389E-03,199.92,195.99,199.91
56.81694412231445,+1.01764470E+00,+0.479284E-03,199.92,195.99,199.9
57.38793611526489,+1.01754870E+00,+0.479241E-03,199.92,195.99,199.9
57.959429025650024,+1.01744110E+00,+0.479195E-03,199.92,195.99,199.9
58.51889514923096,+1.01733810E+00,+0.479122E-03,199.91,195.99,199.9
59.08806347846985,+1.01724880E+00,+0.479137E-03,199.91,195.99,199.9
59.658936500549316,+1.01715740E+00,+0.479085E-03,199.91,195.99,199.9
60.21911907196045,+1.01706290E+00,+0.479009E-03,199.91,195.99,199.9
60.79672980308533,+1.01697470E+00,+0.478977E-03,199.91,195.99,199.9
61.35840320587158,+1.01686850E+00,+0.478894E-03,199.91,195.99,199.9
61.91899085044861,+1.01676270E+00,+0.478885E-03,199.91,195.99,199.9
62.4889440536499,+1.01668500E+00,+0.478854E-03,199.9,195.99,199.89
63.06087279319763,+1.01658080E+00,+0.478764E-03,199.9,195.99,199.89
63.62060260772705,+1.01647550E+00,+0.478713E-03,199.9,195.99,199.89
64.18929958343506,+1.01639030E+00,+0.478705E-03,199.9,195.98,199.89
64.76096320152283,+1.01629200E+00,+0.478631E-03,199.9,195.98,199.89
65.3210723400116,+1.01618780E+00,+0.478554E-03,199.9,195.98,199.89
65.8889434337616,+1.01609330E+00,+0.478525E-03,199.9,195.98,199.89
66.46160864830017,+1.01598240E+00,+0.478466E-03,199.9,195.98,199.89
67.09157347679138,+1.01592420E+00,+0.478524E-03,199.89,195.98,199.89
67.66110610961914,+1.01581840E+00,+0.478388E-03,199.89,195.98,199.89
68.2225091457367,+1.01569470E+00,+0.478328E-03,199.89,195.98,199.89
68.78956651687622,+1.01560340E+00,+0.478290E-03,199.89,195.98,199.88
69.36366295814514,+1.01549810E+00,+0.478203E-03,199.89,195.98,199.88
69.92291116714478,+1.01538630E+00,+0.478180E-03,199.89,195.98,199.88
70.48902559280396,+1.01531040E+00,+0.478124E-03,199.89,195.98,199.88
71.06200218200684,+1.01518940E+00,+0.478096E-03,199.89,195.98,199.88
71.62305665016174,+1.01509890E+00,+0.478044E-03,199.89,195.98,199.88
72.18932151794434,+1.01501570E+00,+0.478093E-03,199.88,195.98,199.88
72.76287579536438,+1.01493750E+00,+0.477951E-03,199.88,195.98,199.88
73.32244801521301,+1.01481300E+00,+0.477930E-03,199.88,195.98,199.88
73.88836932182312,+1.01473120E+00,+0.477868E-03,199.88,195.98,199.88
74.46329665184021,+1.01461720E+00,+0.477807E-03,199.88,195.98,199.87
75.02288246154785,+1.01451540E+00,+0.477720E-03,199.88,195.98,199.87
75.59369707107544,+1.01442750E+00,+0.477696E-03,199.88,195.98,199.87
76.16281747817993,+1.01431700E+00,+0.477638E-03,199.88,195.98,199.87
76.72850513458252,+1.01422820E+00,+0.477604E-03,199.88,195.97,199.87
77.30490112304688,+1.01413310E+00,+0.477547E-03,199.88,195.97,199.87
77.8888897895813,+1.01402690E+00,+0.477497E-03,199.87,195.97,199.87
78.46432328224182,+1.01391140E+00,+0.477453E-03,199.87,195.97,199.87
79.02489852905273,+1.01381190E+00,+0.477376E-03,199.87,195.97,199.87
79.59085702896118,+1.01372150E+00,+0.477368E-03,199.87,195.97,199.87
80.16492033004761,+1.01363190E+00,+0.477331E-03,199.87,195.97,199.87
80.7456648349762,+1.01353670E+00,+0.477243E-03,199.87,195.97,199.86
81.32658839225769,+1.01343030E+00,+0.477263E-03,199.87,195.97,199.86
81.91014909744263,+1.01334470E+00,+0.477160E-03,199.87,195.97,199.86
82.4889829158783,+1.01323390E+00,+0.477130E-03,199.87,195.97,199.86
83.06545305252075,+1.01313850E+00,+0.477059E-03,199.87,195.97,199.86
83.64603662490845,+1.01302700E+00,+0.477043E-03,199.87,195.97,199.86
84.22598719596863,+1.01294180E+00,+0.476959E-03,199.86,195.97,199.86
84.80592179298401,+1.01282920E+00,+0.476932E-03,199.86,195.97,199.86
85.3908703327179,+1.01273500E+00,+0.476841E-03,199.86,195.97,199.86
85.96501350402832,+1.01262270E+00,+0.476832E-03,199.86,195.97,199.86
86.54603600502014,+1.01253250E+00,+0.476771E-03,199.86,195.97,199.85
87.12592101097107,+1.01242660E+00,+0.476731E-03,199.86,195.97,199.85
87.7049150466919,+1.01233210E+00,+0.476701E-03,199.86,195.97,199.85
88.29013419151306,+1.01234890E+00,+0.476678E-03,199.86,195.96,199.85
89.4269495010376,+1.01219680E+00,+0.476657E-03,199.86,195.96,199.85
90.44560194015503,+1.01204380E+00,+0.476529E-03,199.86,195.96,199.85
91.46615362167358,+1.01187590E+00,+0.476464E-03,199.85,195.96,199.85
92.4889063835144,+1.01170800E+00,+0.476396E-03,199.85,195.96,199.84
93.50603723526001,+1.01153900E+00,+0.476255E-03,199.85,195.96,199.84
94.52524471282959,+1.01136010E+00,+0.476202E-03,199.85,195.96,199.84
