time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+3.41700100E+00,+1.612164E-03,288.87,278.38,288.86
0.6286783218383789,+3.41700100E+00,+1.612151E-03,288.86,278.38,288.85
1.2490813732147217,+3.41699800E+00,+1.612160E-03,288.86,278.38,288.85
1.8691277503967285,+3.41699500E+00,+1.612158E-03,288.86,278.38,288.85
2.497511625289917,+3.41698600E+00,+1.612156E-03,288.86,278.38,288.85
3.111504077911377,+3.41698000E+00,+1.612154E-03,288.86,278.38,288.85
3.7327334880828857,+3.41697200E+00,+1.612160E-03,288.86,278.37,288.85
4.351496696472168,+3.41697200E+00,+1.612150E-03,288.86,278.37,288.85
4.971231698989868,+3.41697200E+00,+1.612148E-03,288.86,278.37,288.85
5.599874496459961,+3.41697200E+00,+1.612147E-03,288.86,278.37,288.85
6.2291295528411865,+3.41696300E+00,+1.612135E-03,288.86,278.37,288.85
6.8505730628967285,+3.41695700E+00,+1.612143E-03,288.85,278.37,288.84
7.47077488899231,+3.41695400E+00,+1.612143E-03,288.85,278.37,288.84
8.099062204360962,+3.41695100E+00,+1.612139E-03,288.85,278.37,288.84
8.731891870498657,+3.41694800E+00,+1.612147E-03,288.85,278.37,288.84
9.350427389144897,+3.41694300E+00,+1.612136E-03,288.85,278.37,288.84
9.972228765487671,+3.41694000E+00,+1.612133E-03,288.85,278.37,288.84
10.600273132324219,+3.41693700E+00,+1.612130E-03,288.85,278.37,288.84
11.23241662979126,+3.41692500E+00,+1.612119E-03,288.85,278.37,288.84
11.852246522903442,+3.41693100E+00,+1.612128E-03,288.85,278.37,288.84
12.473119974136353,+3.41691600E+00,+1.612126E-03,288.85,278.37,288.83
13.10266661643982,+3.41691600E+00,+1.612123E-03,288.85,278.37,288.83
13.733831882476807,+3.41691100E+00,+1.612131E-03,288.84,278.37,288.83
14.354188203811646,+3.41691100E+00,+1.612119E-03,288.84,278.36,288.83
14.973551750183105,+3.41689900E+00,+1.612117E-03,288.84,278.36,288.83
15.602895021438599,+3.41689900E+00,+1.612115E-03,288.84,278.36,288.83
16.234262466430664,+3.41689900E+00,+1.612104E-03,288.84,278.36,288.83
16.85394859313965,+3.41689600E+00,+1.612111E-03,288.84,278.36,288.83
17.473937511444092,+3.41688700E+00,+1.612110E-03,288.84,278.36,288.83
18.1027615070343,+3.41688700E+00,+1.612108E-03,288.84,278.36,288.83
18.735365867614746,+3.41688200E+00,+1.612116E-03,288.84,278.36,288.82
19.355633974075317,+3.41687900E+00,+1.612104E-03,288.84,278.36,288.82
19.97528100013733,+3.41687300E+00,+1.612103E-03,288.84,278.36,288.82
20.60401678085327,+3.41686400E+00,+1.612101E-03,288.83,278.36,288.82
21.235936880111694,+3.41687000E+00,+1.612089E-03,288.83,278.36,288.82
21.855257987976074,+3.41685800E+00,+1.612097E-03,288.83,278.36,288.82
22.476125955581665,+3.41685200E+00,+1.612095E-03,288.83,278.36,288.82
23.104929208755493,+3.41686100E+00,+1.612092E-03,288.83,278.36,288.82
23.737010717391968,+3.41684700E+00,+1.612102E-03,288.83,278.36,288.82
24.35626244544983,+3.41684700E+00,+1.612088E-03,288.83,278.36,288.82
24.977400302886963,+3.41684400E+00,+1.612088E-03,288.83,278.35,288.81
25.605114459991455,+3.41683500E+00,+1.612086E-03,288.83,278.35,288.81
26.23704957962036,+3.41683200E+00,+1.612073E-03,288.83,278.35,288.81
26.858339071273804,+3.41683200E+00,+1.612081E-03,288.83,278.35,288.81
27.504932403564453,+3.41682600E+00,+1.612080E-03,288.83,278.35,288.81
28.137869596481323,+3.41682300E+00,+1.612088E-03,288.82,278.35,288.81
28.757463932037354,+3.41681500E+00,+1.612077E-03,288.82,278.35,288.81
29.407109260559082,+3.41681800E+00,+1.612074E-03,288.82,278.35,288.81
30.03876519203186,+3.41680600E+00,+1.612072E-03,288.82,278.35,288.81
30.678045988082886,+3.41680600E+00,+1.612071E-03,288.82,278.35,288.8
31.317110061645508,+3.41680000E+00,+1.612079E-03,288.82,278.35,288.8
31.95847177505493,+3.41679700E+00,+1.612068E-03,288.82,278.35,288.8
32.60702633857727,+3.41679100E+00,+1.612064E-03,288.82,278.35,288.8
33.237958669662476,+3.41678900E+00,+1.612052E-03,288.82,278.35,288.8
33.85852122306824,+3.41679100E+00,+1.612060E-03,288.82,278.35,288.8
34.50559210777283,+3.41678300E+00,+1.612059E-03,288.81,278.35,288.8
35.137117862701416,+3.41677100E+00,+1.612068E-03,288.81,278.34,288.8
35.757606744766235,+3.41677700E+00,+1.612056E-03,288.81,278.34,288.8
36.40561556816101,+3.41677100E+00,+1.612054E-03,288.81,278.34,288.8
37.037269592285156,+3.41676500E+00,+1.612043E-03,288.81,278.34,288.79
37.65629863739014,+3.41676200E+00,+1.612049E-03,288.81,278.34,288.79
38.276057958602905,+3.41675100E+00,+1.612049E-03,288.81,278.34,288.79
38.9054639339447,+3.41675400E+00,+1.612048E-03,288.81,278.34,288.79
39.53627324104309,+3.41674800E+00,+1.612054E-03,288.81,278.34,288.79
40.1557195186615,+3.41674500E+00,+1.612045E-03,288.81,278.34,288.79
40.77577781677246,+3.41674500E+00,+1.612042E-03,288.8,278.34,288.79
41.40451788902283,+3.41673600E+00,+1.612039E-03,288.8,278.34,288.79
42.035770416259766,+3.41673300E+00,+1.612027E-03,288.8,278.34,288.79
42.65595602989197,+3.41672500E+00,+1.612034E-03,288.8,278.34,288.78
43.27523112297058,+3.41672200E+00,+1.612034E-03,288.8,278.34,288.78
43.90389060974121,+3.41672200E+00,+1.612031E-03,288.8,278.34,288.78
44.535228967666626,+3.41671600E+00,+1.612038E-03,288.8,278.34,288.78
45.155229806900024,+3.41671000E+00,+1.612031E-03,288.8,278.34,288.78
45.77540612220764,+3.41670700E+00,+1.612026E-03,288.8,278.33,288.78
46.40241980552673,+3.41671300E+00,+1.612023E-03,288.79,278.33,288.78
