time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,1.376521,-0.0092E-06NADC,261.48,265
0.6205744743347168,1.376521,+0.0001E-06NADC,261.48,265
1.2394919395446777,1.376521,+0.0001E-06NADC,261.49,265
1.8585045337677002,1.376526,+0.0002E-06NADC,261.49,265
2.4781241416931152,1.376521,+0.0004E-06NADC,261.5,265
3.0982069969177246,1.376532,+0.0096E-06NADC,261.51,265
3.7171056270599365,1.376532,+0.0002E-06NADC,261.51,265
4.336977243423462,1.376526,+0.0002E-06NADC,261.52,265
4.956396818161011,1.376529,+0.0050E-06NADC,261.52,265
5.5751447677612305,1.376529,-0.0021E-06NADC,261.53,265
6.175251722335815,1.376532,-0.0001E-06NADC,261.53,265
6.795469284057617,1.376529,+0.0017E-06NADC,261.53,265
7.39438533782959,1.376535,-0.0079E-06NADC,261.54,265
8.014376640319824,1.376535,-0.0033E-06NADC,261.54,265
8.613638401031494,1.376541,-0.0091E-06NADC,261.55,265
9.233770608901978,1.376535,+0.0002E-06NADC,261.55,265
9.853570222854614,1.376532,+0.0002E-06NADC,261.55,265
10.47220253944397,1.376532,-0.0001E-06NADC,261.55,265
11.092285394668579,1.376532,+0.0003E-06NADC,261.56,265
11.711837530136108,1.376541,+0.0096E-06NADC,261.56,265
12.33125925064087,1.376541,+0.0002E-06NADC,261.56,265
12.951263189315796,1.376541,+0.0001E-06NADC,261.56,265
13.570313453674316,1.376547,+0.0003E-06NADC,261.57,265
14.190189123153687,1.376544,+0.0002E-06NADC,261.57,265
14.809900999069214,1.376544,-0.0091E-06NADC,261.57,265
15.42895770072937,1.376544,+0.0001E-06NADC,261.58,265
16.048109531402588,1.376541,+0.0003E-06NADC,261.58,265
16.667490243911743,1.376541,+0.0002E-06NADC,261.58,265
17.367778778076172,1.376541,+0.0002E-06NADC,261.58,265
17.986222743988037,1.376544,+0.0003E-06NADC,261.59,265
18.610120058059692,1.376553,-0.0090E-06NADC,261.59,265
19.253692865371704,1.37655,+0.0003E-06NADC,261.59,265
20.032408714294434,1.376547,+0.0002E-06NADC,261.6,265
20.663280487060547,1.376555,+0.0005E-06NADC,261.6,265
21.283092737197876,1.376555,+0.0003E-06NADC,261.61,265
21.909613847732544,1.37655,+0.0092E-06NADC,261.61,265
22.521960496902466,1.376561,+0.0016E-06NADC,261.61,265
23.140783548355103,1.376553,+0.0005E-06NADC,261.62,265
23.76085376739502,1.376558,+0.0004E-06NADC,261.62,265
24.379366397857666,1.376555,+0.0002E-06NADC,261.63,265
24.99911379814148,1.376558,+0.0004E-06NADC,261.64,265
25.619435787200928,1.376561,-0.0091E-06NADC,261.64,265
26.238861799240112,1.376561,+0.0002E-06NADC,261.65,265
26.857462406158447,1.376564,+0.0003E-06NADC,261.65,265
27.477381467819214,1.376558,+0.0003E-06NADC,261.66,265
28.09662652015686,1.376561,+0.0002E-06NADC,261.67,265
28.716004133224487,1.376567,+0.0097E-06NADC,261.68,265
29.335259675979614,1.376564,+0.0003E-06NADC,261.68,265
29.9548659324646,1.376573,+0.0003E-06NADC,261.69,265
30.57471537590027,1.376567,+0.0003E-06NADC,261.7,265
