time [s],voltage [V],current [...],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+4.59095900E-0,+15.1989E-06,210.0,217.38,210.0
0.4890258312225342,+4.59050000E-0,+15.1979E-06,210.0,217.38,210.0
0.976325511932373,+4.59038300E-0,+15.2019E-06,210.0,217.38,210.0
1.4491653442382812,+4.59010400E-0,+15.1963E-06,210.0,217.38,210.0
1.9294538497924805,+4.58985400E-0,+15.1954E-06,210.0,217.38,210.0
2.409757614135742,+4.58963900E-0,+15.1947E-06,210.0,217.38,210.0
2.8890268802642822,+4.58915700E-0,+15.1937E-06,210.0,217.38,210.0
3.377943277359009,+4.58897100E-0,+15.1976E-06,210.0,217.38,210.0
3.8493473529815674,+4.58878700E-0,+15.1920E-06,210.0,217.38,210.0
4.329540491104126,+4.58848500E-0,+15.1909E-06,210.0,217.37,210.0
4.809224605560303,+4.58836000E-0,+15.1903E-06,210.0,217.37,210.0
5.289982557296753,+4.58786600E-0,+15.1893E-06,210.0,217.37,210.0
5.777794599533081,+4.58767700E-0,+15.1931E-06,210.0,217.37,210.0
6.250568866729736,+4.58740900E-0,+15.1822E-06,210.0,217.37,210.0
6.749915599822998,+4.58713900E-0,+15.1863E-06,210.0,217.37,210.0
7.230282783508301,+4.58680500E-0,+15.1854E-06,210.0,217.37,210.0
7.7112274169921875,+4.58646500E-0,+15.1844E-06,210.0,217.37,210.0
8.190808296203613,+4.58639800E-0,+15.1837E-06,210.0,217.37,210.0
8.679080486297607,+4.58585700E-0,+15.1826E-06,210.0,217.37,210.0
9.178964614868164,+4.58580200E-0,+15.1817E-06,210.0,217.37,210.0
9.679035425186157,+4.58540700E-0,+15.1760E-06,210.0,217.37,210.0
10.150680541992188,+4.58508400E-0,+15.1800E-06,210.0,217.37,210.0
10.635402202606201,+4.58483400E-0,+15.1791E-06,210.0,217.37,210.0
11.13241195678711,+4.58453400E-0,+15.1776E-06,210.0,217.37,210.0
11.631582260131836,+4.58423500E-0,+15.1768E-06,210.0,217.37,210.0
12.111111879348755,+4.58386900E-0,+15.1758E-06,210.0,217.37,210.0
12.59155797958374,+4.58380500E-0,+15.1750E-06,210.0,217.37,210.0
13.07807970046997,+4.58340100E-0,+15.1692E-06,210.0,217.37,210.0
13.552707195281982,+4.58310100E-0,+15.1732E-06,210.0,217.37,210.0
14.031794786453247,+4.58280800E-0,+15.1723E-06,210.0,217.37,210.0
14.512285470962524,+4.58241200E-0,+15.1712E-06,210.0,217.37,210.0
14.991922378540039,+4.58240900E-0,+15.1705E-06,210.0,217.37,210.0
15.477850675582886,+4.58202600E-0,+15.1646E-06,210.0,217.37,210.0
15.971508264541626,+4.58184800E-0,+15.1686E-06,210.0,217.37,210.0
16.47869062423706,+4.58133100E-0,+15.1677E-06,210.0,217.37,210.0
16.978403329849243,+4.58126100E-0,+15.1666E-06,210.0,217.37,210.0
17.479853868484497,+4.58077300E-0,+15.1655E-06,210.0,217.37,210.0
17.977991104125977,+4.58061600E-0,+15.1697E-06,210.0,217.37,210.0
18.45294451713562,+4.58032800E-0,+15.1639E-06,210.0,217.37,210.0
18.942630529403687,+4.58006600E-0,+15.1630E-06,210.0,217.37,210.0
19.433007955551147,+4.57977600E-0,+15.1622E-06,209.99,217.37,210.0
