time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,1.376256,+0.0005E-06NADC,263.43,260
7.521384954452515,1.376259,+0.0095E-06NADC,263.44,260
8.540624380111694,1.376262,+0.0003E-06NADC,263.44,260
9.561074495315552,1.376262,+0.0001E-06NADC,263.45,260
10.160658836364746,1.376259,+0.0001E-06NADC,263.45,260
10.780272245407104,1.376262,+0.0001E-06NADC,263.46,260
11.400206804275513,1.376265,+0.0003E-06NADC,263.47,260
12.020684719085693,1.376262,+0.0001E-06NADC,263.47,260
12.660320043563843,1.376265,+0.0004E-06NADC,263.48,260
13.280309200286865,1.376265,+0.0000E-06NADC,263.48,260
13.899929285049438,1.376262,+0.0001E-06NADC,263.49,260
14.520001649856567,1.376273,+0.0097E-06NADC,263.5,260
15.139694213867188,1.37627,+0.0001E-06NADC,263.5,260
15.759557962417603,1.37627,-0.0000E-06NADC,263.51,260
16.380470514297485,1.376273,-0.0003E-06NADC,263.51,260
17.000328302383423,1.376268,+0.0001E-06NADC,263.52,260
17.620234727859497,1.376276,-0.0089E-06NADC,263.53,260
18.239784955978394,1.376276,-0.0003E-06NADC,263.53,260
18.859358072280884,1.376276,-0.0003E-06NADC,263.54,260
19.478858709335327,1.376279,+0.0005E-06NADC,263.54,260
20.099322080612183,1.37627,+0.0002E-06NADC,263.55,260
20.718377351760864,1.376282,+0.0091E-06NADC,263.55,260
21.33852195739746,1.376279,+0.0000E-06NADC,263.56,260
21.95994210243225,1.376282,+0.0002E-06NADC,263.56,260
22.578381538391113,1.376276,+0.0001E-06NADC,263.56,260
23.198132514953613,1.376285,-0.0001E-06NADC,263.57,260
23.818052053451538,1.376279,-0.0093E-06NADC,263.57,260
24.43864130973816,1.376285,-0.0000E-06NADC,263.57,260
