time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+3.40057900E+00,+1.604407E-03,284.23,274.53,284.22
1.0166773796081543,+3.40057100E+00,+1.604405E-03,284.23,274.52,284.22
2.0289981365203857,+3.40057100E+00,+1.604403E-03,284.23,274.52,284.22
2.629093647003174,+3.40056200E+00,+1.604393E-03,284.23,274.52,284.22
3.2493813037872314,+3.40056500E+00,+1.604395E-03,284.23,274.52,284.22
3.8698506355285645,+3.40055900E+00,+1.604396E-03,284.23,274.52,284.22
4.49036979675293,+3.40055600E+00,+1.604397E-03,284.22,274.52,284.22
5.1301820278167725,+3.40055300E+00,+1.604400E-03,284.22,274.52,284.22
5.751142263412476,+3.40054700E+00,+1.604396E-03,284.22,274.52,284.22
6.371654987335205,+3.40055000E+00,+1.604391E-03,284.22,274.52,284.21
6.991202354431152,+3.40054200E+00,+1.604390E-03,284.22,274.52,284.21
7.6205010414123535,+3.40053900E+00,+1.604382E-03,284.22,274.51,284.21
8.25217056274414,+3.40053300E+00,+1.604384E-03,284.22,274.51,284.21
8.872488737106323,+3.40053000E+00,+1.604385E-03,284.22,274.51,284.21
9.49204397201538,+3.40052700E+00,+1.604385E-03,284.22,274.51,284.21
10.121421813964844,+3.40052700E+00,+1.604389E-03,284.21,274.51,284.21
10.753052473068237,+3.40052700E+00,+1.604384E-03,284.21,274.51,284.21
11.373071193695068,+3.40052100E+00,+1.604378E-03,284.21,274.51,284.21
11.992890119552612,+3.40051500E+00,+1.604376E-03,284.21,274.51,284.2
12.6227388381958,+3.40051300E+00,+1.604369E-03,284.21,274.51,284.2
13.253315210342407,+3.40050700E+00,+1.604369E-03,284.21,274.51,284.2
13.873862504959106,+3.40051000E+00,+1.604372E-03,284.21,274.5,284.2
14.49372410774231,+3.40050100E+00,+1.604370E-03,284.21,274.5,284.2
15.122835874557495,+3.40050100E+00,+1.604373E-03,284.21,274.5,284.2
15.755155086517334,+3.40049500E+00,+1.604374E-03,284.21,274.5,284.2
16.375232696533203,+3.40049200E+00,+1.604366E-03,284.21,274.5,284.2
16.99519920349121,+3.40049200E+00,+1.604364E-03,284.2,274.5,284.2
17.622108459472656,+3.40048600E+00,+1.604362E-03,284.2,274.5,284.2
18.255136013031006,+3.40047800E+00,+1.604353E-03,284.2,274.5,284.19
18.87565517425537,+3.40047800E+00,+1.604358E-03,284.2,274.5,284.19
19.494565963745117,+3.40047500E+00,+1.604357E-03,284.2,274.5,284.19
20.12350559234619,+3.40047500E+00,+1.604356E-03,284.2,274.5,284.19
20.756017923355103,+3.40046900E+00,+1.604364E-03,284.2,274.49,284.19
21.375986576080322,+3.40046600E+00,+1.604352E-03,284.2,274.49,284.19
21.99829888343811,+3.40046300E+00,+1.604350E-03,284.2,274.49,284.19
22.6362783908844,+3.40046000E+00,+1.604339E-03,284.2,274.49,284.19
23.27642059326172,+3.40045400E+00,+1.604347E-03,284.2,274.49,284.19
23.89627194404602,+3.40044600E+00,+1.604345E-03,284.2,274.49,284.18
24.526333332061768,+3.40045100E+00,+1.604344E-03,284.19,274.49,284.18
25.158483266830444,+3.40044300E+00,+1.604343E-03,284.19,274.49,284.18
25.7972993850708,+3.40044600E+00,+1.604341E-03,284.19,274.49,284.18
26.425729036331177,+3.40044000E+00,+1.604339E-03,284.19,274.49,284.18
27.05715560913086,+3.40043400E+00,+1.604337E-03,284.19,274.49,284.18
27.69713282585144,+3.40043400E+00,+1.604337E-03,284.19,274.48,284.18
28.32786536216736,+3.40042800E+00,+1.604335E-03,284.19,274.48,284.18
28.958364009857178,+3.40042500E+00,+1.604330E-03,284.19,274.48,284.18
29.627137660980225,+3.40041700E+00,+1.604329E-03,284.19,274.48,284.18
30.258269786834717,+3.40041400E+00,+1.604329E-03,284.19,274.48,284.17
30.896985292434692,+3.40041400E+00,+1.604327E-03,284.19,274.48,284.17
31.527915716171265,+3.40040500E+00,+1.604327E-03,284.19,274.48,284.17
32.15905284881592,+3.40041100E+00,+1.604325E-03,284.18,274.48,284.17
32.799134254455566,+3.40039900E+00,+1.604323E-03,284.18,274.48,284.17
33.439130783081055,+3.40039300E+00,+1.604312E-03,284.18,274.48,284.17
34.07927846908569,+3.40039600E+00,+1.604321E-03,284.18,274.47,284.17
34.72767496109009,+3.40039000E+00,+1.604318E-03,284.18,274.47,284.17
35.36016011238098,+3.40038700E+00,+1.604316E-03,284.18,274.47,284.17
36.00065302848816,+3.40039000E+00,+1.604314E-03,284.18,274.47,284.16
36.641196489334106,+3.40038500E+00,+1.604303E-03,284.18,274.47,284.16
37.281246185302734,+3.40037900E+00,+1.604311E-03,284.18,274.47,284.16
37.92712736129761,+3.40037900E+00,+1.604310E-03,284.18,274.47,284.16
38.5621395111084,+3.40037600E+00,+1.604307E-03,284.17,274.47,284.16
39.20167660713196,+3.40037000E+00,+1.604307E-03,284.17,274.47,284.16
39.827168464660645,+3.40036700E+00,+1.604306E-03,284.17,274.47,284.16
