time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,0.3159927,+104.6430E-06NADC,217.9,225.71,293
0.564051628112793,0.316192,+104.7121E-06NADC,217.83,225.72,293
1.1251778602600098,0.3163877,+104.7771E-06NADC,217.77,225.72,293
1.6879675388336182,0.3165797,+104.8404E-06NADC,217.69,225.72,293
2.2443113327026367,0.3167694,+104.9022E-06NADC,217.62,225.72,293
2.8122758865356445,0.3169585,+104.9617E-06NADC,217.54,225.72,293
3.364309072494507,0.3171432,+105.0248E-06NADC,217.44,225.72,293
3.9242725372314453,0.3173233,+105.0898E-06NADC,217.37,225.72,293
4.484453201293945,0.3175014,+105.1426E-06NADC,217.27,225.71,293
5.044353485107422,0.317673,+105.1993E-06NADC,217.2,225.71,293
5.612216472625732,0.3178449,+105.2557E-06NADC,217.11,225.71,293
6.164285182952881,0.3180122,+105.3095E-06NADC,217.03,225.7,293
6.7241599559783936,0.3181725,+105.3688E-06NADC,216.96,225.7,293
7.283210515975952,0.3183316,+105.4149E-06NADC,216.9,225.69,293
7.84411883354187,0.3184858,+105.4652E-06NADC,216.85,225.69,293
8.41168999671936,0.3186379,+105.5151E-06NADC,216.81,225.68,293
8.963728189468384,0.3187863,+105.5651E-06NADC,216.78,225.68,293
9.523315191268921,0.3189318,+105.6171E-06NADC,216.77,225.67,293
10.083219766616821,0.3190749,+105.6596E-06NADC,216.77,225.67,293
10.642383098602295,0.3192172,+105.7076E-06NADC,216.78,225.67,293
11.210851669311523,0.3193603,+105.7536E-06NADC,216.81,225.67,293
11.762239217758179,0.3195034,+105.8007E-06NADC,216.86,225.66,293
12.322036266326904,0.3196454,+105.8548E-06NADC,216.91,225.66,293
12.882382154464722,0.3197911,+105.8971E-06NADC,216.99,225.67,293
13.442245244979858,0.3199375,+105.9462E-06NADC,217.06,225.67,293
14.001389265060425,0.320089,+105.9965E-06NADC,217.17,225.67,293
14.56319260597229,0.3202441,+106.0488E-06NADC,217.29,225.67,293
15.120284080505371,0.3204023,+106.1070E-06NADC,217.39,225.68,293
15.680477380752563,0.3205658,+106.1544E-06NADC,217.54,225.69,293
16.260237455368042,0.320738,+106.2151E-06NADC,217.69,225.69,293
16.8202383518219,0.3209172,+106.2702E-06NADC,217.83,225.7,293
