time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K],heater [%]
0.0,+3.42468400E+00,+1.615798E-03,289.88,278.93,289.85
0.628117561340332,+3.42468100E+00,+1.615795E-03,289.88,278.93,289.85
1.248497486114502,+3.42467800E+00,+1.615804E-03,289.88,278.93,289.85
1.8769938945770264,+3.42466900E+00,+1.615792E-03,289.88,278.93,289.85
2.509350061416626,+3.42467200E+00,+1.615788E-03,289.88,278.93,289.85
3.1293790340423584,+3.42465500E+00,+1.615788E-03,289.87,278.93,289.85
3.7493157386779785,+3.42466000E+00,+1.615774E-03,289.87,278.93,289.85
4.378045558929443,+3.42465500E+00,+1.615783E-03,289.87,278.93,289.85
5.010582685470581,+3.42465200E+00,+1.615781E-03,289.87,278.93,289.86
5.631194114685059,+3.42464300E+00,+1.615779E-03,289.87,278.93,289.86
6.251516103744507,+3.42464000E+00,+1.615786E-03,289.87,278.93,289.86
6.876734733581543,+3.42463700E+00,+1.615774E-03,289.87,278.93,289.86
7.491350173950195,+3.42463100E+00,+1.615772E-03,289.87,278.93,289.86
8.112109661102295,+3.42462800E+00,+1.615770E-03,289.87,278.93,289.86
8.752240180969238,+3.42462600E+00,+1.615766E-03,289.87,278.93,289.86
9.393343210220337,+3.42461400E+00,+1.615765E-03,289.86,278.93,289.86
10.03330945968628,+3.42461400E+00,+1.615772E-03,289.86,278.93,289.86
10.677380561828613,+3.42461100E+00,+1.615760E-03,289.86,278.93,289.87
11.314932823181152,+3.42460500E+00,+1.615758E-03,289.86,278.93,289.87
11.954411268234253,+3.42459600E+00,+1.615756E-03,289.86,278.93,289.87
12.595201969146729,+3.42459100E+00,+1.615754E-03,289.86,278.93,289.87
13.235229730606079,+3.42458800E+00,+1.615761E-03,289.86,278.93,289.87
13.87699580192566,+3.42458500E+00,+1.615751E-03,289.86,278.92,289.87
14.516120672225952,+3.42458200E+00,+1.615749E-03,289.86,278.92,289.87
15.15719485282898,+3.42458200E+00,+1.615746E-03,289.86,278.92,289.87
15.79677414894104,+3.42457300E+00,+1.615745E-03,289.86,278.92,289.87
16.436688899993896,+3.42456700E+00,+1.615743E-03,289.86,278.92,289.87
