time [s],voltage [V],current [...],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+3.45372300E+00,+1.629553E-03,287.4,297.55,290.0
0.6282846927642822,+3.45371700E+00,+1.629560E-03,287.42,297.54,290.0
1.2555012702941895,+3.45370800E+00,+1.629546E-03,287.43,297.53,290.0
1.8891792297363281,+3.45370000E+00,+1.629541E-03,287.44,297.52,290.0
2.5089309215545654,+3.45369100E+00,+1.629537E-03,287.46,297.5,290.0
3.1291496753692627,+3.45368200E+00,+1.629522E-03,287.47,297.49,290.0
3.7564480304718018,+3.45367900E+00,+1.629529E-03,287.49,297.48,290.0
4.389972686767578,+3.45367000E+00,+1.629526E-03,287.5,297.47,290.0
5.010427474975586,+3.45365900E+00,+1.629523E-03,287.52,297.46,290.0
5.629971027374268,+3.45365300E+00,+1.629529E-03,287.53,297.45,290.0
6.256037712097168,+3.45364400E+00,+1.629515E-03,287.55,297.44,290.0
6.890090465545654,+3.45363800E+00,+1.629512E-03,287.56,297.42,290.0
7.510342597961426,+3.45362400E+00,+1.629506E-03,287.57,297.41,290.0
8.130033254623413,+3.45362100E+00,+1.629493E-03,287.59,297.4,290.0
8.75678014755249,+3.45360900E+00,+1.629499E-03,287.6,297.39,290.0
9.393285989761353,+3.45360400E+00,+1.629493E-03,287.62,297.38,290.0
