time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,1.366782,+0.0001E-06NADC,241.76,240
0.6192872524261475,1.366822,+0.0002E-06NADC,241.66,240
3.1983895301818848,1.366828,+0.0001E-06NADC,241.63,240
3.8180179595947266,1.366834,+0.0002E-06NADC,241.61,240
4.437429904937744,1.366843,+0.0000E-06NADC,241.58,240
5.059403419494629,1.366849,-0.0089E-06NADC,241.55,240
5.6802661418914795,1.366857,-0.0000E-06NADC,241.53,240
6.2976601123809814,1.366866,+0.0000E-06NADC,241.5,240
6.91794753074646,1.366869,+0.0002E-06NADC,241.47,240
7.536555528640747,1.366878,-0.0003E-06NADC,241.45,240
8.156544923782349,1.366889,+0.0093E-06NADC,241.41,240
8.778698205947876,1.366895,+0.0007E-06NADC,241.39,240
9.396761655807495,1.366901,+0.0002E-06NADC,241.36,240
10.016323328018188,1.36691,+0.0001E-06NADC,241.33,240
10.63607668876648,1.366915,+0.0002E-06NADC,241.3,240
11.25534963607788,1.366927,-0.0081E-06NADC,241.27,240
11.878823280334473,1.366933,+0.0002E-06NADC,241.23,240
12.734365224838257,1.366939,+0.0051E-06NADC,241.18,240
13.778666496276855,1.366956,+0.0090E-06NADC,241.13,240
14.793788433074951,1.366971,+0.0002E-06NADC,241.08,240
15.813830375671387,1.366985,+0.0003E-06NADC,241.03,240
16.83286952972412,1.366988,+0.0000E-06NADC,241.0,240
17.453578233718872,1.366991,+0.0000E-06NADC,240.97,240
18.079259395599365,1.367,-0.0092E-06NADC,240.94,240
18.692514896392822,1.367009,+0.0001E-06NADC,240.91,240
19.312487840652466,1.367014,+0.0002E-06NADC,240.88,240
19.93265175819397,1.367017,+0.0002E-06NADC,240.85,240
20.551897048950195,1.367032,+0.0001E-06NADC,240.82,240
21.178716897964478,1.367032,+0.0002E-06NADC,240.79,240
21.812338829040527,1.367046,+0.0001E-06NADC,240.76,240
22.431279182434082,1.367049,+0.0001E-06NADC,240.73,240
23.051462411880493,1.367055,+0.0003E-06NADC,240.69,240
23.678723335266113,1.367058,+0.0001E-06NADC,240.66,240
24.310937881469727,1.367073,+0.0001E-06NADC,240.64,240
24.930567264556885,1.367078,+0.0001E-06NADC,240.61,240
25.55045199394226,1.367081,-0.0000E-06NADC,240.57,240
26.178364276885986,1.367093,+0.0000E-06NADC,240.55,240
26.810783624649048,1.367102,-0.0000E-06NADC,240.52,240
27.431044101715088,1.367107,+0.0001E-06NADC,240.49,240
28.0504367351532,1.367113,+0.0002E-06NADC,240.46,240
28.67701768875122,1.367122,+0.0000E-06NADC,240.43,240
