time [s],voltage [V],current [...],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+4.34703900E-02,+14.3918E-06,210.0,217.14,210.0
0.4886901378631592,+4.34699600E-02,+14.3870E-06,210.0,217.14,210.0
0.9684491157531738,+4.34698400E-02,+14.3917E-06,210.0,217.14,210.0
1.4483022689819336,+4.34695500E-02,+14.3915E-06,210.0,217.14,210.0
1.930523157119751,+4.34687100E-02,+14.3915E-06,210.0,217.14,210.0
2.407701253890991,+4.34710900E-02,+14.3917E-06,210.0,217.14,210.0
2.8878045082092285,+4.34693500E-02,+14.3870E-06,210.0,217.14,210.0
3.367825984954834,+4.34698100E-02,+14.3916E-06,210.0,217.14,210.0
3.847719669342041,+4.34693700E-02,+14.3918E-06,210.0,217.14,210.0
4.331532001495361,+4.34696400E-02,+14.3916E-06,210.0,217.14,210.0
4.833082675933838,+4.34700100E-02,+14.3917E-06,210.0,217.14,210.0
5.331201553344727,+4.34690000E-02,+14.3915E-06,210.0,217.14,210.0
5.806838274002075,+4.34704200E-02,+14.3915E-06,210.0,217.14,210.0
6.285887002944946,+4.34701600E-02,+14.3870E-06,210.0,217.14,210.0
6.765612363815308,+4.34701600E-02,+14.3917E-06,210.0,217.14,210.0
7.245502948760986,+4.34701000E-02,+14.3917E-06,210.0,217.14,210.0
7.73122501373291,+4.34690300E-02,+14.3917E-06,210.0,217.14,210.0
8.205419063568115,+4.34716100E-02,+14.3919E-06,210.0,217.14,210.0
8.686112642288208,+4.34702800E-02,+14.3871E-06,210.0,217.14,210.0
9.165421962738037,+4.34698400E-02,+14.3916E-06,210.0,217.14,210.0
9.645465612411499,+4.34699000E-02,+14.3920E-06,210.01,217.14,210.0
10.130837678909302,+4.34690800E-02,+14.3918E-06,210.01,217.14,210.0
10.606048107147217,+4.34711200E-02,+14.3920E-06,210.01,217.14,210.0
11.086093425750732,+4.34706800E-02,+14.3873E-06,210.01,217.14,210.0
11.565054655075073,+4.34703300E-02,+14.3919E-06,210.01,217.14,210.0
12.045340776443481,+4.34701000E-02,+14.3918E-06,210.01,217.14,210.0
12.530793190002441,+4.34691100E-02,+14.3918E-06,210.01,217.14,210.0
13.005757570266724,+4.34712900E-02,+14.3918E-06,210.01,217.14,210.0
13.484541416168213,+4.34700100E-02,+14.3871E-06,210.01,217.14,210.0
13.964959621429443,+4.34695500E-02,+14.3915E-06,210.01,217.14,210.0
14.444474935531616,+4.34695500E-02,+14.3916E-06,210.01,217.14,210.0
14.930638790130615,+4.34694600E-02,+14.3913E-06,210.01,217.14,210.0
15.431970357894897,+4.34691100E-02,+14.3915E-06,210.01,217.14,210.0
15.930758237838745,+4.34677200E-02,+14.3914E-06,210.0,217.14,210.0
16.403489112854004,+4.34697800E-02,+14.3914E-06,210.0,217.14,210.0
16.883124351501465,+4.34685900E-02,+14.3866E-06,210.0,217.14,210.0
17.36347770690918,+4.34679800E-02,+14.3910E-06,210.0,217.14,210.0
17.84427809715271,+4.34684400E-02,+14.3910E-06,210.0,217.14,210.0
18.33079195022583,+4.34661800E-02,+14.3906E-06,210.0,217.14,210.0
18.83207654953003,+4.34676900E-02,+14.3909E-06,210.0,217.14,210.0
19.33066725730896,+4.34672200E-02,+14.3904E-06,210.0,217.14,210.0
