time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+3.40145500E+00,+1.604828E-03,284.49,274.77,284.48
0.6318011283874512,+3.40144900E+00,+1.604817E-03,284.49,274.77,284.48
1.260223627090454,+3.40145200E+00,+1.604815E-03,284.48,274.77,284.48
1.8925342559814453,+3.40144600E+00,+1.604814E-03,284.48,274.77,284.48
2.5120410919189453,+3.40144000E+00,+1.604802E-03,284.48,274.77,284.48
3.1313676834106445,+3.40143100E+00,+1.604809E-03,284.48,274.77,284.47
3.759413003921509,+3.40143700E+00,+1.604808E-03,284.48,274.77,284.47
4.391303539276123,+3.40142900E+00,+1.604807E-03,284.48,274.76,284.47
5.011930227279663,+3.40142900E+00,+1.604815E-03,284.48,274.76,284.47
5.63270902633667,+3.40143100E+00,+1.604804E-03,284.48,274.76,284.47
6.2605626583099365,+3.40142300E+00,+1.604803E-03,284.48,274.76,284.47
6.892140865325928,+3.40141400E+00,+1.604801E-03,284.48,274.76,284.47
7.512312650680542,+3.40141100E+00,+1.604789E-03,284.47,274.76,284.47
8.13283896446228,+3.40141400E+00,+1.604798E-03,284.47,274.76,284.47
8.762030839920044,+3.40141100E+00,+1.604796E-03,284.47,274.76,284.47
9.392432928085327,+3.40140200E+00,+1.604793E-03,284.47,274.76,284.46
10.011914014816284,+3.40140500E+00,+1.604801E-03,284.47,274.76,284.46
10.631536483764648,+3.40139400E+00,+1.604790E-03,284.47,274.75,284.46
11.262091398239136,+3.40139400E+00,+1.604790E-03,284.47,274.75,284.46
11.891190767288208,+3.40138800E+00,+1.604786E-03,284.47,274.75,284.46
12.511115789413452,+3.40138800E+00,+1.604776E-03,284.47,274.75,284.46
13.158884763717651,+3.40138800E+00,+1.604783E-03,284.47,274.75,284.46
13.792865514755249,+3.40137600E+00,+1.604779E-03,284.47,274.75,284.46
14.411150932312012,+3.40137600E+00,+1.604779E-03,284.46,274.75,284.46
15.10429859161377,+3.40137000E+00,+1.604769E-03,284.46,274.75,284.45
15.730320453643799,+3.40136700E+00,+1.604775E-03,284.46,274.75,284.45
16.359217882156372,+3.40136700E+00,+1.604775E-03,284.46,274.75,284.45
16.990311861038208,+3.40136200E+00,+1.604774E-03,284.46,274.74,284.45
17.610313177108765,+3.40135600E+00,+1.604775E-03,284.46,274.74,284.45
18.229975938796997,+3.40135300E+00,+1.604779E-03,284.46,274.74,284.45
