time [s],voltage [V],current [...],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+4.36463200E-0,+14.4498E-06,210.0,217.17,210.0
0.48807811737060547,+4.36447800E-0,+14.4447E-06,210.0,217.17,210.0
0.9750456809997559,+4.36448100E-0,+14.4492E-06,210.0,217.17,210.0
1.4478843212127686,+4.36437400E-0,+14.4492E-06,210.0,217.17,210.0
1.928039789199829,+4.36420500E-0,+14.4490E-06,210.0,217.17,210.0
2.4081921577453613,+4.36433600E-0,+14.4491E-06,210.0,217.17,210.0
2.8868391513824463,+4.36422000E-0,+14.4440E-06,210.0,217.17,210.0
3.374039888381958,+4.36419300E-0,+14.4485E-06,210.0,217.17,210.0
3.847992420196533,+4.36411200E-0,+14.4486E-06,210.0,217.17,210.0
4.327005386352539,+4.36398400E-0,+14.4486E-06,210.0,217.17,210.0
4.807093143463135,+4.36414700E-0,+14.4483E-06,210.0,217.17,210.0
5.287035703659058,+4.36400100E-0,+14.4476E-06,210.0,217.17,210.0
5.786229848861694,+4.36396700E-0,+14.4527E-06,210.0,217.17,210.0
6.2738025188446045,+4.36389100E-0,+14.4479E-06,210.0,217.17,210.0
6.72614860534668,+4.36378100E-0,+14.4476E-06,210.0,217.17,210.0
7.2055823802948,+4.36393200E-0,+14.4477E-06,210.0,217.17,210.0
7.686117887496948,+4.36382100E-0,+14.4429E-06,210.0,217.17,210.0
8.174350023269653,+4.36375700E-0,+14.4474E-06,210.0,217.17,210.0
8.645472049713135,+4.36371100E-0,+14.4474E-06,210.0,217.17,210.0
9.125348091125488,+4.36359700E-0,+14.4470E-06,210.0,217.17,210.0
9.605232000350952,+4.36373700E-0,+14.4469E-06,210.0,217.17,210.0
10.085121154785156,+4.36355400E-0,+14.4421E-06,210.0,217.17,210.0
10.574049234390259,+4.36349000E-0,+14.4465E-06,210.0,217.17,210.0
11.04412317276001,+4.36351000E-0,+14.4461E-06,210.0,217.17,210.0
11.55441665649414,+4.36343500E-0,+14.4465E-06,210.0,217.17,210.0
12.042969226837158,+4.36340000E-0,+14.4464E-06,210.0,217.17,210.0
12.523838996887207,+4.36328100E-0,+14.4464E-06,210.0,217.17,210.0
13.0041823387146,+4.36346700E-0,+14.4459E-06,210.0,217.17,210.0
13.483925104141235,+4.36330100E-0,+14.4413E-06,210.0,217.17,210.0
13.97079062461853,+4.36322800E-0,+14.4456E-06,210.0,217.17,210.0
14.442867755889893,+4.36322500E-0,+14.4451E-06,210.0,217.17,210.0
