time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,0.21036,+69.6489E-06NADC,214.4,223.8,214.42
0.5889308452606201,0.2104094,+69.6709E-06NADC,214.4,223.8,214.42
1.169349193572998,0.2104603,+69.6877E-06NADC,214.4,223.8,214.42
1.7442469596862793,0.2105098,+69.7040E-06NADC,214.4,223.8,214.42
2.312197685241699,0.2105601,+69.7263E-06NADC,214.4,223.8,214.43
2.8839640617370605,0.210609,+69.7370E-06NADC,214.4,223.8,214.43
3.443162441253662,0.2106578,+69.7534E-06NADC,214.4,223.8,214.43
4.012822151184082,0.2107093,+69.7655E-06NADC,214.41,223.8,214.43
4.583251714706421,0.21076,+69.7873E-06NADC,214.41,223.8,214.43
5.14338755607605,0.2108109,+69.8038E-06NADC,214.41,223.8,214.43
5.711809158325195,0.2108618,+69.8258E-06NADC,214.41,223.8,214.43
6.283242702484131,0.2109115,+69.8374E-06NADC,214.41,223.81,214.43
6.842877388000488,0.210961,+69.8542E-06NADC,214.41,223.81,214.43
7.4108781814575195,0.2110142,+69.8662E-06NADC,214.41,223.81,214.43
7.981966733932495,0.2110648,+69.8883E-06NADC,214.42,223.81,214.44
8.54172134399414,0.2111163,+69.9048E-06NADC,214.42,223.81,214.44
9.1100013256073,0.2111672,+69.9278E-06NADC,214.42,223.81,214.44
9.681677341461182,0.2112176,+69.9390E-06NADC,214.42,223.81,214.44
10.24152135848999,0.2112667,+69.9553E-06NADC,214.42,223.81,214.44
10.811899185180664,0.2113211,+69.9685E-06NADC,214.42,223.82,214.44
11.381113290786743,0.2113712,+69.9898E-06NADC,214.42,223.82,214.44
11.941116571426392,0.2114224,+70.0065E-06NADC,214.42,223.82,214.44
12.500844240188599,0.2114739,+70.0283E-06NADC,214.43,223.82,214.44
13.080144166946411,0.2115236,+70.0403E-06NADC,214.43,223.82,214.44
13.642231702804565,0.2115745,+70.0569E-06NADC,214.43,223.82,214.44
14.2000093460083,0.2116266,+70.0700E-06NADC,214.43,223.82,214.45
14.78092646598816,0.2116775,+70.0914E-06NADC,214.43,223.82,214.45
15.340844869613647,0.2117287,+70.1082E-06NADC,214.43,223.82,214.45
15.899870872497559,0.2117814,+70.1309E-06NADC,214.43,223.83,214.45
16.479870319366455,0.2118317,+70.1426E-06NADC,214.44,223.83,214.45
17.039356231689453,0.211882,+70.1592E-06NADC,214.44,223.83,214.45
17.599955558776855,0.2119361,+70.1728E-06NADC,214.44,223.83,214.45
18.179396390914917,0.2119876,+70.1940E-06NADC,214.44,223.83,214.45
18.738986015319824,0.2120382,+70.2119E-06NADC,214.44,223.83,214.45
19.299112558364868,0.2120923,+70.2326E-06NADC,214.44,223.83,214.45
19.87929606437683,0.2121427,+70.2458E-06NADC,214.44,223.83,214.46
20.439078092575073,0.2121947,+70.2599E-06NADC,214.45,223.83,214.46
20.998283624649048,0.2122489,+70.2803E-06NADC,214.45,223.84,214.46
21.578523635864258,0.2123012,+70.2980E-06NADC,214.45,223.84,214.46
22.13836693763733,0.212353,+70.3198E-06NADC,214.45,223.84,214.46
22.699004650115967,0.2124054,+70.3324E-06NADC,214.45,223.84,214.46
23.278803825378418,0.2124569,+70.3499E-06NADC,214.45,223.84,214.46
23.838284730911255,0.2125089,+70.3615E-06NADC,214.45,223.84,214.46
24.398306131362915,0.2125619,+70.3844E-06NADC,214.46,223.84,214.46
24.97835636138916,0.2126142,+70.4015E-06NADC,214.46,223.84,214.46
25.538105010986328,0.2126646,+70.4242E-06NADC,214.46,223.84,214.46
26.09783124923706,0.2127181,+70.4360E-06NADC,214.46,223.85,214.47
26.676499366760254,0.2127696,+70.4534E-06NADC,214.46,223.85,214.47
27.2361798286438,0.2128222,+70.4728E-06NADC,214.46,223.85,214.47
27.95478057861328,0.2128918,+70.4935E-06NADC,214.46,223.85,214.47
28.521443843841553,0.2129418,+70.5099E-06NADC,214.47,223.85,214.47
29.077090978622437,0.2129916,+70.5271E-06NADC,214.47,223.85,214.47
29.636949062347412,0.213043,+70.5395E-06NADC,214.47,223.85,214.47
30.19581174850464,0.2130957,+70.5610E-06NADC,214.47,223.85,214.47
30.756510257720947,0.2131475,+70.5782E-06NADC,214.47,223.85,214.47
31.32053017616272,0.2131978,+70.5957E-06NADC,214.47,223.85,214.47
31.875952005386353,0.2132484,+70.6127E-06NADC,214.47,223.85,214.48
