time [s],voltage [V],current [...],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+1.29690900E+0,+0.612030E-03,298.62,249.16,295.0
0.628105878829956,+1.29837100E+0,+0.612717E-03,298.52,249.19,295.0
1.2475996017456055,+1.29978500E+0,+0.613372E-03,298.41,249.23,295.0
1.8758957386016846,+1.30122100E+0,+0.614040E-03,298.29,249.26,295.0
2.50728440284729,+1.30257100E+0,+0.614674E-03,298.17,249.3,295.0
3.1268999576568604,+1.30389100E+0,+0.615282E-03,298.06,249.32,295.0
3.7474560737609863,+1.30518800E+0,+0.615897E-03,297.94,249.35,295.0
4.3745503425598145,+1.30648800E+0,+0.616506E-03,297.8,249.39,295.0
5.00710129737854,+1.30772100E+0,+0.617082E-03,297.68,249.41,295.0
5.627956390380859,+1.30891900E+0,+0.617658E-03,297.56,249.44,295.0
6.24766731262207,+1.31010500E+0,+0.618197E-03,297.43,249.46,295.0
6.875549793243408,+1.31128900E+0,+0.618752E-03,297.28,249.49,295.0
7.5073113441467285,+1.31240800E+0,+0.619278E-03,297.16,249.52,295.0
8.12699031829834,+1.31351000E+0,+0.619781E-03,297.03,249.54,295.0
8.747934341430664,+1.31458600E+0,+0.620293E-03,296.9,249.56,295.0
9.375125169754028,+1.31566200E+0,+0.620798E-03,296.75,249.58,295.0
10.006745338439941,+1.31668600E+0,+0.621278E-03,296.62,249.6,295.0
10.626824617385864,+1.31768300E+0,+0.621757E-03,296.49,249.62,295.0
11.247504949569702,+1.31866900E+0,+0.622203E-03,296.37,249.64,295.0
11.875661134719849,+1.31964300E+0,+0.622664E-03,296.22,249.67,295.0
12.506876945495605,+1.32058300E+0,+0.623099E-03,296.1,249.69,295.0
13.125979900360107,+1.32149000E+0,+0.623510E-03,295.98,249.7,295.0
13.746880531311035,+1.32236200E+0,+0.623929E-03,295.86,249.72,295.0
14.375110149383545,+1.32323800E+0,+0.624337E-03,295.72,249.74,295.0
15.006633281707764,+1.32405800E+0,+0.624721E-03,295.61,249.76,295.0
15.627436399459839,+1.32485100E+0,+0.625101E-03,295.5,249.78,295.0
16.246946334838867,+1.32562500E+0,+0.625447E-03,295.39,249.79,295.0
16.87560796737671,+1.32638700E+0,+0.625803E-03,295.27,249.81,295.0
17.50706458091736,+1.32709100E+0,+0.626131E-03,295.17,249.83,295.0
18.127041578292847,+1.32776800E+0,+0.626436E-03,295.07,249.85,295.0
18.7463481426239,+1.32842500E+0,+0.626750E-03,294.98,249.87,295.0
19.374645471572876,+1.32907100E+0,+0.627048E-03,294.88,249.89,295.0
20.005922555923462,+1.32967300E+0,+0.627329E-03,294.8,249.91,295.0
20.626970291137695,+1.33023700E+0,+0.627604E-03,294.72,249.92,295.0
21.246237993240356,+1.33079200E+0,+0.627849E-03,294.65,249.94,295.0
21.8766131401062,+1.33133300E+0,+0.628099E-03,294.57,249.96,295.0
22.50690460205078,+1.33182800E+0,+0.628333E-03,294.51,249.98,295.0
23.126549243927002,+1.33231300E+0,+0.628545E-03,294.45,250.0,295.0
23.745929479599,+1.33276400E+0,+0.628766E-03,294.4,250.02,295.0
24.374851942062378,+1.33321800E+0,+0.628974E-03,294.35,250.04,295.0
25.006922960281372,+1.33363400E+0,+0.629169E-03,294.32,250.06,295.0
25.626660108566284,+1.33403500E+0,+0.629365E-03,294.28,250.08,295.0
26.246436595916748,+1.33441300E+0,+0.629532E-03,294.26,250.1,295.0
26.875664949417114,+1.33479400E+0,+0.629709E-03,294.23,250.13,295.0
27.506579637527466,+1.33514300E+0,+0.629871E-03,294.22,250.15,295.0
28.126479625701904,+1.33548000E+0,+0.630018E-03,294.21,250.17,295.0
28.746513843536377,+1.33580900E+0,+0.630183E-03,294.21,250.2,295.0
29.386619567871094,+1.33612900E+0,+0.630328E-03,294.22,250.22,295.0
30.0059974193573,+1.33642200E+0,+0.630466E-03,294.23,250.25,295.0
30.62668228149414,+1.33670700E+0,+0.630610E-03,294.24,250.27,295.0
31.246604204177856,+1.33698100E+0,+0.630729E-03,294.27,250.3,295.0
31.875687837600708,+1.33725700E+0,+0.630856E-03,294.3,250.33,295.0
32.50587010383606,+1.33751000E+0,+0.630973E-03,294.33,250.35,295.0
33.12582325935364,+1.33776000E+0,+0.631078E-03,294.37,250.38,295.0
33.746230125427246,+1.33799000E+0,+0.631198E-03,294.41,250.41,295.0
34.37483596801758,+1.33823700E+0,+0.631309E-03,294.46,250.44,295.0
35.00608253479004,+1.33845800E+0,+0.631412E-03,294.51,250.47,295.0
35.625611782073975,+1.33867300E+0,+0.631523E-03,294.57,250.49,295.0
36.2458610534668,+1.33888000E+0,+0.631613E-03,294.62,250.52,295.0
36.87590289115906,+1.33908900E+0,+0.631711E-03,294.7,250.56,295.0
37.50578784942627,+1.33928700E+0,+0.631803E-03,294.76,250.59,295.0
38.12543487548828,+1.33948200E+0,+0.631884E-03,294.83,250.62,295.0
38.74626040458679,+1.33967100E+0,+0.631982E-03,294.9,250.65,295.0
39.37495541572571,+1.33985700E+0,+0.632072E-03,294.99,250.69,295.0
40.00582480430603,+1.34004000E+0,+0.632156E-03,295.07,250.72,295.0
40.62548542022705,+1.34022300E+0,+0.632247E-03,295.15,250.75,295.0
41.24497175216675,+1.34039500E+0,+0.632321E-03,295.23,250.78,295.0
41.875765323638916,+1.34056600E+0,+0.632400E-03,295.32,250.82,295.0
42.50601291656494,+1.34073200E+0,+0.632479E-03,295.41,250.86,295.0
43.12586236000061,+1.34089800E+0,+0.632552E-03,295.49,250.89,295.0
43.746214389801025,+1.34106300E+0,+0.632629E-03,295.58,250.93,295.0
44.37463903427124,+1.34122900E+0,+0.632711E-03,295.68,250.97,295.0
45.00603938102722,+1.34137800E+0,+0.632784E-03,295.77,251.0,295.0
45.62663674354553,+1.34153700E+0,+0.632858E-03,295.85,251.04,295.0
46.24638485908508,+1.34169700E+0,+0.632938E-03,295.94,251.07,295.0
46.87551188468933,+1.34184900E+0,+0.633002E-03,296.04,251.11,295.0
47.50638771057129,+1.34199700E+0,+0.633074E-03,296.12,251.15,295.0
48.12706637382507,+1.34214200E+0,+0.633134E-03,296.2,251.18,295.0
48.775004386901855,+1.34229900E+0,+0.633216E-03,296.3,251.23,295.0
49.406574726104736,+1.34244800E+0,+0.633283E-03,296.38,251.26,295.0
50.027008056640625,+1.34258400E+0,+0.633352E-03,296.45,251.3,295.0
50.64706373214722,+1.34272700E+0,+0.633428E-03,296.53,251.33,295.0
51.274876832962036,+1.34287800E+0,+0.633486E-03,296.61,251.37,295.0
51.90724802017212,+1.34301200E+0,+0.633552E-03,296.68,251.41,295.0
52.52631211280823,+1.34314900E+0,+0.633616E-03,296.75,251.44,295.0
53.14760899543762,+1.34328800E+0,+0.633668E-03,296.81,251.48,295.0
53.77591347694397,+1.34342200E+0,+0.633744E-03,296.88,251.52,295.0
54.40657687187195,+1.34355600E+0,+0.633805E-03,296.94,251.55,295.0
55.02747702598572,+1.34368600E+0,+0.633866E-03,296.99,251.59,295.0
55.647464752197266,+1.34380900E+0,+0.633935E-03,297.04,251.62,295.0
56.27743434906006,+1.34394200E+0,+0.633986E-03,297.09,251.66,295.0
56.906877279281616,+1.34405900E+0,+0.634043E-03,297.13,251.69,295.0
57.52728462219238,+1.34418400E+0,+0.634100E-03,297.17,251.72,295.0
58.14795160293579,+1.34430000E+0,+0.634147E-03,297.21,251.75,295.0
58.778329610824585,+1.34441900E+0,+0.634212E-03,297.24,251.79,295.0
59.38672423362732,+1.34453000E+0,+0.634267E-03,297.27,251.82,295.0
60.00717616081238,+1.34465200E+0,+0.634319E-03,297.29,251.85,295.0
60.627269983291626,+1.34475700E+0,+0.634370E-03,297.31,251.88,295.0
61.24714541435242,+1.34487300E+0,+0.634435E-03,297.32,251.91,295.0
61.87606072425842,+1.34498600E+0,+0.634476E-03,297.33,251.94,295.0
62.507816791534424,+1.34509700E+0,+0.634528E-03,297.33,251.97,295.0
63.12692880630493,+1.34519300E+0,+0.634577E-03,297.34,252.0,295.0
63.7474045753479,+1.34529800E+0,+0.634615E-03,297.33,252.02,295.0
64.37501335144043,+1.34541100E+0,+0.634676E-03,297.33,252.05,295.0
65.00744724273682,+1.34551300E+0,+0.634725E-03,297.32,252.08,295.0
65.62737607955933,+1.34562000E+0,+0.634772E-03,297.3,252.1,295.0
66.24815917015076,+1.34571000E+0,+0.634829E-03,297.28,252.13,295.0
66.87565970420837,+1.34581800E+0,+0.634866E-03,297.26,252.16,295.0
67.50822305679321,+1.34590800E+0,+0.634911E-03,297.23,252.18,295.0
68.12694382667542,+1.34600700E+0,+0.634956E-03,297.2,252.2,295.0
68.74755620956421,+1.34610300E+0,+0.634990E-03,297.17,252.22,295.0
69.37512350082397,+1.34619600E+0,+0.635046E-03,297.13,252.25,295.0
70.00728464126587,+1.34628000E+0,+0.635087E-03,297.09,252.27,295.0
70.6271641254425,+1.34637600E+0,+0.635130E-03,297.05,252.29,295.0
71.24784183502197,+1.34646100E+0,+0.635182E-03,297.01,252.31,295.0
71.87582206726074,+1.34656000E+0,+0.635214E-03,296.96,252.33,295.0
72.50761651992798,+1.34663800E+0,+0.635254E-03,296.91,252.35,295.0
73.12769556045532,+1.34672200E+0,+0.635293E-03,296.86,252.37,295.0
73.74849319458008,+1.34680700E+0,+0.635323E-03,296.81,252.38,295.0
74.37463736534119,+1.34688800E+0,+0.635372E-03,296.75,252.4,295.0
75.00710940361023,+1.34697300E+0,+0.635411E-03,296.69,252.42,295.0
75.62767291069031,+1.34705100E+0,+0.635447E-03,296.63,252.43,295.0
76.24744462966919,+1.34713000E+0,+0.635496E-03,296.58,252.45,295.0
76.87551784515381,+1.34720800E+0,+0.635524E-03,296.51,252.46,295.0
77.50742697715759,+1.34728700E+0,+0.635560E-03,296.45,252.48,295.0
78.1278395652771,+1.34735900E+0,+0.635595E-03,296.38,252.49,295.0
78.74785614013672,+1.34743800E+0,+0.635619E-03,296.32,252.51,295.0
79.37508273124695,+1.34751900E+0,+0.635664E-03,296.25,252.52,295.0
80.00773811340332,+1.34758300E+0,+0.635698E-03,296.19,252.53,295.0
80.62870359420776,+1.34766200E+0,+0.635732E-03,296.13,252.55,295.0
81.24676251411438,+1.34772600E+0,+0.635774E-03,296.06,252.56,295.0
81.87584090232849,+1.34779800E+0,+0.635798E-03,295.99,252.57,295.0
82.5072500705719,+1.34787100E+0,+0.635830E-03,295.93,252.59,295.0
83.12916564941406,+1.34793500E+0,+0.635862E-03,295.87,252.6,295.0
83.74792718887329,+1.34799600E+0,+0.635882E-03,295.81,252.61,295.0
84.37506294250488,+1.34806300E+0,+0.635923E-03,295.74,252.62,295.0
85.01277613639832,+1.34813600E+0,+0.635955E-03,295.68,252.63,295.0
85.64805197715759,+1.34819700E+0,+0.635995E-03,295.62,252.64,295.0
86.27583026885986,+1.34826400E+0,+0.636015E-03,295.55,252.66,295.0
86.92675018310547,+1.34832200E+0,+0.636045E-03,295.5,252.67,295.0
87.54741144180298,+1.34838300E+0,+0.636063E-03,295.45,252.68,295.0
88.17442631721497,+1.34844100E+0,+0.636103E-03,295.39,252.69,295.0
88.80789303779602,+1.34850200E+0,+0.636131E-03,295.34,252.71,295.0
89.4267303943634,+1.34855700E+0,+0.636157E-03,295.29,252.72,295.0
90.0473861694336,+1.34861600E+0,+0.636193E-03,295.25,252.73,295.0
90.67687654495239,+1.34867700E+0,+0.636212E-03,295.2,252.75,295.0
91.30737209320068,+1.34873200E+0,+0.636238E-03,295.16,252.76,295.0
91.92730402946472,+1.34878400E+0,+0.636264E-03,295.12,252.77,295.0
92.54676914215088,+1.34884500E+0,+0.636282E-03,295.08,252.79,295.0
