time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,0.3342219,+110.7567E-06NADC,226.34,226.58,215
0.5647356510162354,0.3349791,+111.0084E-06NADC,226.68,226.62,215
1.1486337184906006,0.3357617,+111.2666E-06NADC,226.97,226.66,215
1.723801612854004,0.3365451,+111.5343E-06NADC,227.32,226.71,215
2.283479928970337,0.3373556,+111.8053E-06NADC,227.66,226.76,215
2.847642421722412,0.3382202,+112.1019E-06NADC,227.95,226.8,215
3.423447847366333,0.3391121,+112.3953E-06NADC,228.3,226.85,215
4.002886056900024,0.3400023,+112.6939E-06NADC,228.65,226.9,215
4.562607288360596,0.340919,+112.9949E-06NADC,228.93,226.94,215
5.1225807666778564,0.3418601,+113.3163E-06NADC,229.27,226.99,215
5.682336330413818,0.3428302,+113.6401E-06NADC,229.59,227.04,215
6.248005628585815,0.3438604,+113.9918E-06NADC,229.86,227.08,215
6.822107315063477,0.3448823,+114.3275E-06NADC,230.16,227.13,215
7.381383180618286,0.345929,+114.6767E-06NADC,230.45,227.19,215
7.948437929153442,0.347043,+115.0434E-06NADC,230.67,227.23,215
8.520718336105347,0.3481411,+115.4156E-06NADC,230.93,227.28,215
9.079751253128052,0.3492606,+115.7888E-06NADC,231.17,227.33,215
9.648343801498413,0.3504452,+116.1921E-06NADC,231.36,227.37,215
10.219507217407227,0.351612,+116.5757E-06NADC,231.57,227.42,215
10.779140710830688,0.3528036,+116.9708E-06NADC,231.76,227.47,215
11.346613645553589,0.3540586,+117.3849E-06NADC,231.9,227.51,215
11.918303728103638,0.3552912,+117.8002E-06NADC,232.06,227.56,215
12.478731155395508,0.3565418,+118.2163E-06NADC,232.18,227.61,215
13.044862270355225,0.3578573,+118.6596E-06NADC,232.31,227.64,215
13.617987632751465,0.3591446,+119.0828E-06NADC,232.42,227.69,215
14.17947244644165,0.3604494,+119.5170E-06NADC,232.51,227.73,215
14.744918584823608,0.3618202,+119.9681E-06NADC,232.6,227.76,215
15.316471338272095,0.3631546,+120.4162E-06NADC,232.67,227.81,215
15.875297784805298,0.3645044,+120.8669E-06NADC,232.73,227.84,215
16.44397258758545,0.3659174,+121.3365E-06NADC,232.78,227.88,215
17.018112421035767,0.3672899,+121.7907E-06NADC,232.82,227.91,215
17.574958086013794,0.368677,+122.2464E-06NADC,232.85,227.95,215
18.143423080444336,0.3700763,+122.7149E-06NADC,232.87,227.98,215
18.695135593414307,0.3714997,+123.1828E-06NADC,232.88,228.01,215
19.25389075279236,0.3729028,+123.6521E-06NADC,232.88,228.04,215
19.81385111808777,0.3743285,+124.1255E-06NADC,232.88,228.07,215
20.37376046180725,0.3757621,+124.5949E-06NADC,232.86,228.09,215
20.93369221687317,0.3772027,+125.0788E-06NADC,232.84,228.12,215
21.49359703063965,0.3786495,+125.5583E-06NADC,232.81,228.15,215
22.05346918106079,0.3800999,+126.0380E-06NADC,232.78,228.17,215
22.613462209701538,0.3815507,+126.5208E-06NADC,232.74,228.2,215
23.173591136932373,0.3830114,+126.9994E-06NADC,232.7,228.22,215
23.732672452926636,0.384475,+127.4891E-06NADC,232.64,228.24,215
24.293270587921143,0.3859391,+127.9740E-06NADC,232.58,228.26,215
24.85279631614685,0.3874024,+128.4577E-06NADC,232.53,228.28,215
25.41257119178772,0.3888692,+128.9432E-06NADC,232.45,228.3,215
25.972816228866577,0.3903372,+129.4243E-06NADC,232.39,228.31,215
26.532702207565308,0.391801,+129.9150E-06NADC,232.31,228.33,215
27.09204626083374,0.3932719,+130.3996E-06NADC,232.22,228.35,215
27.652092456817627,0.3947352,+130.8854E-06NADC,232.14,228.36,215
28.21309518814087,0.3961988,+131.3682E-06NADC,232.04,228.37,215
28.772560834884644,0.3976589,+131.8462E-06NADC,231.96,228.38,215
29.332637548446655,0.3991155,+132.3339E-06NADC,231.85,228.4,215
29.892179250717163,0.4005721,+132.8143E-06NADC,231.74,228.41,215
30.45236611366272,0.4020217,+133.2934E-06NADC,231.64,228.42,215
31.012001752853394,0.4034643,+133.7725E-06NADC,231.53,228.43,215
31.572364807128906,0.4049072,+134.2428E-06NADC,231.42,228.43,215
32.13081216812134,0.406342,+134.7220E-06NADC,231.3,228.44,215
32.71477508544922,0.4084945,+135.4268E-06NADC,231.12,228.45,215
33.53130507469177,0.4110845,+136.2865E-06NADC,230.88,228.46,215
34.55129432678223,0.4124305,+136.7326E-06NADC,230.76,228.47,215
35.09142875671387,0.4138252,+137.1944E-06NADC,230.62,228.47,215
35.65120506286621,0.4152157,+137.6529E-06NADC,230.49,228.47,215
36.21054816246033,0.4165941,+138.1065E-06NADC,230.35,228.48,215
36.770079612731934,0.4179675,+138.5551E-06NADC,230.22,228.48,215
37.33108615875244,0.4193286,+139.0104E-06NADC,230.07,228.48,215
37.89062023162842,0.4206846,+139.4573E-06NADC,229.91,228.48,215
38.45055794715881,0.4220301,+139.9009E-06NADC,229.78,228.49,215
39.01016092300415,0.4233622,+140.3421E-06NADC,229.61,228.49,215
39.57211971282959,0.4246844,+140.7719E-06NADC,229.48,228.49,215
40.13031792640686,0.4259987,+141.2126E-06NADC,229.31,228.48,215
40.68924593925476,0.4273029,+141.6413E-06NADC,229.14,228.48,215
41.24943423271179,0.4285913,+142.0665E-06NADC,229.0,228.48,215
41.809760332107544,0.4298687,+142.4935E-06NADC,228.83,228.48,215
42.38886022567749,0.4311734,+142.9183E-06NADC,228.65,228.48,215
42.94998240470886,0.4324305,+143.3317E-06NADC,228.5,228.47,215
43.50915479660034,0.4336736,+143.7407E-06NADC,228.33,228.47,215
44.07012748718262,0.4349,+144.1517E-06NADC,228.18,228.46,215
44.62807083129883,0.4360715,+144.5327E-06NADC,227.99,228.46,215
45.167794704437256,0.437362,+144.9564E-06NADC,227.81,228.45,215
45.76813507080078,0.4385472,+145.3449E-06NADC,227.65,228.45,215
46.32805132865906,0.4397208,+145.7340E-06NADC,227.47,228.44,215
46.88792896270752,0.44088,+146.1204E-06NADC,227.28,228.43,215
47.44912528991699,0.4420251,+146.4920E-06NADC,227.12,228.43,215
48.00750374794006,0.4431521,+146.8638E-06NADC,226.93,228.42,215
48.566500186920166,0.4442674,+147.2282E-06NADC,226.74,228.41,215
49.15011501312256,0.4453991,+147.6077E-06NADC,226.57,228.4,215
49.726078748703,0.4465188,+147.9742E-06NADC,226.38,228.39,215
50.30696415901184,0.447631,+148.3652E-06NADC,226.15,228.38,215
50.968783140182495,0.4495437,+148.9719E-06NADC,225.85,228.36,215
51.90965747833252,0.4505555,+149.3016E-06NADC,225.65,228.35,215
52.46706295013428,0.4515906,+149.6465E-06NADC,225.45,228.34,215
53.0555374622345,0.4531819,+150.1570E-06NADC,225.14,228.32,215
53.97599697113037,0.4541698,+150.4867E-06NADC,224.97,228.31,215
54.525856018066406,0.4551377,+150.8066E-06NADC,224.77,228.3,215
55.110191345214844,0.4560939,+151.1212E-06NADC,224.56,228.29,215
55.68679761886597,0.4570312,+151.4291E-06NADC,224.36,228.27,215
56.266658544540405,0.457952,+151.7362E-06NADC,224.15,228.26,215
56.8497998714447,0.4588529,+152.0277E-06NADC,223.97,228.25,215
57.44346022605896,0.459776,+152.3254E-06NADC,223.77,228.23,215
58.02412962913513,0.4606275,+152.6084E-06NADC,223.55,228.22,215
58.607566595077515,0.4627506,+153.3043E-06NADC,223.03,228.18,215
60.06301403045654,0.4641478,+153.7613E-06NADC,222.67,228.15,215
61.083789348602295,0.465479,+154.1946E-06NADC,222.31,228.12,215
62.103129625320435,0.4661874,+154.4315E-06NADC,222.1,228.11,215
