time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0020143985748291016,1.371167,-0.0014E-06NADC,222.57,259.44,0
0.626274585723877,1.371173,-0.0001E-06NADC,222.55,259.41,0
1.247105360031128,1.371176,-0.0012E-06NADC,222.52,259.38,0
1.8662121295928955,1.371179,+0.0001E-06NADC,222.5,259.35,0
2.4864439964294434,1.371181,-0.0091E-06NADC,222.47,259.32,0
3.106365203857422,1.371193,-0.0008E-06NADC,222.43,259.29,0
3.726942777633667,1.371199,-0.0054E-06NADC,222.4,259.26,0
4.346374273300171,1.371199,+0.0004E-06NADC,222.38,259.23,0
4.966109991073608,1.371208,+0.0014E-06NADC,222.35,259.2,0
5.584647178649902,1.371211,+0.0111E-06NADC,222.32,259.17,0
6.204160690307617,1.371213,+0.0003E-06NADC,222.29,259.14,0
6.825932502746582,1.371219,+0.0025E-06NADC,222.27,259.11,0
7.444644927978516,1.371219,+0.0012E-06NADC,222.24,259.08,0
8.063746690750122,1.371237,-0.0007E-06NADC,222.21,259.05,0
8.685416460037231,1.37124,-0.0089E-06NADC,222.19,259.02,0
9.303187131881714,1.371237,-0.0008E-06NADC,222.15,258.99,0
9.927456855773926,1.371248,+0.0001E-06NADC,222.13,258.96,0
10.544377326965332,1.371245,+0.0000E-06NADC,222.1,258.93,0
11.163485527038574,1.371263,-0.0000E-06NADC,222.07,258.9,0
11.783822059631348,1.371263,+0.0061E-06NADC,222.05,258.87,0
12.402435302734375,1.371269,+0.0063E-06NADC,222.02,258.84,0
13.03105878829956,1.371275,+0.0002E-06NADC,221.99,258.81,0
13.693169593811035,1.37128,-0.0004E-06NADC,221.96,258.77,0
14.361188650131226,1.371283,+0.0003E-06NADC,221.93,258.74,0
15.094686508178711,1.371298,-0.0095E-06NADC,221.9,258.71,0
15.727410793304443,1.371292,-0.0000E-06NADC,221.87,258.68,0
16.341161966323853,1.371295,+0.0002E-06NADC,221.84,258.65,0
16.96078872680664,1.371301,+0.0001E-06NADC,221.82,258.62,0
17.5847270488739,1.371309,+0.0095E-06NADC,221.79,258.58,0
18.33241367340088,1.371315,+0.0000E-06NADC,221.75,258.55,0
18.980676651000977,1.371318,+0.0001E-06NADC,221.72,258.52,0
19.626306772232056,1.371327,+0.0008E-06NADC,221.7,258.49,0
20.258944749832153,1.371336,+0.0002E-06NADC,221.67,258.46,0
20.879408597946167,1.371339,+0.0004E-06NADC,221.64,258.43,0
21.49938464164734,1.371336,-0.0093E-06NADC,221.61,258.4,0
22.12799882888794,1.371344,+0.0000E-06NADC,221.59,258.37,0
22.739906311035156,1.371356,+0.0002E-06NADC,221.56,258.34,0
23.357951164245605,1.371359,+0.0002E-06NADC,221.54,258.31,0
23.978716611862183,1.371362,+0.0000E-06NADC,221.51,258.28,0
24.59782385826111,1.371371,+0.0098E-06NADC,221.49,258.25,0
25.225948810577393,1.371371,+0.0003E-06NADC,221.47,258.22,0
25.837287664413452,1.371373,+0.0002E-06NADC,221.46,258.19,0
26.456931829452515,1.371388,-0.0032E-06NADC,221.46,258.16,0
27.07590675354004,1.371388,-0.0017E-06NADC,221.47,258.13,0
27.69619607925415,1.371391,-0.0093E-06NADC,221.5,258.1,0
28.32259249687195,1.371397,+0.0004E-06NADC,221.55,258.07,0
28.935532093048096,1.371402,-0.0010E-06NADC,221.61,258.04,0
29.554828882217407,1.371411,-0.0004E-06NADC,221.69,258.02,0
30.15466046333313,1.371417,+0.0001E-06NADC,221.78,257.99,0
30.77382516860962,1.371414,-0.0000E-06NADC,221.9,257.97,0
31.394493579864502,1.371426,-0.0092E-06NADC,222.16,257.92,0
32.522117137908936,1.371426,-0.0004E-06NADC,222.35,257.9,0
33.13343644142151,1.37144,-0.0000E-06NADC,222.81,257.86,0
34.552769899368286,1.371452,+0.0001E-06NADC,223.2,257.84,0
35.57294678688049,1.371458,+0.0001E-06NADC,223.63,257.82,0
36.59302282333374,1.371466,-0.0015E-06NADC,224.1,257.8,0
37.61156415939331,1.371469,+0.0098E-06NADC,224.45,257.8,0
38.23099994659424,1.371472,+0.0002E-06NADC,224.76,257.79,0
38.85224366188049,1.371475,+0.0002E-06NADC,225.08,257.79,0
39.491517305374146,1.371484,-0.0097E-06NADC,225.48,257.79,0
40.13103461265564,1.371484,+0.0001E-06NADC,225.82,257.79,0
40.771305084228516,1.371487,+0.0002E-06NADC,226.18,257.79,0
41.4109320640564,1.371496,+0.0003E-06NADC,226.61,257.8,0
42.050843715667725,1.371504,+0.0001E-06NADC,226.99,257.8,0
42.690685987472534,1.371504,-0.0097E-06NADC,227.44,257.81,0
43.33073925971985,1.371507,-0.0002E-06NADC,227.84,257.82,0
43.97039270401001,1.371516,+0.0001E-06NADC,228.25,257.84,0
44.609209299087524,1.371519,+0.0003E-06NADC,228.73,257.85,0
45.24919509887695,1.371528,-0.0002E-06NADC,229.15,257.87,0
45.868512868881226,1.371525,+0.0000E-06NADC,229.57,257.89,0
46.508307695388794,1.37153,+0.0001E-06NADC,230.07,257.91,0
47.14793801307678,1.371539,-0.0000E-06NADC,230.51,257.93,0
47.7689733505249,1.371539,-0.0002E-06NADC,230.94,257.95,0
48.38837718963623,1.371542,+0.0003E-06NADC,231.37,257.97,0
49.007012605667114,1.371551,+0.0100E-06NADC,231.88,258.0,0
49.62625980377197,1.371545,+0.0002E-06NADC,232.3,258.03,0
50.24659276008606,1.371554,+0.0001E-06NADC,232.72,258.06,0
50.865947008132935,1.37156,+0.0003E-06NADC,233.14,258.08,0
51.486029863357544,1.371568,+0.0002E-06NADC,233.54,258.11,0
52.10583233833313,1.371565,-0.0094E-06NADC,233.99,258.15,0
52.72746825218201,1.371577,+0.0001E-06NADC,234.37,258.17,0
53.34551405906677,1.371574,+0.0000E-06NADC,234.73,258.2,0
53.9647798538208,1.371577,-0.0000E-06NADC,235.08,258.23,0
54.584760665893555,1.37158,+0.0000E-06NADC,235.41,258.26,0
55.20451331138611,1.371583,+0.0099E-06NADC,235.78,258.3,0
55.826276779174805,1.371592,+0.0006E-06NADC,236.08,258.33,0
56.4431734085083,1.371589,+0.0004E-06NADC,236.37,258.36,0
57.06240248680115,1.3716,+0.0004E-06NADC,236.65,258.38,0
57.682738304138184,1.3716,+0.0002E-06NADC,236.91,258.41,0
58.302403926849365,1.3716,-0.0061E-06NADC,237.2,258.44,0
58.92784094810486,1.371606,-0.0058E-06NADC,237.43,258.47,0
59.541375160217285,1.371609,+0.0002E-06NADC,237.66,258.49,0
60.160313844680786,1.371612,+0.0001E-06NADC,237.87,258.52,0
60.78094434738159,1.371618,+0.0000E-06NADC,238.07,258.54,0
61.40054702758789,1.371615,+0.0023E-06NADC,238.3,258.56,0
62.02696228027344,1.371624,+0.0095E-06NADC,238.48,258.59,0
62.64009165763855,1.371632,-0.0017E-06NADC,238.65,258.61,0
63.25972008705139,1.371626,+0.0007E-06NADC,238.81,258.62,0
63.879319190979004,1.371641,+0.0000E-06NADC,238.97,258.64,0
64.4993793964386,1.371635,-0.0001E-06NADC,239.14,258.66,0
65.1266701221466,1.371638,-0.0097E-06NADC,239.28,258.68,0
65.73888826370239,1.371647,+0.0004E-06NADC,239.41,258.69,0
66.35818839073181,1.371647,+0.0014E-06NADC,239.53,258.71,0
66.97725343704224,1.371647,+0.0023E-06NADC,239.65,258.72,0
67.59634828567505,1.371644,+0.0040E-06NADC,239.78,258.74,0
68.23677682876587,1.371653,-0.0000E-06NADC,239.88,258.75,0
68.85737705230713,1.371655,-0.0000E-06NADC,239.98,258.76,0
69.47750997543335,1.371661,+0.0006E-06NADC,240.07,258.77,0
70.09587717056274,1.371658,+0.0007E-06NADC,240.16,258.78,0
70.72348141670227,1.371661,-0.0089E-06NADC,240.26,258.79,0
71.3346335887909,1.371664,+0.0000E-06NADC,240.34,258.8,0
71.95597887039185,1.371664,+0.0004E-06NADC,240.41,258.81,0
72.57419776916504,1.371676,+0.0003E-06NADC,240.48,258.81,0
73.19374632835388,1.371673,+0.0020E-06NADC,240.59,258.82,0
74.32132458686829,1.371682,+0.0000E-06NADC,240.69,258.83,0
75.35412764549255,1.371687,+0.0000E-06NADC,240.77,258.83,0
76.3736252784729,1.37169,+0.0003E-06NADC,240.84,258.84,0
77.39212155342102,1.37169,-0.0011E-06NADC,240.9,258.84,0
78.41093397140503,1.37169,+0.0024E-06NADC,240.93,258.84,0
