time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,0.2156572,+71.4054E-06NADC,214.51,223.9,295.0
0.5675384998321533,0.2157075,+71.4263E-06NADC,214.51,223.9,295.0
1.1273984909057617,0.215759,+71.4441E-06NADC,214.51,223.91,295.0
1.6934373378753662,0.2158076,+71.4595E-06NADC,214.51,223.91,295.0
2.2480528354644775,0.2158573,+71.4765E-06NADC,214.52,223.91,295.0
2.808272123336792,0.21591,+71.4921E-06NADC,214.52,223.91,295.0
3.367532730102539,0.2159612,+71.5101E-06NADC,214.52,223.91,295.0
3.9280455112457275,0.2160133,+71.5236E-06NADC,214.53,223.91,295.0
4.513930559158325,0.2160642,+71.5430E-06NADC,214.54,223.91,295.0
5.074450492858887,0.21612,+71.5591E-06NADC,214.55,223.91,295.0
5.674675703048706,0.2161765,+71.5783E-06NADC,214.58,223.91,295.0
6.274028539657593,0.2162346,+71.5975E-06NADC,214.61,223.92,295.0
6.874107837677002,0.2162925,+71.6173E-06NADC,214.66,223.92,295.0
7.474359035491943,0.2163545,+71.6382E-06NADC,214.71,223.92,295.0
8.07404375076294,0.2164179,+71.6592E-06NADC,214.78,223.92,295.0
8.674099445343018,0.2164828,+71.6807E-06NADC,214.86,223.93,295.0
9.274102926254272,0.2165514,+71.7041E-06NADC,214.96,223.93,295.0
9.874302387237549,0.216623,+71.7295E-06NADC,215.07,223.94,295.0
10.474100589752197,0.2166984,+71.7544E-06NADC,215.19,223.94,295.0
11.084394693374634,0.2167769,+71.7809E-06NADC,215.32,223.95,295.0
11.672206163406372,0.2168624,+71.8095E-06NADC,215.46,223.96,295.0
12.274036884307861,0.2169515,+71.8402E-06NADC,215.62,223.97,295.0
12.873561143875122,0.2170472,+71.8725E-06NADC,215.79,223.98,295.0
13.473878860473633,0.2171504,+71.9078E-06NADC,215.97,223.99,295.0
14.074532985687256,0.2172613,+71.9449E-06NADC,216.16,224.0,295.0
14.673150777816772,0.21738,+71.9853E-06NADC,216.36,224.02,295.0
15.274033308029175,0.2175059,+72.0287E-06NADC,216.57,224.03,295.0
15.873011350631714,0.2176415,+72.0751E-06NADC,216.79,224.05,295.0
16.474027633666992,0.2177864,+72.1234E-06NADC,217.02,224.07,295.0
17.073995113372803,0.2179408,+72.1759E-06NADC,217.26,224.09,295.0
17.67399525642395,0.2181058,+72.2319E-06NADC,217.51,224.11,295.0
18.273409366607666,0.2182812,+72.2911E-06NADC,217.76,224.13,295.0
18.870991706848145,0.2184619,+72.3528E-06NADC,218.02,224.15,295.0
19.453369140625,0.218653,+72.4182E-06NADC,218.29,224.18,295.0
20.03327512741089,0.2188578,+72.4893E-06NADC,218.57,224.2,295.0
20.612874507904053,0.219074,+72.5577E-06NADC,218.85,224.23,295.0
21.195303678512573,0.2193026,+72.6401E-06NADC,219.09,224.25,295.0
21.774282932281494,0.2195525,+72.7247E-06NADC,219.38,224.28,295.0
22.36962103843689,0.2198082,+72.8108E-06NADC,219.68,224.31,295.0
22.967448711395264,0.220086,+72.9048E-06NADC,219.98,224.34,295.0
23.55211305618286,0.2208802,+73.1797E-06NADC,220.8,224.43,295.0
25.09498620033264,0.2214626,+73.3708E-06NADC,221.34,224.49,295.0
26.109097242355347,0.2218007,+73.4840E-06NADC,221.61,224.52,295.0
26.66880178451538,0.2221655,+73.6075E-06NADC,221.93,224.56,295.0
27.249268531799316,0.2225492,+73.7371E-06NADC,222.27,224.6,295.0
