time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,1.344341,+11.48171E-03NADC,295.63,293.56,0
0.6255652904510498,1.344332,+11.48157E-03NADC,295.59,293.56,0
1.2460989952087402,1.344329,+11.48160E-03NADC,295.56,293.56,0
1.866199016571045,1.344332,+11.48155E-03NADC,295.52,293.56,0
2.4856629371643066,1.344338,+11.48154E-03NADC,295.48,293.56,0
3.114718198776245,1.344329,+11.48154E-03NADC,295.43,293.56,0
3.7259626388549805,1.344326,+11.48157E-03NADC,295.4,293.56,0
4.346850633621216,1.344338,+11.48156E-03NADC,295.36,293.56,0
4.965363502502441,1.344329,+11.48157E-03NADC,295.32,293.56,0
5.585768222808838,1.344329,+11.48154E-03NADC,295.28,293.55,0
6.21359395980835,1.344326,+11.48150E-03NADC,295.23,293.55,0
6.826655626296997,1.344329,+11.48150E-03NADC,295.19,293.55,0
7.446385860443115,1.344332,+11.48156E-03NADC,295.15,293.55,0
8.066291570663452,1.344329,+11.48161E-03NADC,295.11,293.55,0
8.68660044670105,1.344329,+11.48156E-03NADC,295.07,293.55,0
9.314649820327759,1.344332,+11.48157E-03NADC,295.03,293.55,0
9.929859161376953,1.344329,+11.48156E-03NADC,294.99,293.55,0
10.548357486724854,1.344332,+11.48141E-03NADC,294.95,293.55,0
11.169668197631836,1.344329,+11.48140E-03NADC,294.91,293.55,0
11.78954553604126,1.344326,+11.48128E-03NADC,294.86,293.54,0
12.418138027191162,1.344323,+11.48116E-03NADC,294.82,293.54,0
13.05054259300232,1.344326,+0.0083E-06NADC,294.77,293.54,0
13.718783140182495,1.359137,+0.0010E-06NADC,294.73,293.54,0
14.350438117980957,1.35939,+0.0007E-06NADC,294.69,293.54,0
14.971694231033325,1.359584,-0.0109E-06NADC,294.65,293.54,0
15.59102463722229,1.359747,+0.0001E-06NADC,294.6,293.53,0
16.217644929885864,1.359899,-0.0003E-06NADC,294.56,293.53,0
16.851200342178345,1.360018,+0.0000E-06NADC,294.52,293.53,0
17.47148847579956,1.360125,+0.0109E-06NADC,294.48,293.53,0
18.091217517852783,1.360227,+0.0002E-06NADC,294.43,293.53,0
18.71915555000305,1.360329,-0.0005E-06NADC,294.39,293.52,0
19.35169529914856,1.360402,+0.0003E-06NADC,294.35,293.52,0
19.971853017807007,1.360471,-0.0110E-06NADC,294.31,293.52,0
20.59185218811035,1.360541,+0.0002E-06NADC,294.26,293.52,0
21.21760845184326,1.360611,+0.0004E-06NADC,294.22,293.52,0
21.851126194000244,1.360675,+0.0001E-06NADC,294.18,293.51,0
22.471107244491577,1.360719,+0.0111E-06NADC,294.14,293.51,0
23.091411352157593,1.360774,+0.0002E-06NADC,294.09,293.51,0
23.719054460525513,1.360817,-0.0003E-06NADC,294.05,293.51,0
24.352319955825806,1.360864,-0.0000E-06NADC,294.01,293.5,0
24.9717698097229,1.360905,-0.0108E-06NADC,293.97,293.5,0
25.591380834579468,1.360951,-0.0003E-06NADC,293.92,293.5,0
26.218317985534668,1.360998,-0.0001E-06NADC,293.88,293.5,0
26.852017402648926,1.361036,+0.0001E-06NADC,293.84,293.49,0
