time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,1.355441,+0.0091E-06NADC,264.89,260
0.6199345588684082,1.355574,-0.0001E-06NADC,264.89,255
1.2409334182739258,1.355708,-0.0000E-06NADC,264.89,255
1.8614134788513184,1.355845,-0.0001E-06NADC,264.89,255
2.482072591781616,1.35597,-0.0000E-06NADC,264.88,255
3.1032421588897705,1.356089,-0.0095E-06NADC,264.88,255
3.7229557037353516,1.356205,-0.0003E-06NADC,264.88,255
4.343721628189087,1.356313,-0.0003E-06NADC,264.88,255
4.96486496925354,1.356438,-0.0001E-06NADC,264.88,255
5.605762004852295,1.356543,+0.0091E-06NADC,264.88,255
6.225954532623291,1.356656,-0.0001E-06NADC,264.88,255
6.846834897994995,1.356761,-0.0001E-06NADC,264.88,255
7.476378917694092,1.356868,-0.0002E-06NADC,264.88,255
