time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,0.3418889,+113.0298E-06NADC,199.0,223.95,215.13
0.5762491226196289,0.3407252,+112.6445E-06NADC,198.83,223.91,215.13
1.128979206085205,0.3395578,+112.2576E-06NADC,198.66,223.88,215.13
1.6880033016204834,0.3383883,+111.8637E-06NADC,198.52,223.85,215.13
2.247912645339966,0.3372081,+111.4772E-06NADC,198.35,223.81,215.13
2.8082478046417236,0.3360203,+111.0841E-06NADC,198.21,223.78,215.13
3.3758625984191895,0.3347845,+110.6789E-06NADC,198.04,223.75,215.13
3.9485154151916504,0.333581,+110.2743E-06NADC,197.87,223.71,215.13
4.508142709732056,0.3323731,+109.8735E-06NADC,197.73,223.68,215.14
5.076930522918701,0.3311172,+109.4524E-06NADC,197.56,223.65,215.14
5.6464362144470215,0.3298919,+109.0511E-06NADC,197.39,223.61,215.14
6.206853151321411,0.3286622,+108.6428E-06NADC,197.25,223.58,215.14
6.775011301040649,0.3273845,+108.2231E-06NADC,197.09,223.54,215.14
7.346983909606934,0.32614,+107.8065E-06NADC,196.92,223.51,215.14
7.907158136367798,0.3248911,+107.3898E-06NADC,196.78,223.48,215.14
8.475504398345947,0.3235899,+106.9581E-06NADC,196.61,223.44,215.14
9.047351837158203,0.3223285,+106.5424E-06NADC,196.45,223.4,215.14
9.606799125671387,0.3210589,+106.1269E-06NADC,196.31,223.37,215.14
10.174377202987671,0.3197364,+105.6830E-06NADC,196.14,223.34,215.14
10.745960235595703,0.3184564,+105.2592E-06NADC,195.98,223.3,215.15
11.306238651275635,0.3171697,+104.8271E-06NADC,195.84,223.27,215.15
11.865703105926514,0.3158347,+104.3888E-06NADC,195.67,223.23,215.15
12.445051431655884,0.3145358,+103.9590E-06NADC,195.51,223.19,215.15
13.005186796188354,0.3132302,+103.5320E-06NADC,195.37,223.16,215.15
13.565722465515137,0.3118757,+103.0770E-06NADC,195.21,223.12,215.15
14.14526653289795,0.3105593,+102.6417E-06NADC,195.05,223.09,215.15
14.70398473739624,0.30924,+102.1982E-06NADC,194.91,223.05,215.15
15.263963222503662,0.3078695,+101.7497E-06NADC,194.75,223.02,215.15
15.84395170211792,0.3065406,+101.3090E-06NADC,194.58,222.98,215.15
16.40389919281006,0.3052027,+100.8719E-06NADC,194.45,222.95,215.16
16.96391987800598,0.3038168,+100.4069E-06NADC,194.29,222.91,215.16
17.543259620666504,0.3024713,+99.9615E-06NADC,194.12,222.87,215.16
18.10255527496338,0.3011209,+99.5090E-06NADC,193.99,222.84,215.16
18.66150450706482,0.2997691,+99.0660E-06NADC,193.83,222.8,215.16
19.221903562545776,0.2984122,+98.6163E-06NADC,193.67,222.76,215.16
