time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,0.1543395,+50.9459E-06NADC,179.71,218.61,215.26
0.5770952701568604,0.1531435,+50.5466E-06NADC,179.61,218.57,215.26
1.1275689601898193,0.1519555,+50.1537E-06NADC,179.49,218.53,215.26
1.6884543895721436,0.1507723,+49.7627E-06NADC,179.39,218.49,215.27
2.2467739582061768,0.1495953,+49.3738E-06NADC,179.27,218.45,215.27
2.807372570037842,0.1484217,+48.9914E-06NADC,179.17,218.4,215.27
3.374831199645996,0.1472566,+48.6017E-06NADC,179.05,218.36,215.27
3.9270379543304443,0.1460965,+48.2184E-06NADC,178.93,218.32,215.27
4.485862731933594,0.144943,+47.8180E-06NADC,178.83,218.27,215.27
5.075329780578613,0.1437532,+47.4446E-06NADC,178.72,218.23,215.27
5.626251220703125,0.1426125,+47.0693E-06NADC,178.6,218.19,215.27
6.185217618942261,0.1414762,+46.6925E-06NADC,178.51,218.15,215.27
6.74584174156189,0.1403451,+46.3048E-06NADC,178.41,218.11,215.27
7.324604511260986,0.1391797,+45.9310E-06NADC,178.32,218.06,215.28
7.884793281555176,0.1380664,+45.5670E-06NADC,178.26,218.02,215.28
8.44460678100586,0.1369583,+45.1863E-06NADC,178.19,217.98,215.28
9.023813009262085,0.1358139,+44.8094E-06NADC,178.14,217.93,215.28
9.603147268295288,0.134679,+44.4393E-06NADC,178.11,217.89,215.28
10.182843685150146,0.1335503,+44.0628E-06NADC,178.09,217.86,215.28
10.770323514938354,0.1324308,+43.6935E-06NADC,178.09,217.81,215.28
11.34221076965332,0.1313187,+43.3270E-06NADC,178.11,217.77,215.28
11.922909498214722,0.1302065,+42.9636E-06NADC,178.16,217.73,215.28
12.501768589019775,0.1291249,+42.5979E-06NADC,178.22,217.69,215.28
13.082077503204346,0.1280386,+42.2450E-06NADC,178.28,217.66,215.28
13.670109748840332,0.1269646,+41.8906E-06NADC,178.38,217.62,215.29
14.241227626800537,0.1259001,+41.5390E-06NADC,178.49,217.59,215.29
14.821211338043213,0.1248441,+41.1915E-06NADC,178.63,217.56,215.29
15.399564743041992,0.1237974,+40.8517E-06NADC,178.78,217.52,215.29
15.980620622634888,0.1227621,+40.5056E-06NADC,178.92,217.5,215.29
16.568855047225952,0.1217375,+40.1681E-06NADC,179.11,217.47,215.29
17.139864683151245,0.1207236,+39.8345E-06NADC,179.31,217.44,215.29
17.719048261642456,0.11983457,+39.5495E-06NADC,179.49,217.42,215.29
18.218655824661255,0.11900771,+39.2674E-06NADC,179.67,217.4,215.29
18.718924283981323,0.11816081,+38.9884E-06NADC,179.87,217.38,215.29
19.218849658966064,0.11732032,+38.7119E-06NADC,180.08,217.36,215.29
19.717801332473755,0.11649258,+38.4385E-06NADC,180.3,217.34,215.3
20.218849897384644,0.11566947,+38.1685E-06NADC,180.53,217.33,215.3
20.71808385848999,0.11489089,+37.9117E-06NADC,180.77,217.31,215.3
21.1983699798584,0.11411923,+37.6534E-06NADC,181.02,217.3,215.3
21.680325984954834,0.11332448,+37.4013E-06NADC,181.27,217.29,215.3
22.179071187973022,0.11254102,+37.1339E-06NADC,181.53,217.28,215.3
22.679464101791382,0.1117652,+36.8881E-06NADC,181.8,217.27,215.3
23.1798312664032,0.11099942,+36.6266E-06NADC,182.08,217.26,215.3
23.67965602874756,0.11024345,+36.3876E-06NADC,182.36,217.26,215.3
24.179028749465942,0.10949298,+36.1324E-06NADC,182.65,217.25,215.3
24.67982006072998,0.10876071,+35.8995E-06NADC,182.95,217.24,215.3
25.178741216659546,0.10803385,+35.6511E-06NADC,183.25,217.24,215.3
25.68111515045166,0.10731658,+35.4247E-06NADC,183.56,217.24,215.31
26.178444862365723,0.10660989,+35.1833E-06NADC,183.87,217.24,215.31
26.679810285568237,0.1059132,+34.9632E-06NADC,184.19,217.24,215.31
27.178688526153564,0.10522613,+34.7416E-06NADC,184.45,217.24,215.31
27.655799627304077,0.10460052,+34.5277E-06NADC,184.77,217.24,215.31
28.134719848632812,0.10396058,+34.3166E-06NADC,185.1,217.24,215.31
28.613924741744995,0.10332743,+34.1079E-06NADC,185.44,217.25,215.31
29.09607219696045,0.10270415,+33.9075E-06NADC,185.78,217.25,215.31
29.57976007461548,0.10206531,+33.6915E-06NADC,186.12,217.26,215.31
30.0803644657135,0.10143533,+33.4887E-06NADC,186.47,217.27,215.31
30.579777717590332,0.10081608,+33.2839E-06NADC,186.82,217.27,215.31
31.080780744552612,0.10020684,+33.0838E-06NADC,187.18,217.28,215.31
31.57979941368103,0.09960646,+32.8871E-06NADC,187.54,217.29,215.32
32.081899642944336,0.0990207,+32.7011E-06NADC,187.83,217.3,215.32
32.55315017700195,0.09848325,+32.5180E-06NADC,188.19,217.31,215.32
33.034398794174194,0.09793418,+32.3380E-06NADC,188.56,217.33,215.32
33.51385021209717,0.09739595,+32.1659E-06NADC,188.93,217.34,215.32
33.99408197402954,0.09686537,+31.9873E-06NADC,189.3,217.35,215.32
34.48092174530029,0.09632487,+31.8096E-06NADC,189.68,217.37,215.32
34.97900724411011,0.09579188,+31.6348E-06NADC,190.05,217.38,215.32
35.48085021972656,0.09526966,+31.4635E-06NADC,190.43,217.4,215.32
35.97974896430969,0.09475658,+31.2951E-06NADC,190.82,217.42,215.32
36.480005502700806,0.09425396,+31.1302E-06NADC,191.2,217.44,215.32
36.979822397232056,0.09376001,+30.9684E-06NADC,191.59,217.46,215.32
37.47987723350525,0.09327617,+30.8096E-06NADC,191.98,217.48,215.33
37.97966456413269,0.09280151,+30.6543E-06NADC,192.37,217.5,215.33
38.4811270236969,0.09233692,+30.5017E-06NADC,192.76,217.52,215.33
38.97981119155884,0.09188084,+30.3527E-06NADC,193.15,217.54,215.33
39.48055982589722,0.09143302,+30.2062E-06NADC,193.55,217.57,215.33
39.9795241355896,0.09099828,+30.0633E-06NADC,193.95,217.59,215.33
40.47885727882385,0.09057174,+29.9232E-06NADC,194.34,217.61,215.33
40.980321645736694,0.09015293,+29.7861E-06NADC,194.74,217.64,215.33
41.478925943374634,0.0897447,+29.6524E-06NADC,195.14,217.67,215.33
41.97885012626648,0.08934545,+29.5214E-06NADC,195.55,217.69,215.33
42.47892093658447,0.08895481,+29.3936E-06NADC,195.95,217.72,215.33
42.97823214530945,0.08857327,+29.2690E-06NADC,196.35,217.75,215.33
43.478904008865356,0.08820109,+29.1471E-06NADC,196.76,217.78,215.34
43.97774600982666,0.08783672,+29.0282E-06NADC,197.08,217.81,215.34
44.47691631317139,0.08748297,+28.9123E-06NADC,197.49,217.84,215.34
44.97687101364136,0.08713768,+28.7994E-06NADC,197.9,217.87,215.34
45.47734785079956,0.08680096,+28.6894E-06NADC,198.31,217.9,215.34
45.97701358795166,0.08648689,+28.5864E-06NADC,198.72,217.92,215.34
46.44816613197327,0.08617913,+28.4862E-06NADC,199.13,217.96,215.34
46.92777752876282,0.0858827,+28.3889E-06NADC,199.54,217.99,215.34
47.40804886817932,0.0855918,+28.2894E-06NADC,199.95,218.02,215.34
47.88785123825073,0.08530889,+28.2056E-06NADC,200.28,218.05,215.34
48.34784150123596,0.0850468,+28.1159E-06NADC,200.69,218.08,215.34
48.82713770866394,0.08477787,+28.0288E-06NADC,201.1,218.12,215.34
49.30694818496704,0.08451965,+27.9490E-06NADC,201.52,218.15,215.34
49.78681778907776,0.08426851,+27.8624E-06NADC,201.85,218.19,215.35
50.2756507396698,0.08402476,+27.7831E-06NADC,202.26,218.22,215.35
50.74724507331848,0.08379049,+27.7065E-06NADC,202.67,218.26,215.35
51.22625803947449,0.0835606,+27.6319E-06NADC,203.09,218.29,215.35
51.70548892021179,0.08334118,+27.5651E-06NADC,203.5,218.33,215.35
52.1862678527832,0.08312856,+27.4911E-06NADC,203.83,218.36,215.35
52.67452955245972,0.08292263,+27.4210E-06NADC,204.25,218.4,215.35
53.173848390579224,0.08271772,+27.3576E-06NADC,204.66,218.44,215.35
53.645159006118774,0.08252632,+27.2933E-06NADC,205.24,218.5,215.35
54.32545828819275,0.08227295,+27.2149E-06NADC,205.65,218.54,215.35
54.80817985534668,0.08210088,+27.1550E-06NADC,206.07,218.58,215.35
55.283905267715454,0.0819235,+27.1033E-06NADC,206.56,218.63,215.36
55.93853425979614,0.08172426,+27.0286E-06NADC,207.06,218.68,215.36
56.48422122001648,0.0815583,+26.9821E-06NADC,207.39,218.72,215.36
56.97193956375122,0.08142056,+26.9376E-06NADC,207.8,218.76,215.36
57.445669651031494,0.08128745,+26.8848E-06NADC,208.38,218.83,215.36
58.23141074180603,0.08107812,+26.8267E-06NADC,208.95,218.89,215.36
58.841057538986206,0.08094713,+26.7848E-06NADC,209.36,218.93,215.36
59.387746810913086,0.0808348,+26.7478E-06NADC,209.85,218.99,215.36
59.91074538230896,0.08072663,+26.7140E-06NADC,210.27,219.03,215.36
60.42282772064209,0.08063896,+26.6854E-06NADC,210.68,219.08,215.36
60.93909287452698,0.08054881,+26.6580E-06NADC,211.1,219.13,215.36
61.46181797981262,0.08047646,+26.6346E-06NADC,211.51,219.17,215.37
61.96135067939758,0.08041326,+26.6145E-06NADC,211.93,219.22,215.37
62.46012592315674,0.0803537,+26.5967E-06NADC,212.34,219.27,215.37
62.96027708053589,0.08030541,+26.5812E-06NADC,212.75,219.32,215.37
63.45958399772644,0.08026123,+26.5685E-06NADC,213.16,219.37,215.37
63.96022319793701,0.08022846,+26.5584E-06NADC,213.58,219.42,215.37
64.45941758155823,0.08019922,+26.5508E-06NADC,213.99,219.47,215.37
64.9644865989685,0.08018236,+26.5458E-06NADC,214.4,219.52,215.37
65.45914936065674,0.08016852,+26.5432E-06NADC,214.8,219.57,215.37
65.95778322219849,0.08016713,+26.5431E-06NADC,215.21,219.62,215.37
66.45791459083557,0.08016867,+26.5456E-06NADC,215.62,219.67,215.37
66.95779013633728,0.08018268,+26.5507E-06NADC,216.02,219.72,215.37
67.45695948600769,0.08019925,+26.5584E-06NADC,216.42,219.77,215.38
67.95682072639465,0.08022855,+26.5686E-06NADC,216.82,219.82,215.38
68.45670175552368,0.08026152,+26.5814E-06NADC,217.22,219.87,215.38
68.95693588256836,0.08030605,+26.5966E-06NADC,217.68,219.93,215.38
69.5550045967102,0.08036428,+26.6173E-06NADC,218.07,219.98,215.38
