time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,"+2.26821500E-01
",+75.1745E-06NADC,225.25,224.98,295.0
0.5877008438110352,"+2.27393800E-01
",+75.3664E-06NADC,225.61,225.02,295.0
1.1683628559112549,"+2.27985500E-01
",+75.5605E-06NADC,225.96,225.07,295.0
1.7566909790039062,"+2.28598400E-01
",+75.7719E-06NADC,226.26,225.11,295.0
2.327357769012451,"+2.29232300E-01
",+75.9843E-06NADC,226.62,225.16,295.0
2.9082436561584473,"+2.29889500E-01
",+76.2045E-06NADC,226.98,225.21,295.0
3.487586259841919,"+2.30566200E-01
",+76.4336E-06NADC,227.34,225.26,295.0
4.068022727966309,"+2.31267600E-01
",+76.6692E-06NADC,227.71,225.31,295.0
4.654389142990112,"+2.31990200E-01
",+76.9089E-06NADC,228.01,225.36,295.0
5.22791862487793,"+2.32734600E-01
",+77.1595E-06NADC,228.38,225.41,295.0
5.80744743347168,"+2.33504400E-01
",+77.4167E-06NADC,228.75,225.46,295.0
6.386725187301636,"+2.34297700E-01
",+77.6773E-06NADC,229.11,225.52,295.0
6.9675452709198,"+2.35113700E-01
",+77.9568E-06NADC,229.48,225.57,295.0
7.555328845977783,"+2.35956500E-01
",+78.2376E-06NADC,229.79,225.62,295.0
8.126626253128052,"+2.36821700E-01
",+78.5293E-06NADC,230.16,225.68,295.0
8.705551624298096,"+2.37713000E-01
",+78.8276E-06NADC,230.53,225.73,295.0
9.286712408065796,"+2.38629400E-01
",+79.1387E-06NADC,230.91,225.79,295.0
9.862467765808105,"+2.39570500E-01
",+79.4480E-06NADC,231.22,225.85,295.0
10.448788166046143,"+2.40539200E-01
",+79.7721E-06NADC,231.59,225.9,295.0
11.022186994552612,"+2.41533300E-01
",+80.1056E-06NADC,231.97,225.96,295.0
11.601678609848022,"+2.42555300E-01
",+80.4477E-06NADC,232.34,226.02,295.0
12.181520700454712,"+2.43606000E-01
",+80.7936E-06NADC,232.72,226.08,295.0
12.76127815246582,"+2.44682700E-01
",+81.1597E-06NADC,233.03,226.14,295.0
13.349684953689575,"+2.45788800E-01
",+81.5289E-06NADC,233.41,226.19,295.0
13.920692205429077,"+2.46923300E-01
",+81.9087E-06NADC,233.78,226.26,295.0
14.501346111297607,"+2.48097400E-01
",+82.2967E-06NADC,234.16,226.32,295.0
15.08067011833191,"+2.49274800E-01
",+82.6998E-06NADC,234.54,226.38,295.0
15.66175889968872,"+2.50495700E-01
",+83.1028E-06NADC,234.85,226.45,295.0
16.248870372772217,"+2.51745500E-01
",+83.5211E-06NADC,235.23,226.5,295.0
16.821203470230103,"+2.53026100E-01
",+83.9490E-06NADC,235.61,226.57,295.0
17.401376247406006,"+2.54335200E-01
",+84.3866E-06NADC,235.99,226.63,295.0
17.980732440948486,"+2.55678900E-01
",+84.8299E-06NADC,236.36,226.7,295.0
18.56124520301819,"+2.57052300E-01
",+85.2941E-06NADC,236.68,226.75,295.0
19.14766025543213,"+2.58458300E-01
",+85.7634E-06NADC,237.05,226.82,295.0
19.72039484977722,"+2.59895700E-01
",+86.2445E-06NADC,237.43,226.89,295.0
20.29960608482361,"+2.61364500E-01
",+86.7344E-06NADC,237.81,226.95,295.0
20.88066267967224,"+2.62866500E-01
",+87.2426E-06NADC,238.19,227.02,295.0
21.460514783859253,"+2.64405100E-01
",+87.7490E-06NADC,238.5,227.08,295.0
22.046865224838257,"+2.65971100E-01
",+88.2742E-06NADC,238.87,227.15,295.0
22.620436191558838,"+2.67573500E-01
",+88.8099E-06NADC,239.25,227.22,295.0
23.20002555847168,"+2.69213600E-01
",+89.3556E-06NADC,239.62,227.29,295.0
23.780486345291138,"+2.70884600E-01
",+89.9101E-06NADC,240.0,227.36,295.0
24.360042095184326,"+2.72593500E-01
",+90.4868E-06NADC,240.31,227.42,295.0
24.94837212562561,"+2.74343000E-01
",+91.0689E-06NADC,240.68,227.49,295.0
25.52104425430298,"+2.76125100E-01
",+91.6630E-06NADC,241.06,227.56,295.0
26.10080051422119,"+2.77942500E-01
",+92.2707E-06NADC,241.43,227.63,295.0
26.680293321609497,"+2.79798200E-01
",+92.8947E-06NADC,241.8,227.7,295.0
27.260788440704346,"+2.81692300E-01
",+93.5214E-06NADC,242.11,227.76,295.0
27.847477197647095,"+2.83621400E-01
",+94.1665E-06NADC,242.48,227.84,295.0
28.42099356651306,"+2.85593500E-01
",+94.8225E-06NADC,242.85,227.91,295.0
29.00045371055603,"+2.87600500E-01
",+95.4932E-06NADC,243.21,227.98,295.0
29.58139419555664,"+2.89649400E-01
",+96.1718E-06NADC,243.58,228.06,295.0
30.15951657295227,"+2.91737800E-01
",+96.8740E-06NADC,243.89,228.12,295.0
30.74803900718689,"+2.93868500E-01
",+97.5838E-06NADC,244.25,228.19,295.0
31.32018542289734,"+2.96038100E-01
",+98.3076E-06NADC,244.62,228.27,295.0
31.89990210533142,"+2.98244700E-01
",+99.0447E-06NADC,244.98,228.35,295.0
32.47968506813049,"+3.00496300E-01
",+99.8014E-06NADC,245.35,228.42,295.0
33.05962657928467,"+3.02794600E-01
",+100.5617E-06NADC,245.65,228.48,295.0
33.647361755371094,"+3.05132000E-01
",+101.3408E-06NADC,246.01,228.56,295.0
34.219542264938354,"+3.07512000E-01
",+102.1349E-06NADC,246.37,228.64,295.0
34.79934811592102,"+3.09936200E-01
",+102.9420E-06NADC,246.74,228.71,295.0
35.37984037399292,"+3.12408300E-01
",+103.7605E-06NADC,247.1,228.79,295.0
35.95964026451111,"+3.14918000E-01
",+104.6025E-06NADC,247.39,228.86,295.0
36.54806089401245,"+3.17476300E-01
",+105.4550E-06NADC,247.75,228.93,295.0
37.118300914764404,"+3.19984900E-01
",+106.2921E-06NADC,248.03,229.01,295.0
37.677526235580444,"+3.22541100E-01
",+107.1439E-06NADC,248.37,229.08,295.0
38.23861527442932,"+3.25231800E-01
",+108.0403E-06NADC,248.75,229.16,295.0
38.81785774230957,"+3.27873000E-01
",+108.9186E-06NADC,249.11,229.24,295.0
39.37727451324463,"+3.30559300E-01
",+109.8154E-06NADC,249.41,229.3,295.0
39.93887805938721,"+3.33391600E-01
",+110.7576E-06NADC,249.77,229.38,295.0
40.53484058380127,"+3.36264600E-01
",+111.7158E-06NADC,250.12,229.46,295.0
41.09791564941406,"+3.39085600E-01
",+112.6562E-06NADC,250.47,229.54,295.0
41.65887141227722,"+3.41954900E-01
",+113.6109E-06NADC,250.77,229.61,295.0
42.2165265083313,"+3.44868400E-01
",+114.5772E-06NADC,251.11,229.69,295.0
42.777076721191406,"+3.47826700E-01
",+115.5676E-06NADC,251.41,229.76,295.0
43.33655571937561,"+3.50943200E-01
",+116.6060E-06NADC,251.75,229.84,295.0
43.91605472564697,"+3.53994900E-01
",+117.6276E-06NADC,252.1,229.92,295.0
44.4765899181366,"+3.57095400E-01
",+118.6564E-06NADC,252.39,229.99,295.0
45.03587770462036,"+3.60244600E-01
",+119.7033E-06NADC,252.73,230.07,295.0
45.59569430351257,"+3.63441400E-01
",+120.7686E-06NADC,253.08,230.16,295.0
46.16021275520325,"+3.66804100E-01
",+121.8880E-06NADC,253.36,230.23,295.0
46.7357759475708,"+3.70096300E-01
",+122.9840E-06NADC,253.71,230.31,295.0
47.295602798461914,"+3.73438600E-01
",+124.0981E-06NADC,254.05,230.39,295.0
47.8599636554718,"+3.76958400E-01
",+125.2698E-06NADC,254.33,230.46,295.0
48.43534779548645,"+3.80395500E-01
",+126.4143E-06NADC,254.67,230.55,295.0
48.995349645614624,"+3.83888500E-01
",+127.5778E-06NADC,255.01,230.63,295.0
49.56054496765137,"+3.87560700E-01
",+128.7973E-06NADC,255.29,230.7,295.0
50.13552927970886,"+3.91144200E-01
",+129.9947E-06NADC,255.63,230.79,295.0
50.69527196884155,"+3.94790200E-01
",+131.2054E-06NADC,255.96,230.87,295.0
51.26045632362366,"+3.98614200E-01
",+132.4795E-06NADC,256.24,230.94,295.0
51.83537220954895,"+4.02359700E-01
",+133.7264E-06NADC,256.57,231.03,295.0
52.395695209503174,"+4.06154700E-01
",+134.9881E-06NADC,256.91,231.11,295.0
52.96076440811157,"+4.10140500E-01
",+136.3159E-06NADC,257.18,231.19,295.0
53.53471875190735,"+4.14039600E-01
",+137.6114E-06NADC,257.51,231.27,295.0
54.094438314437866,"+4.17986100E-01
",+138.9249E-06NADC,257.84,231.36,295.0
54.66080856323242,"+4.22131300E-01
",+140.3051E-06NADC,258.11,231.43,295.0
55.23469305038452,"+4.26185500E-01
",+141.6530E-06NADC,258.44,231.52,295.0
55.794184923172,"+4.30294000E-01
",+143.0187E-06NADC,258.77,231.6,295.0
56.361260652542114,"+4.34596300E-01
",+144.4495E-06NADC,259.04,231.68,295.0
56.93460988998413,"+4.38801800E-01
",+145.8496E-06NADC,259.36,231.76,295.0
57.49461269378662,"+4.43059300E-01
",+147.2656E-06NADC,259.69,231.85,295.0
58.05968499183655,"+4.47525700E-01
",+148.7518E-06NADC,259.95,231.92,295.0
58.634130001068115,"+4.51887000E-01
",+150.1999E-06NADC,260.28,232.01,295.0
59.19363355636597,"+4.56296100E-01
",+151.6652E-06NADC,260.6,232.1,295.0
