time [s],voltage [V],current [...],temperature_A [K],temperature_B [K],setpoint [K]
0.0,+3.45651700E+00,+1.630874E-03,286.45,301.6,290.0
0.6279160976409912,+3.45651200E+00,+1.630877E-03,286.28,301.58,290.0
1.2533397674560547,+3.45650300E+00,+1.630869E-03,286.13,301.56,290.0
1.8671789169311523,+3.45650000E+00,+1.630863E-03,285.98,301.55,290.0
2.487199544906616,+3.45649100E+00,+1.630860E-03,285.82,301.53,290.0
3.1067276000976562,+3.45648000E+00,+1.630856E-03,285.67,301.52,290.0
3.7264933586120605,+3.45646800E+00,+1.630852E-03,285.5,301.5,290.0
4.352695465087891,+3.45646200E+00,+1.630839E-03,285.35,301.48,290.0
4.966792106628418,+3.45645300E+00,+1.630845E-03,285.2,301.47,290.0
5.585845470428467,+3.45645300E+00,+1.630842E-03,285.05,301.45,290.0
6.205719947814941,+3.45644500E+00,+1.630839E-03,284.9,301.44,290.0
6.826284170150757,+3.45643900E+00,+1.630835E-03,284.74,301.42,290.0
7.452449798583984,+3.45642700E+00,+1.630842E-03,284.59,301.4,290.0
8.06461238861084,+3.45641900E+00,+1.630829E-03,284.45,301.39,290.0
8.684848546981812,+3.45641000E+00,+1.630825E-03,284.32,301.37,290.0
9.305290937423706,+3.45640700E+00,+1.630822E-03,284.18,301.35,290.0
9.924546241760254,+3.45639500E+00,+1.630816E-03,284.03,301.33,290.0
10.552280902862549,+3.45639200E+00,+1.630810E-03,283.9,301.32,290.0
11.164323091506958,+3.45638100E+00,+1.630806E-03,283.77,301.3,290.0
11.783047199249268,+3.45636900E+00,+1.630805E-03,283.65,301.28,290.0
12.402761220932007,+3.45637200E+00,+1.630803E-03,283.51,301.27,290.0
13.051319122314453,+3.45636000E+00,+1.630809E-03,283.39,301.25,290.0
13.66244649887085,+3.45634900E+00,+1.630796E-03,283.28,301.23,290.0
14.30217432975769,+3.45634900E+00,+1.630793E-03,283.16,301.21,290.0
14.950213193893433,+3.45633400E+00,+1.630788E-03,283.05,301.19,290.0
15.608596563339233,+3.45632800E+00,+1.630784E-03,282.94,301.18,290.0
16.251441717147827,+3.45632500E+00,+1.630782E-03,282.84,301.16,290.0
16.881109476089478,+3.45631400E+00,+1.630779E-03,282.76,301.14,290.0
17.519978761672974,+3.45630500E+00,+1.630764E-03,282.66,301.12,290.0
18.161014318466187,+3.45629900E+00,+1.630772E-03,282.58,301.11,290.0
18.80147624015808,+3.45628800E+00,+1.630768E-03,282.5,301.09,290.0
19.448366403579712,+3.45628500E+00,+1.630765E-03,282.42,301.07,290.0
20.08035898208618,+3.45627000E+00,+1.630759E-03,282.36,301.05,290.0
20.719336986541748,+3.45626700E+00,+1.630745E-03,282.29,301.04,290.0
21.359306573867798,+3.45625600E+00,+1.630751E-03,282.24,301.02,290.0
22.00032615661621,+3.45625000E+00,+1.630746E-03,282.19,301.0,290.0
