time [s],voltage [V],current [...],temperature_A [K],setpoint [K]
0.0,1.359727,-0.0003E-06NADC,264.76,260
0.6327633857727051,1.359779,+0.0092E-06NADC,264.75,255
1.2531681060791016,1.359823,+0.0093E-06NADC,264.74,255
1.854177474975586,1.359878,-0.0000E-06NADC,264.73,255
2.476389169692993,1.359922,-0.0002E-06NADC,264.72,255
3.101198673248291,1.359965,-0.0001E-06NADC,264.7,255
3.7165944576263428,1.360021,-0.0003E-06NADC,264.69,255
4.336221218109131,1.360064,-0.0097E-06NADC,264.68,255
4.957014799118042,1.360114,-0.0003E-06NADC,264.67,255
5.5771565437316895,1.360154,-0.0002E-06NADC,264.65,255
6.19996452331543,1.360201,-0.0002E-06NADC,264.64,255
6.8205952644348145,1.360247,-0.0002E-06NADC,264.62,255
7.440285921096802,1.360349,-0.0096E-06NADC,264.59,255
8.960564851760864,1.360399,-0.0096E-06NADC,264.57,255
9.56158995628357,1.360445,-0.0003E-06NADC,264.56,255
10.182584047317505,1.360483,-0.0002E-06NADC,264.54,255
10.803369998931885,1.360527,-0.0002E-06NADC,264.53,255
11.424248218536377,1.360562,+0.0092E-06NADC,264.51,255
12.065056085586548,1.360611,-0.0000E-06NADC,264.49,255
12.684917211532593,1.360643,-0.0000E-06NADC,264.47,255
13.30634593963623,1.360689,-0.0001E-06NADC,264.46,255
13.926252841949463,1.360724,-0.0001E-06NADC,264.44,255
14.547080039978027,1.360765,-0.0097E-06NADC,264.42,255
15.16775393486023,1.360803,-0.0002E-06NADC,264.41,255
15.788258075714111,1.360847,-0.0001E-06NADC,264.39,255
16.428895473480225,1.360881,-0.0001E-06NADC,264.37,255
