time [s],voltage [V],current [A]
0.009104490280151367,0.00111779,-0.0004E-06NADC,294.11,0.0
0.48735952377319336,0.00111695,-0.0004E-06NADC,294.11,0.0
0.9680330753326416,0.00111433,-0.0003E-06NADC,294.11,0.0
1.4485461711883545,0.00111253,-0.0004E-06NADC,294.11,0.0
1.928340196609497,0.00110523,-0.0003E-06NADC,294.11,0.0
2.4079983234405518,0.00110625,-0.0003E-06NADC,294.11,0.0
2.888995409011841,0.00110363,-0.0002E-06NADC,294.11,0.0
3.368773937225342,0.00110727,-0.0003E-06NADC,294.11,0.0
3.849382162094116,0.00110695,-0.0004E-06NADC,294.11,0.0
4.328557252883911,0.00110718,-0.0004E-06NADC,294.11,0.0
4.809324026107788,0.00110834,-0.0004E-06NADC,294.11,0.0
5.268275737762451,0.001107,-0.0003E-06NADC,294.11,0.0
5.749295234680176,0.00110567,-0.0004E-06NADC,294.11,0.0
6.228618383407593,0.00110619,-0.0003E-06NADC,294.11,0.0
